STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,PUB_FIPS,CNTYFIPS,YR_SUB,STATSTRU,STATNAME,STATADDR
GA,GA0052,002,7932BOOKMOBILE,OHOOPEE REGIONAL LIBRARY BOOKMOBILE,610 JACKSON STREET,VIDALIA,30474,2835,TOOMBS,9125379283,BS,NO,-3, 0,1, 0,13,279,2006,00,00,00
GA,GA0052,003,7932TATTNALL,TATTNALL COUNTY LIBRARY,129 TATTNALL STREET,REIDSVILLE,30453,0338,TATTNALL,9125576247,BR,NO,6000, 0,0, 0,13,267,2006,00,00,00
GA,GA0052,004,7932MONTGOMERY,MONTGOMERY COUNTY PUBLIC LIBRARY,215 RAILROAD STREET,MT. VERNON,30445,0242,MONTGOMERY,9125832780,BR,NO,3477, 0,0, 0,13,209,2006,00,00,00
GA,GA0052,005,7932GLENNVILLE,GLENNVILLE PUBLIC LIBRARY,408 EAST BARNARD STREET,GLENNVILLE,30427,1302,TATTNALL,9126543812,BR,NO,4025, 0,0, 0,13,267,2006,00,00,00
GA,GA0052,006,Y7932VIDALIA,VIDALIA-TOOMBS COUNTY PUBLIC LIBRARY,610 JACKSON STREET,VIDALIA,30474,2835,TOOMBS,9125379283,CE,NO,17764, 0,0, 0,13,279,2006,00,00,00
GA,GA0052,007,7932BROWN,NELLE BROWN MEMORIAL PUBLIC LIBRARY,166 WEST LIBERTY STREET,LYONS,30436,1432,TOOMBS,9125266511,BR,NO,7069, 0,0, 0,13,279,2006,00,00,00
GA,GA0052,008,7932,LADSON GENEALOGY LIBRARY,119 CHURCH STREET,VIDALIA,30474,2835,TOOMBS,9125378186,BR,NO,1020, 0,0, 0,13,279,2006,00,00,00
GA,GA0053,002,7942APPLING,APPLING COUNTY PUBLIC LIBRARY,300 CITY HALL DRIVE,BAXLEY,31513,0017,APPLING,9123678103,BR,NO,6683, 0,0, 0,13,001,2006,00,00,00
GA,GA0053,003,7942ALMA,ALMA/BACON COUNTY PUBLIC LIBRARY,217 NORTH PIERCE STREET,ALMA,31510,2535,BACON,9126324510,BR,NO,7000, 0,0, 0,13,005,2006,00,00,00
GA,GA0053,004,7942CLINCH,CLINCH COUNTY PUBLIC LIBRARY,507 DAME AVENUE,HOMERVILLE,31634,1604,CLINCH,9124873200,BR,NO,4750, 0,0, 0,13,065,2006,00,00,00
GA,GA0053,005,7942BLACKSHEAR,BLACKSHEAR MEMORIAL LIBRARY,600 SOUTH MAIN STREET,BLACKSHEAR,31516,2304,PIERCE,9124497040,BR,NO,4600, 0,0, 0,13,229,2006,00,00,00
GA,GA0053,006,7942ANDERSON,MARIAN ANDERSON PUBLIC LIBRARY,424 LEE STREET,BLACKSHEAR,31516,2119,PIERCE,9124497041,BR,NO,1960, 0,0, 0,13,229,2006,00,00,00
GA,GA0053,007,7942CENTRAL,WAYCROSS/WARE COUNTY PUBLIC LIBRARY,401 LEE AVENUE,WAYCROSS,31501,3326,WARE,9122874978,CE,NO,25360, 0,0, 0,13,299,2006,00,00,00
GA,GA0053,008,GA0053-008,OKEFENOKEE REGIONAL LIBRARY BOOKMOBILE,401 LEE AVENUE,WAYCROSS,31501,3326,WARE,9122874978,BS,NO,-3, 0,1, 0,13,299,2006,00,00,00
GA,GA0054,002,GA0054,COCHRAN PUBLIC LIBRARY,4602 N. HENRY BLVD,STOCKBRIDGE,30281,3651,HENRY,7703897896,BR,NC,5000, 0,0, 0,13,151,2006,00,00,00
GA,GA0054,003,GA0054,FORTSON PUBLIC LIBRARY,14 OLD GRIFFIN RD,HAMPTON,30228,2439,HENRY,7709542812,BR,NC,5800, 0,0, 0,13,151,2006,00,00,00
GA,GA0054,004,GA0054,LOCUST GROVE PUBLIC LIBRARY,3918 HIGHWAY 42,LOCUST GROVE,30248,0734,HENRY,7709542810,BR,NC,1200, 0,0, 0,13,151,2006,00,00,00
GA,GA0054,006,GA0054,MCDONOUGH PUBLIC LIBRARY,1001 FLORENCE MCGARITY PKWY,MCDONOUGH,30252,2981,HENRY,7709542806,CE,NC,18000, 0,0, 0,13,151,2006,00,00,00
GA,GA0056,002,GA0056,SMITHVILLE LIBRARY,116 MAIN STREET,SMITHVILLE,31787,0146,LEE,2298466625,BR,NO,800, 0,0, 0,13,177,2006,00,00,00
GA,GA0056,003,GA0056,LEESBURG LIBRARY,"245 WALNUT AVENUE, SOUTH",LEESBURG,31763,0049,LEE,2297592369,CE,NO,10000, 0,0, 0,13,177,2006,00,00,00
GA,GA0058,002,GA0058,FORSYTH COUNTY PUBLIC LIBRARY,585 DAHLONEGA ROAD,CUMMING,30040,2109,FORSYTH,7707819840,CE,NC,25000, 0,0, 0,13,117,2006,00,00,00
GA,GA0058,003,GA0058,SHARON FORKS LIBRARY,2820 OLD ATLANTA ROAD,CUMMING,30041,6916,FORSYTH,7707819840,BR,NC,22000, 0,0, 0,13,117,2006,00,00,00
GA,GA0060,001,GA0060,BLACKSHEAR PLACE LIBRARY,2927 ATLANTA HIGHWAY,GAINESVILLE,30507,8286,HALL,7702873654,BR,NO,12500, 0,0, 0,13,139,2006,00,00,00
GA,GA0060,002,GA0060,CLERMONT LIBRARY,197 KING STREET,CLERMONT,30527,1714,HALL,7709833196,BR,NO,1473, 0,0, 0,13,139,2006,00,00,00
GA,GA0060,003,GA0060,EAST HALL BRANCH AND SPECIAL NEEDS LIBRARY,2434 OLD CORNELIA HIGHWAY,GAINESVILLE,30507,7854,HALL,7705312500,BR,NO,5000, 0,0, 0,13,139,2006,00,00,00
GA,GA0060,004,GA0060,MURRAYVILLE LIBRARY,4796 THOMPSON BRIDGE ROAD,MURRAYVILLE,30506,5320,HALL,7705031055,BR,NO,5000, 0,0, 0,13,139,2006,00,00,00
GA,GA0060,006,GA0060,HALL COUNTY LIBRARY HEADQUARTERS,127 MAIN STREET NW,GAINESVILLE,30501,3614,HALL,7705323311,CE,NO,30000, 0,0, 0,13,139,2006,00,00,00
GA,GA0062,001,GA0062-001,TWIN LAKES LIBRARY  SYSTEM,151 S. JEFFERSON STREET,MILLEDGEVILLE,31061,3419,BALDWIN,4784520685,CE,NO,18097, 0,0, 0,13,009,2006,00,00,00
GA,GA0062,002,GA0062-002,LAKE SINCLAIR LIBRARY,3061 NORTH COLUMBIA STREET,MILLEDGEVILLE,31061,8303,BALDWIN,4784526522,BR,NO,2500, 0,0, 0,13,009,2006,00,00,00
GU,GU0001,002,GU0001-001,AGAT BRANCH PUBLIC LIBRARY,254 MARTYR STREET,AGANA,96910,5141,GUAM,6714754767,BR,M,4800,35,0,35,66,010,2006,00,00,00
GU,GU0001,003,GU0001-002,BARRIGADA BRANCH PUBLIC LIBRARY,254 MARTYR STREET,AGANA,96910,5141,GUAM,6714754768,BR,M,4800,35,0,35,66,010,2006,00,00,00
GU,GU0001,004,GU0001-003,DEDEDO BRANCH PUBLIC LIBRARY,254 MARTYR STREET,AGANA,96910,5141,GUAM,6716325503,BR,M,4800,35,0,35,66,010,2006,00,00,00
GU,GU0001,005,GU0001-004,MERIZO BRANCH PUBLIC LIBRARY,254 MARTYR STREET,AGANA,96910,5141,GUAM,6714754769,BR,M,4800,35,0,35,66,010,2006,00,00,00
GU,GU0001,007,GU0001-005,YONA PUBLIC LIBRARY,254 MARTYR STREET,AGANA,96910,5141,GUAM,6714754770,BR,M,4800,35,0,35,66,010,2006,00,00,00
GU,GU0001,008,GU0001-007,NIEVES M. FLORES MEMORIAL LIBRARY,254 MARTYR STREET,AGANA,96910,0254,GUAM,6714754753,CE,M,42000,35,0,35,66,010,2006,00,00,00
GU,GU0001,009,GU0001-008,GUAM PUBLIC LIBRARY BOOKMOBILE,254 MARTYR ST.,AGANA,96910,5141,GUAM,6714754751,BS,M,-3,35,-1,20,66,010,2006,00,00,00
HI,HI0001,002,010100,HAWAII STATE LIBRARY,478 SOUTH KING STREET,HONOLULU,96813,2901,HONOLULU,8085863500,CE,CC,105000, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,003,012100,LIBRARY FOR THE BLIND AND PHYSICALLY HANDICAP,402 KAPAHULU AVE.,HONOLULU,96815,3848,HONOLULU,8087338444,BR,CC,11788, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,004,012200,AIEA PUBLIC LIBRARY,99-143 MOANALUA RD.,AIEA,96701,4009,HONOLULU,8084837333,BR,NO,10724, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,005,012300,AINA HAINA PUBLIC LIBRARY,5246 KALANIANAOLE HWY.,HONOLULU,96821,1826,HONOLULU,8083772456,BR,CC,11082, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,006,012400,EWA BEACH PUBLIC AND SCHOOL LIBRARY,91-950 NORTH RD.,EWA BEACH,96706,2746,HONOLULU,8086891204,BR,NO,23150, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,007,013900,HAWAII KAI PUBLIC LIBRARY,249 LUNALILO HOME RD.,HONOLULU,96825,1806,HONOLULU,8083975833,BR,CC,19607, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,008,012500,KAHUKU PUBLIC AND SCHOOL LIBRARY,56-490 KAMEHAMEHA HIGHWAY,KAHUKU,96731,2200,HONOLULU,8082938935,BR,NO,8100, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,009,012600,KAILUA PUBLIC LIBRARY,239 KUULEI RD.,KAILUA,96734,2776,HONOLULU,8082669911,BR,NO,11500, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,010,012700,KAIMUKI PUBLIC LIBRARY,1041 KOKO HEAD AVE.,HONOLULU,96816,3707,HONOLULU,8087338422,BR,CC,19500, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,011,012800,KALIHI PUBLIC LIBRARY,1325 KALIHI ST.,HONOLULU,96819,4197,HONOLULU,8088323466,BR,CC,12716, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,012,013800,KANEOHE PUBLIC LIBRARY,45-829 KAMEHAMEHA HWY.,KANEOHE,96744,2998,HONOLULU,8082335676,BR,NO,14300, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,013,012900,LILIHA PUBLIC LIBRARY,1515 LILIHA ST.,HONOLULU,96817,3596,HONOLULU,8085877577,BR,CC,13900, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,014,013000,MCCULLY-MOILIILI PUBLIC LIBRARY,2211 S. KING ST.,HONOLULU,96826,2395,HONOLULU,8089731099,BR,CC,16532, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,015,013100,MANOA PUBLIC LIBRARY,2716 WOODLAWN DR.,HONOLULU,96822,1841,HONOLULU,8089880459,BR,CC,6532, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,016,014200,MILILANI PUBLIC LIBRARY,95-450 MAKAIMOIMO ST.,MILILANI,96789,3018,HONOLULU,8086277470,BR,NO,14900, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,017,013200,PEARL CITY PUBLIC LIBRARY,1138 WAIMANO HOME RD.,PEARL CITY,96782,2672,HONOLULU,8084536566,BR,NO,23565, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,018,014400,SALT LAKE PUBLIC LIBRARY,3225 SALT LAKE BLVD.,HONOLULU,96818,2126,HONOLULU,8088316831,BR,CC,17800, 0,0, 0,15,003,2006,00,00,07
HI,HI0001,019,013300,WAHIAWA PUBLIC LIBRARY,820 CALIFORNIA AVE.,WAHIAWA,96786,2043,HONOLULU,8086226345,BR,NO,8750, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,020,013400,WAIALUA PUBLIC LIBRARY,67-068 KEALOHANUI ST.,WAIALUA,96791,0684,HONOLULU,8086378286,BR,NO,3300, 0,0, 0,15,003,2006,00,00,15
HI,HI0001,021,013500,WAIANAE PUBLIC LIBRARY,85-625 FARRINGTON HWY.,WAIANAE,96792,2406,HONOLULU,8086977868,BR,NO,10246, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,022,013600,WAIKIKI-KAPAHULU PUBLIC LIBRARY,400 KAPAHULU AVE.,HONOLULU,96815,3848,HONOLULU,8087338488,BR,CC,10963, 0,0, 0,15,003,2006,00,06,00
HI,HI0001,023,014000,WAIMANALO PUBLIC AND SCHOOL LIBRARY,41-1320 KALANIANAOLE HWY.,WAIMANALO,96795,1299,HONOLULU,8082592610,BR,NO,8601, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,024,17451313700,WAIPAHU PUBLIC LIBRARY,94-275 MOKUOLA STREET.,WAIPAHU,96797,3013,HONOLULU,8086750358,BR,NO,17451, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,025,38640027000,HILO PUBLIC LIBRARY,300 WAIANUENUE AVE.,HILO,96720,2447,HAWAII,8089338888,BR,NO,37312, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,026,027300,BOND MEMORIAL PUBLIC LIBRARY,54-3903 AKONI PULE HIGHWAY,KAPAAU,96755,0248,HAWAII,8088896655,BR,NO,1610, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,027,027100,HOLUALOA PUBLIC LIBRARY,76-5909 MAMALAHOA HIGHWAY,HOLUALOA,96725,0214,HAWAII,8083221914,BR,NO,640, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,028,027200,HONOKAA PUBLIC LIBRARY,45-3380 MAMANE ST. BLDG. #3,HONOKAA,96727,0236,HAWAII,8087758881,BR,NO,3040, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,029,028500,KAILUA-KONA PUBLIC LIBRARY,75-138 HUALALAI RD.,KAILUA-KONA,96740,1704,HAWAII,8083274327,BR,NO,10500, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,030,028300,KEAAU PUBLIC AND SCHOOL LIBRARY,16-571 KEAAU-PAHOA ROAD,KEAAU,96749,0949,HAWAII,8089824281,BR,NO,5600, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,031,027400,KEALAKEKUA PUBLIC LIBRARY,MAMALAHOA HWY & ALA KEEKEE PLACE,KEALAKEKUA,96750,0768,HAWAII,8083237585,BR,NO,3229, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,032,028100,LAUPAHOEHOE PUBLIC AND SCHOOL LIBRARY,MAMALAHOA HIGHWAY & KIHALANI,LAUPAHOEPAHOE,96764,0429,HAWAII,8089622229,BR,NO,8000, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,033,028200,MOUNTAIN VIEW PUBLIC AND SCHOOL LIBRARY,18-1235 VOLCANO HIGHWAY,MOUNTAIN VIEW,96771,0380,HAWAII,8089682322,BR,NO,3000, 0,0, 0,15,001,2006,00,00,15
HI,HI0001,034,028400,NAALEHU PUBLIC LIBRARY,95-5669 MAMALAHOA HIGHWAY,PAHALA,96777,0653,HAWAII,8089392442,BR,NO,775, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,035,027500,PAHALA PUBLIC AND SCHOOL LIBRARY,96-3150 PIKAKI STREET,PAHALA,96777,0400,HAWAII,8089282015,BR,NO,4000, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,036,028000,PAHOA PUBLIC AND SCHOOL LIBRARY,15-3070 PAHOA-KALAPANA ROAD,PAHOA,96778,7714,HAWAII,8089652171,BR,NO,4539, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,037,027700,THELMA PARKER MEMORIAL PUBLIC AND SCHOOL LIBR,67-1209 MAMALAHOA HIGHWAY,KAMUELA,96743,8429,HAWAII,8088876067,BR,NO,9380, 0,0, 0,15,001,2006,00,00,00
HI,HI0001,038,035000,WAILUKU PUBLIC LIBRARY,251 HIGH ST.,WAILUKU,96793,2154,MAUI,8082435766,BR,NO,10075, 0,0, 0,15,009,2006,00,00,00
HI,HI0001,039,035700,HANA PUBLIC AND SCHOOL LIBRARY,4111 HANA HIGHWAY,HANA,96713,0490,MAUI,8082484848,BR,NO,7568, 0,0, 0,15,009,2006,00,00,00
HI,HI0001,040,035100,KAHULUI PUBLIC LIBRARY,90 SCHOOL ST.,KAHULUI,96732,1627,MAUI,8088733097,BR,NO,16070, 0,0, 0,15,009,2006,00,00,00
HI,HI0001,041,035200,KIHEI PUBLIC LIBRARY,35 WAIMAHAIHAI STREET,KIHEI,96753,0009,MAUI,8088756833,BR,NO,18700, 0,0, 0,15,009,2006,00,00,07
HI,HI0001,042,035300,LAHAINA PUBLIC LIBRARY,680 WHARF ST.,LAHAINA,96761,1238,MAUI,8086623950,BR,NO,4908, 0,0, 0,15,009,2006,00,00,00
HI,HI0001,043,035500,MAKAWAO PUBLIC LIBRARY,1159 MAKAWAO AVENUE,MAKAWAO,96768,9464,MAUI,8085738785,BR,NO,5632, 0,0, 0,15,009,2006,00,00,00
HI,HI0001,044,YY5400,LANAI PUBLIC AND SCHOOL LIBRARY,FRASER & SIXTH AVENUES,LANAI CITY,96763,0550,MAUI,8085657920,BR,NO,7568, 0,0, 0,15,009,2006,00,00,00
HI,HI0001,045,035600,MOLOKAI PUBLIC LIBRARY,15 MALAMA STREET,KAUNAKAKAI,96748,0395,MAUI,8085531765,BR,NO,3627, 0,0, 0,15,009,2006,00,00,00
HI,HI0001,046,049000,LIHUE PUBLIC LIBRARY,4344 HARDY STREET,LIHUE,96766,1251,KAUAI,8082413222,BR,NO,22300, 0,0, 0,15,007,2006,00,00,07
HI,HI0001,047,049100,HANAPEPE PUBLIC LIBRARY,4490 KONA STREET,HANAPEPE,96716,0557,KAUAI,8083358418,BR,NO,3641, 0,0, 0,15,007,2006,00,00,15
HI,HI0001,048,049200,KAPAA PUBLIC LIBRARY,1464 KUHIO HWY.,KAPAA,96746,1791,KAUAI,8088214422,BR,NO,6600, 0,0, 0,15,007,2006,00,00,00
HI,HI0001,049,049600,KOLOA PUBLIC AND SCHOOL LIBRARY,3451 POIPU ROAD,KOLOA,96756,8517,KAUAI,8087428455,BR,NO,10400, 0,0, 0,15,007,2006,00,00,00
HI,HI0001,050,049300,WAIMEA PUBLIC LIBRARY,9750 KAUMUALII HIGHWAY,WAIMEA,96796,0397,KAUAI,8083386848,BR,NO,3724, 0,0, 0,15,007,2006,00,00,15
HI,HI0001,055,HI0001-055,MOLOKAI PUBLIC LIBRARY (BOOKMOBILE SERV),15 MALAMA STREET,KAUNAKAI,96748,0395,MAUI,8085531765,BS,NO,-3, 0,1, 0,15,009,2006,00,00,00
HI,HI0001,059,HI0001-059,PRINCEVILLE PUBLIC LIBRARY,4343 EMMALANI DRIVE,PRINCEVILLE,96722,5406,KAUAI,8088264310,BR,NO,14000, 0,0, 0,15,007,2006,00,00,00
HI,HI0001,060,HI0001-060,KAPOLEI PUBLIC LIBRARY,1020 MANAWAI STREET,KAPOLEI,96707,2039,HONOLULU,8086937050,BR,NO,35000, 0,0, 0,15,003,2006,00,00,00
HI,HI0001,061,HI0001-054,WAILUKU PUBLIC LIBRARY (BOOKMOBILE SERV),251 HIGH STREET,WAILUKU,96793,2154,MAUI,8082435766,BS,NO,-3, 0,1, 0,15,009,2006,13,00,00
IA,IA0002,002,AA,OTTUMWA PUBLIC LIBRARY,102 W. 4TH STREET,OTTUMWA,52501,2509,WAPELLO,6416827563,CE,NO,25000, 0,0, 0,19,179,2006,00,00,00
IA,IA0003,002,AB,AGENCY PUBLIC LIBRARY,104 E. MAIN,AGENCY,52530,0346,WAPELLO,6419376002,CE,NO,812, 0,0, 0,19,179,2006,00,00,00
IA,IA0004,002,AC,CARNEGIE-EVANS PUBLIC LIBRARY,203 EAST BENTON,ALBIA,52531,2306,MONROE,6419322469,CE,NO,6700, 0,0, 0,19,135,2006,00,00,00
IA,IA0005,002,AD,ALLERTON PUBLIC LIBRARY,103 S. CENTRAL AVE.,ALLERTON,50008,9760,WAYNE,6418734575,CE,NO,1160, 0,0, 0,19,185,2006,00,00,00
IA,IA0006,002,AF,BLOOMFIELD PUBLIC LIBRARY,107 N. COLUMBIA,BLOOMFIELD,52537,1431,DAVIS,6416642209,CE,NO,3440, 0,0, 0,19,051,2006,00,00,00
IA,IA0007,002,AG,DRAKE PUBLIC LIBRARY,115 DRAKE AVENUE,CENTERVILLE,52544,2207,APPANOOSE,6418566676,CE,NO,9000, 0,0, 0,19,007,2006,00,00,00
IA,IA0008,002,AH,CHARITON FREE PUBLIC LIBRARY,803 BRADEN,CHARITON,50049,1742,LUCAS,6417745514,CE,NO,9127, 0,0, 0,19,117,2006,00,00,00
IA,IA0009,002,AI,KARL MILES LECOMPTE MEMORIAL LIBRARY,110 S. FRANKLIN ST.,CORYDON,50060,1518,WAYNE,6418721621,CE,NO,3708, 0,0, 0,19,185,2006,00,00,00
IA,IA0010,002,AJ,MATILDA J. GIBSON MEMORIAL LIBRARY,200 W. HOWARD,CRESTON,50801,2339,UNION,6417822277,CE,NO,7831, 0,0, 0,19,175,2006,00,00,00
IA,IA0011,002,AK,ELDON PUBLIC LIBRARY,608 W. ELM,ELDON,52554,0430,WAPELLO,6416527517,CE,NO,3543, 0,0, 0,19,179,2006,00,00,00
IA,IA0012,002,AL,FAIRFIELD PUBLIC LIBRARY,104 WEST ADAMS AVE.,FAIRFIELD,52556,3433,JEFFERSON,6414726551,CE,NO,21000, 0,0, 0,19,101,2006,00,00,00
IA,IA0013,002,AM,GARDEN GROVE PUBLIC LIBRARY,103 W. MAIN STREET,GARDEN GROVE,50103,0001,DECATUR,6414432172,CE,NO,480, 0,0, 0,19,053,2006,00,00,00
IA,IA0014,002,AN,HEDRICK PUBLIC LIBRARY,109 N. MAIN ST.,HEDRICK,52563,0427,KEOKUK,6416532487,CE,NO,1236, 0,0, 0,19,107,2006,00,00,15
IA,IA0015,002,AO,HUMESTON PUBLIC LIBRARY,113 BROAD STREET,HUMESTON,50123,0097,WAYNE,6418774811,CE,NO,1056, 0,0, 0,19,185,2006,00,00,00
IA,IA0016,002,AP,WILSON MEMORIAL LIBRARY,109 E. WASHINGTON AVE.,KEOTA,52248,0302,KEOKUK,6416363850,CE,NO,3915, 0,0, 0,19,107,2006,00,00,00
IA,IA0017,002,AQ,LAMONI PUBLIC LIBRARY,301 WEST MAIN,LAMONI,50140,1241,DECATUR,6417846686,CE,NO,1862, 0,0, 0,19,053,2006,00,00,00
IA,IA0018,002,AR,LEON PUBLIC LIBRARY,200 W. 1ST STREET,LEON,50144,1355,DECATUR,6414463746,CE,NO,1808, 0,0, 0,19,053,2006,00,00,00
IA,IA0019,002,AS,MORAVIA PUBLIC LIBRARY,100 EAST CHARITON,MORAVIA,52571,9999,APPANOOSE,6417243440,CE,NO,2300, 0,0, 0,19,007,2006,00,00,00
IA,IA0020,002,AT,GARRETT MEMORIAL LIBRARY,123 MAIN STREET,MOULTON,52572,1327,APPANOOSE,6416423664,CE,NO,4320, 0,0, 0,19,007,2006,00,00,00
IA,IA0021,002,AU,MOUNT AYR PUBLIC LIBRARY,121 W. MONROE,MT. AYR,50854,1826,RINGGOLD,6414642159,CE,NO,1460, 0,0, 0,19,159,2006,00,00,00
IA,IA0023,002,AW,OSCEOLA PUBLIC LIBRARY,300 S. FILLMORE ST.,OSCEOLA,50213,1414,CLARKE,6413422237,CE,NO,5500, 0,0, 0,19,039,2006,00,00,00
IA,IA0024,002,AX,OSKALOOSA PUBLIC LIBRARY,301 S. MARKET ST.,OSKALOOSA,52577,3350,MAHASKA,6416730441,CE,NO,25950, 0,0, 0,19,123,2006,00,00,00
IA,IA0025,002,AY,RICHLAND PUBLIC LIBRARY,100 EAST MAIN STREET,RICHLAND,52585,0160,KEOKUK,3194566541,CE,NO,2700, 0,0, 0,19,107,2006,00,00,00
IA,IA0026,002,AZ,SEYMOUR COMMUNITY LIBRARY,123 N. 5TH ST.,SEYMOUR,52590,1519,WAYNE,6418982966,CE,NO,2400, 0,0, 0,19,185,2006,00,00,00
IA,IA0027,002,BA,PUBLIC LIBRARY OF DES MOINES,100 LOCUST ST,DES MOINES,50308,0179,POLK,5152834152,CE,CC,37984, 0,0, 0,19,153,2006,00,00,00
IA,IA0027,003,BA,BOOKMOBILE 1,100 LOCUST ST,DES MOINES,50308,1791,POLK,5152834152,BS,CC,-3, 0,1, 0,19,153,2006,00,00,00
IA,IA0027,004,BA,SOUTH SIDE LIBRARY,1111 S.W. PORTER AVE.,DES MOINES,50315,9999,POLK,5152834940,BR,CC,14800, 0,0, 0,19,153,2006,00,00,00
IA,IA0027,005,BA,EAST SIDE LIBRARY,259 HUBBELL AVE.,DES MOINES,50317,9999,POLK,5152658555,BR,CC,11700, 0,0, 0,19,153,2006,00,00,00
IA,IA0027,006,BA,FRANKLIN AVENUE LIBRARY,5000 FRANKLIN AVE.,DES MOINES,50310,9999,POLK,5152834271,BR,CC,14650, 0,0, 0,19,153,2006,00,00,00
IA,IA0027,007,BA,FOREST AVENUE,1326 FOREST AVE.,DES MOINES,50314,9999,POLK,5152834152,BR,CC,9700, 0,0, 0,19,153,2006,00,00,00
IA,IA0027,008,BA,NORTH SIDE LIBRARY,3516 5TH AVE.,DES MOINES,50310,9999,POLK,5152834941,BR,CC,10000, 0,0, 0,19,153,2006,00,00,00
IA,IA0028,002,BB,ROY R. ESTLE MEMORIAL LIBRARY,1308 WALNUT ST.,DALLAS CENTER,50063,0521,DALLAS,5159923185,CE,NC,4580, 0,0, 0,19,049,2006,00,00,00
IA,IA0029,002,BC,DEXTER PUBLIC LIBRARY,724 MARSHALL,DEXTER,50070,0037,DALLAS,5157894490,CE,NC,1320, 0,0, 0,19,049,2006,00,00,00
IA,IA0030,002,BD01,GRANGER PUBLIC LIBRARY,1906 MAIN,GRANGER,50109,0393,DALLAS,5159992088,CE,NC,475, 0,0, 0,19,049,2006,00,00,00
IA,IA0031,002,BE,LINDEN PUBLIC LIBRARY,131 S. MAIN,LINDEN,50146,0018,DALLAS,M,CE,NC,350, 0,0, 0,19,049,2006,00,00,15
IA,IA0032,002,BF,MINBURN PUBLIC LIBRARY,315 BAKER ST.,MINBURN,50167,0315,DALLAS,5156772712,CE,NC,600, 0,0, 0,19,049,2006,00,00,00
IA,IA0033,002,BG,PERRY PUBLIC LIBRARY,1101 WILLIS AVENUE,PERRY,50220,1649,DALLAS,5154653569,CE,NC,12850, 0,0, 0,19,049,2006,00,00,00
IA,IA0035,002,BI,VAN METER PUBLIC LIBRARY,505 GRANT,VAN METER,50261,0094,DALLAS,5159962435,CE,NC,1100, 0,0, 0,19,049,2006,00,00,00
IA,IA0036,002,BJ,WAUKEE PUBLIC LIBRARY,950 WARRIOR LANE,WAUKEE,50263,0068,DALLAS,5159871280,CE,NC,2700, 0,0, 0,19,049,2006,00,00,00
IA,IA0037,002,BK,WOODWARD PUBLIC LIBRARY,118 S. MAIN STREET,WOODWARD,50276,0510,DALLAS,5154382636,CE,NC,3600, 0,0, 0,19,049,2006,00,00,00
IA,IA0038,002,BL,EARLHAM PUBLIC LIBRARY,120 SOUTH CHESTNUT,EARLHAM,50072,0310,MADISON,5157582121,CE,NO,2968, 0,0, 0,19,121,2006,00,00,00
IA,IA0039,002,BM,TRURO PUBLIC LIBRARY,114 E. CENTER,TRURO,50257,0049,MADISON,6417654220,CE,NO,576, 0,0, 0,19,121,2006,00,00,00
IA,IA0040,002,BN,WINTERSET PUBLIC LIBRARY,123 N. 2ND ST.,WINTERSET,50273,1508,MADISON,5154621731,CE,NO,17000, 0,0, 0,19,121,2006,00,00,00
IA,IA0041,002,BO,AMES PUBLIC LIBRARY,515 DOUGLAS AVE,AMES,50010,6215,STORY,5152395656,CE,NO,50000, 0,0, 0,19,169,2006,00,00,00
IA,IA0041,003,BO,AMES PUBLIC LIBRARY BOOKMOBILE,515 DOUGLAS AVE,AMES,50010,6215,STORY,5152334500,BS,NO,-3, 0,1, 0,19,169,2006,00,00,00
