LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
KS0014,Axtell Public Library,401 Maple,AXTELL,66403,  -1,9137362834,401,1,0,0,0,1,0,1,3664,342,300,0,4306,,,,2313,,5437,0,4065,0,75,10,624,5652,0,1493,10,4,953,45,ME,CI,SO,Marshall,401,KS0060,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0110,Goessel City Library,214 E. Main,Goessel,67053,0036,3163678111,495,1,0,0,0,1,2,3,5268,405,300,0,5973,2758,457,3215,1786,449,5450,0,2633,68,185,15,572,2587,104,5900,93,4,3330,854,ME,CI,SO,Marion,495,KS0061,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0140,Hope Public Library,"216 N. Main, P.O. Box 336",Hope,67451,0336,9133667218,401,1,0,0,0,1,0,1,3740,323,300,0,4363,,,,790,,3960,0,3750,0,3,2,520,1040,104,1929,9,2,1167,200,ME,CI,SO,Dickinson,401,KS0062,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0315,White City Public Library,"113 N. ADOLPH, P.O. BOX 206",White City,66872,0206,9133495551,549,1,0,0,0,1,0,1,10775,190,300,0,11265,,,,824,,10155,0,10130,24,50,30,1248,1040,260,5749,96,5,1827,40,ME,CI,SO,Morris,549,KS0063,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0093,Florence Public Library,324 Main St.,Florence,66851,1144,3168784649,621,1,0,0,0,1,1,2,9382,509,300,0,10191,,,,1510,,8882,0,8233,0,6,17,780,4160,1040,5728,57,3,1531,40,ME,CI,SO,Marion,621,KS0064,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0052,Clifton Public Library,"104 E. Parallel, P.O. Box J",Clifton,66937,0310,9134552222,548,1,0,0,0,2,1,3,3913,446,300,0,4659,4566,370,4936,1041,1605,7582,0,4340,0,43,5,676,1820,260,2685,28,9,1397,15,ME,CI,SO,Clay,548,KS0065,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0310,Waterville Public Library,129 E. Commercial,Waterville,66548,  -1,9133632335,543,1,0,0,0,2,1,3,10296,475,0,0,10771,5048,554,5602,1992,1365,8959,1360,8820,121,143,34,780,6240,624,4397,51,3,1650,50,ME,CI,SO,Marshall,543,KS0066,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0124,Hanover Public Library,P.O. Box 97,Hanover,66945,0097,9133372261,654,1,0,0,0,1,0,1,9940,551,1500,0,11991,,,,5660,,11135,1400,14441,490,15,60,1040,5200,520,18589,14,17,8643,1250,ME,CI,SO,Washington,654,KS0067,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0305,Wakefield Public Library,"3rd & Dogwood, P.O. Box 348",Wakefield,67487,0348,9134615510,963,1,0,0,0,1,2,3,8705,718,300,0,9723,5575,793,6368,2462,2248,11078,0,9473,176,39,29,1040,4766,773,22857,32,11,3957,591,ME,CI,SO,Clay,963,KS0068,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0084,Enterprise Public Library,"123 S. Factory, P.O. Box 307",Enterprise,67441,0307,9132638351,940,1,0,0,0,1,0,1,8859,692,0,0,9551,,,,2253,,11803,0,15749,0,0,44,1040,3328,780,6931,24,18,2602,40,ME,CI,SO,Dickinson,940,KS0069,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0282,Solomon Public Library,"108 N. Walnut, P.O. Box 246",Solomon,67480,0246,9136553521,971,1,0,0,0,1,1,2,14577,751,300,0,15628,,,,4652,,15050,0,12261,79,15,31,936,4420,780,8370,37,3,4875,1570,ME,CI,SO,Dickinson,971,KS0070,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0098,Frankfort City Library,107 N. Kansas,Frankfort,66427,1323,9132924320,929,1,0,0,0,1,1,2,9169,734,300,0,10203,,,,1778,,8800,0,6966,55,67,26,1716,1560,364,5953,26,12,2262,198,ME,CI,SO,Marshall,929,KS0071,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0181,Library District #1 Miami County Louisburg,P.O. Box 447,Allen,66833,0447,3165283451,7007,1,0,0,0,2,2,4,84893,5642,11317,0,101852,40251,5244,45495,17165,42658,105318,0,26616,276,1094,55,2236,29900,1040,46590,698,2,32929,475,ME,SP,SO,Miami,7007,KS0072,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0033,Burnley Memorial Library Cottonwood Falls,P.O. Box 509,Cottonwood Falls,66845,0509,3162738588,990,1,0,0,0,1,0,1,9645,840,1500,0,11985,,,,2748,,8280,0,6870,0,0,26,1040,600,208,6074,0,4,3054,40,NO,CI,SO,Chase,990,KS0073,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0044,Chapman Public Library,"402 N. Marshall, P.O. Box F",Chapman,67431,2644,9139226548,1282,1,0,0,0,1,1,2,13217,1027,1500,0,15744,,,,2932,,10646,2079,15876,20,98,32,1110,9100,364,17300,75,34,5158,285,ME,CI,SO,Dickinson,1282,KS0074,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0024,Blue Rapids Public Library,Public Square,Blue Rapids,66411,1333,,1087,1,0,0,0,1,0,1,7527,896,300,0,8723,,,,1151,,5796,1599,5607,6,54,18,910,2548,156,3194,25,1,1076,151,ME,CI,SO,Marshall,1087,KS0075,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0309,Washington Public Library,116 E. 2nd St.,Washington,66968,1916,9133252114,1262,1,0,0,0,1,3,4,29734,1034,1367,250,32385,10638,1225,11863,4143,1341,17347,0,26579,0,26,16,2080,8684,416,20306,115,21,8970,43,ME,CI,SO,Washington,1262,KS0076,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0082,Elmendaro Township Library Hartford,P.O. Box 38,Hartford,66854,0038,3163925518,1006,1,0,0,0,2,0,2,13978,807,0,0,14785,,,,3844,,13638,0,7782,56,151,19,1040,10400,312,10149,17,0,5778,500,ME,CI,SO,Lyon,1006,KS0077,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0005,Americus Township Library,"710 Main, P.O. Box 404",Americus,66835,0404,3164435503,1550,1,0,0,0,2,1,3,23755,1197,0,0,24952,10377,1070,11447,7113,6392,24952,0,17951,45,136,27,1690,5200,1144,47621,0,2,32032,1102,ME,CI,SO,Lyon,1550,KS0078,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0251,Peabody Township Library,214 Walnut,Peabody,66861,  -1,-1,1530,1,0,0,0,1,0,1,10901,1228,1500,0,13629,,,,1299,,10821,2755,14696,3,23,35,936,4472,156,6644,75,15,2470,231,ME,CI,SO,Marion,1530,KS0079,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0202,Marion City Library,208 E. Santa Fe,Marion,66861,1119,3163822442,1895,1,0,0,0,3,0,3,26986,1525,4100,0,32611,14470,0,14470,9467,2021,25958,0,16873,0,210,59,1924,8736,2496,25855,138,304,8675,52,ME,CI,SO,Marion,1895,KS0080,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0063,Council Grove Public Library,303 W. Main St.,Council Grove,66846,1706,3167675716,2192,1,0,0,0,2,2,4,42278,1792,4100,0,48170,26070,3160,29230,8444,21322,58996,6926,15662,2,60,66,2444,5304,624,19686,654,359,8502,780,ME,CI,SO,Morris,2192,KS0081,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0138,Hillsboro Public Library,120 E. Grand,Hillsboro,67063,1598,3169473827,2654,1,0,0,0,3,3,6,34248,2164,4100,0,40512,22831,2186,25017,8343,5392,38752,0,19974,417,210,57,2418,31096,260,33258,331,371,16795,1086,ME,CI,SO,Marion,2654,KS0082,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0135,Herington Public Library,102 S. Broadway,Herington,67449,2634,9132582011,2593,1,0,0,0,2,1,3,20390,2147,1500,0,24037,14838,1480,16318,3779,5778,25875,0,13795,0,11,50,2028,6240,2600,13489,40,24,3243,50,ME,CI,SO,Dickinson,2593,KS0083,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0308,Wamego Public Library,408 Elm St.,Wamego,66547,1620,9134569181,3981,1,0,0,0,4,4,8,75837,3045,1000,0,79882,41683,2367,44050,14326,20885,79261,0,25408,40,130,116,2444,25584,10920,49907,189,55,23364,1110,ME,CI,SO,Pottawatomie,3981,KS0084,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0207,Marysville Public Library,"1006 Elm, P.O. Box 389",Marysville,66508,0389,9135622491,3222,1,0,0,0,1,4,5,70015,2663,4100,0,76778,21850,12986,34836,11479,8329,54644,549893,24251,643,201,91,2080,20800,3120,26894,340,63,11129,1370,ME,CI,SO,Marshall,3222,KS0085,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0049,Clay Center Carnegie Library,706 6th St.,Clay Center,67432,2997,9136323889,4640,1,0,0,1,2,4,6,50662,2925,4100,758,58445,34284,1155,35439,13593,9413,58445,1817,40907,502,25,96,2080,22100,2912,43598,243,508,21200,1150,ME,CI,SO,Clay,4640,KS0086,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0001,Abilene Public Library,4th & Broadway,Abilene,67410,  -1,9132633082,6400,1,0,0,2,3,9,12,186201,4992,4100,0,195293,90649,16607,107256,17777,45947,170980,10388,73659,250,1200,100,2704,18720,2600,99893,279,537,30916,12600,ME,CI,SO,Dickinson,6400,KS0087,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0258,Pottawatomie Wabaunsee Regional Library St. M,306 N. 5th,St. Marys,66536,1404,9134372778,19091,1,6,1,1,5,4,9,220798,15307,0,0,236105,117043,10267,127310,37256,69345,233911,0,110262,1717,229,185,10322,88400,6448,96369,1027,117,48071,2247,ME,MJ,MO,Pottawatomie,19091,KS0088,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0071,Dorothy Bramlage Public Library Junction City,230 W. 7th St.,Junction City,66441,3097,9132384311,32899,1,0,0,2,6,7,13,292914,31143,1000,0,325057,160332,32063,192395,55856,50055,298306,10651,51295,642,29,160,2912,136804,8892,100428,443,439,36780,3500,ME,CI,SO,Geary,32899,KS0089,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0083,Emporia Public Library,110 E. 6th Ave.,Emporia,66801,3960,3163426524,30663,1,0,0,2,3,16,19,449446,25470,0,7653,482569,246533,44273,290806,58907,110422,460135,25813,95724,6311,569,207,3536,201500,30940,279162,1125,990,103922,5372,ME,CI,SO,Lyon,30663,KS0090,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0200,Manhattan Public Library,Juliette & Poyntz,Manhattan,66502,5049,9137764741,37477,1,0,0,1,15,11,26,1122785,29162,14600,25820,1192367,552683,105811,658494,180800,209304,1048598,69884,193825,5341,1396,296,3796,587704,52520,525314,1511,4844,193719,14424,HQ,CI,SO,Riley,37477,KS0091,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0062,Corning City Library,P.O. Box C 57,Corning,66417,0005,9138682755,131,1,0,0,0,1,0,1,4596,114,2175,0,6885,,,,1720,,6717,0,7766,102,205,20,600,3367,104,5094,31,4,1809,45,ME,CI,SO,Nemaha,131,KS0092,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0314,Wetmore Public Library,"2nd & Kansas, P.O. Box 122",Wetmore,66550,0122,9138662250,299,1,0,0,0,1,0,1,6112,229,1586,0,7927,,,,1028,,7746,455,12598,12,27,1,624,1820,260,3087,7,1,792,140,ME,CI,SO,Nemaha,299,KS0093,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0268,Richmond City Library,107 E. Central,Richmond,66080,0237,9138356163,525,1,0,0,0,1,0,1,1936,428,1807,0,4171,,,,778,,3714,1000,3108,1,42,5,884,21936,104,3569,21,0,1737,675,ME,CI,SO,Franklin,525,KS0094,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0085,Entre Nous Library Club Melvern,Melvern,Melvern,66510,  -1,-1,416,1,0,0,0,0,0,0,1993,0,0,0,1993,,,,315,,943,0,3720,0,0,0,130,1648,0,624,0,0,0,79,NO,OT,SO,Osage,416,KS0095,KS,20,95,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 2, 2, 0, 0, 0, 0,10, 0
KS0042,Centralia Community Library,608 4th St.,Centralia,66415,0016,9138573331,450,1,0,0,0,1,1,2,6450,365,4528,0,11343,,,,4091,,10626,3080,5268,23,366,30,728,3120,312,8016,9,0,1818,276,ME,CI,SO,Nemaha,450,KS0096,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0318,Winchester Public Library,"208 WINCHESTER, P.O. BOX 143",Winchester,66097,0143,9137744967,1153,1,0,0,0,1,2,3,6670,959,1000,4528,13157,4972,373,5345,2216,600,8161,0,7841,95,80,9,1664,2392,468,4182,70,0,2502,501,ME,CI,SO,Jefferson,1153,KS0097,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0017,Barnes Reading Room Everest,Everest,Everest,66424,0064,9135487733,282,1,0,0,0,1,0,1,4930,423,0,0,5353,,,,700,,3403,0,8346,0,0,2,520,1583,520,2597,5,0,1040,35,ME,CI,SO,Brown,282,KS0098,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0078,Effingham Community Library,414 Main,Effingham,66023,0189,9138335881,522,1,0,0,0,1,0,1,2830,432,2577,0,5839,,,,803,,5708,0,7362,33,100,12,676,1820,624,6253,80,0,3183,30,ME,CI,SO,Atchison,522,KS0099,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0214,Meriden Community Library,100 Main,Meriden,66512,0182,9134843393,2353,1,0,0,0,2,0,2,12648,1851,4528,0,19027,,,,6379,,15631,4200,11416,0,25,3,936,7800,1040,11103,0,0,4060,0,ME,CI,SO,Jefferson,2353,KS0100,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0245,Overbrook Public Library,"317 Maple, P.O. Box 389",Overbrook,66524,0389,9136657266,858,1,0,0,0,2,1,3,18059,752,6224,0,25035,9303,1919,11222,4700,9296,25218,235,11575,58,43,23,1404,8424,1404,15999,260,0,7897,980,ME,CI,SO,Osage,858,KS0101,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0234,Nortonville Public Library,"407 Taggart, P.O. Box 179",Nortonville,66060,0179,9138862060,936,1,0,0,0,1,1,2,8620,752,4528,0,13900,,,,3307,,13900,0,4043,3,136,2,1092,3848,156,5978,41,0,3748,430,ME,CI,SO,Jefferson,936,KS0102,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0032,Burlingame Community Library,"122 W SANTA FE, PO BOX 27",Burlingame,66413,0027,9136543400,1077,1,0,0,0,1,2,3,54032,868,4528,11373,70801,8367,300,8667,5480,8578,22725,31177,10566,8,116,8,3060,4888,852,18057,249,0,5630,85,ME,CI,SO,Osage,1077,KS0103,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0313,Wellsville City Library,"115 W 6TH, P.O. BOX 517",Wellsville,66092,0517,9138832870,1733,1,0,0,0,2,0,2,29510,1268,6224,0,37002,,,,6562,,38712,5000,12018,22,64,26,1664,10712,7384,17755,106,0,7499,2200,ME,CI,SO,Franklin,1733,KS0104,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0040,Carbondale City Library,"234 MAIN, P.O. BOX 330",Carbondale,66414,0330,9138367638,1549,1,0,0,0,2,0,2,7897,1277,4528,0,13702,,,,2371,,12653,0,5675,19,75,8,1040,3172,312,6069,83,0,1472,195,ME,CI,SO,Osage,1549,KS0105,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0196,Lyndon Carnegie Library,"127 E. 6th St., P.O. Box 563",Lyndon,66451,0563,9138284520,1539,1,0,0,0,2,0,2,13608,1180,4528,0,19316,,,,4056,,19316,0,9592,60,420,0,1768,13000,7800,6927,105,0,2609,75,ME,CI,SO,Osage,1539,KS0106,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0269,Rossville Community Library,"407 Main, P.O. Box 618",Rossville,66533,0618,9135846454,1550,1,0,0,0,1,1,2,44549,1285,9788,0,55622,,,,7879,,31617,2291,10096,0,656,43,1716,7956,416,24548,118,15,10842,71,ME,CI,SO,Shawnee,1550,KS0107,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0141,Horton Free Public Library,809 1st Ave. East,Horton,66439,1898,9134863326,1826,1,0,0,0,3,1,4,25021,1515,6224,0,32760,16024,1242,17266,7723,7587,32576,0,10600,36,354,38,1300,9152,260,18625,35,125,5529,500,ME,CI,SO,Brown,1826,KS0108,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0191,Linwood Community Library District No. 1,"302 Main, P.O. Box C",Linwood,66052,  -1,9137233686,1817,1,0,0,0,1,0,1,34517,1463,7923,0,43903,,,,12868,,43896,2425,10911,189,377,27,2262,6240,1872,7721,47,7,4826,292,ME,SP,SO,Leavenworth,1817,KS0109,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0241,Oskaloosa Public Library,"315 Jefferson, P.O. Box 347",Oskaloosa,66066,0347,9138632475,1906,1,0,0,0,1,1,2,14214,1475,4311,0,20000,,,,2900,,19998,0,8867,17,305,30,1924,16380,5114,14250,101,0,4074,280,ME,CI,SO,Jefferson,1906,KS0110,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0280,Silver Lake Library,"203 Railroad, P.O. Box 248",Silver Lake,66539,0248,9135825141,1971,1,0,0,0,1,5,6,31952,1530,0,0,33482,11565,1271,12836,11139,9565,33540,0,6968,170,443,33,1550,11440,260,17750,68,69,9395,2100,ME,CI,SO,Shawnee,1971,KS0111,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0066,Delaware Township Library Valley Falls,421 Mary,Valley Falls,66088,0130,9139453990,1998,1,0,0,0,1,1,2,18049,1601,6224,0,25874,,,,6770,,25874,0,7437,200,35,15,1044,5980,1040,14491,97,0,8879,87,ME,CI,SO,Jefferson,1998,KS0112,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
KS0294,Tonganoxie Public Library,303 Bury,Tonganoxie,66086,0890,9138453281,2628,1,0,0,0,2,0,2,17554,1965,6224,0,25743,,,,9220,,27261,0,13873,36,205,88,2080,13000,520,24931,155,97,11618,140,ME,CI,SO,Leavenworth,2628,KS0113,KS,20,95,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
