STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,TOTEXPCO,OTHOPEXP,TOTOPEXP,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEN,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,STFTERMS,GPTERMS,PUB_FIPS,CNTYFIPS,YR_SUB,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,IMP24,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32,IMP33,IMP34,IMP35,IMP36,IMP37,IMP38,IMP39,IMP40
IL,IL0431,4120,PITTSFIELD P.L.,205 NORTH MEMORIAL,PITTSFIELD,PIATT,62363,1406,2172852200,ME,CI,SO,Y,M,4231,4231,1,0,0,0,2.65,0.69,3.34,103196,12300,417,14759,130672,52814,4503,57317,21857,26656,105830,0,20701,450,338,77,2132,24622,5720,37388,236,344,13730,1810,314,1229,14,Y,Y,PE,1,1,17,147,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0432,4125,PLAINFIELD P.L.D.,705 N. ILLINOIS STREET,PLAINFIELD,WILL,60544,1895,8154366639,ME,SD,SO,Y,M,16820,16820,1,0,0,1,1,14.15,15.15,928203,39984,0,0,968187,293350,59175,352525,93980,399770,846275,20003,58053,2238,2200,153,2704,170632,9524,161586,3533,5342,82029,5942,18290,5740,64,Y,Y,PE,3,4,17,197,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0434,4140,PLANO COMMUNITY L.D.,15 N. CENTER AVE.,PLANO,KENDALL,60545,1559,6305528003,ME,SD,SO,Y,M,7081,7081,1,0,0,0,2.86,2.13,4.99,246330,34045,0,29061,309436,101518,22430,123948,36071,54780,214799,27037,36160,720,397,133,2808,39208,6500,62939,2073,3096,35486,3451,0,5575,4,Y,Y,PE,3,1,17,093,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0435,4150,POLO P.L.D.,302 W. MASON ST.,POLO,OGLE,61064,1417,8159462713,ME,SD,SO,Y,M,3003,3003,1,0,0,0,1,1.1,2.1,43852,9788,0,0,53640,21737,0,21737,9389,22959,54085,5550,18672,589,212,79,2392,12480,2340,20760,216,858,7854,789,262,8228,24,Y,Y,PE,1,3,17,141,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0436,4160,PONTIAC P.L.,211 E. MADISON,PONTIAC,LIVINGSTON,61764,9078,8158447229,ME,CI,SO,Y,M,11428,11428,1,0,0,1,1,4.45,5.45,138437,28850,0,80623,247910,94000,6398,100398,26480,32415,159293,10000,36317,1618,181,134,2652,42233,5408,65675,791,1259,28086,3500,1000,1200,15,Y,Y,PI,1,0,17,105,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0437,4170,POPLAR CREEK P.L.D.,1405 SOUTH PARK AVENUE,STREAMWOOD,DOUGLAS,60107,2997,6308376800,ME,SD,MO,Y,M,57970,57970,1,1,0,11.69,13.56,41.26,54.82,2741599,111330,17327,209873,3080129,1512965,396473,1909438,295672,495746,2700856,502898,428795,12178,6408,1145,6656,387000,69833,370363,8398,1277,175149,13802,3185,234051,6246,Y,Y,PE,43,2,17,041,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0438,4190,POTOMAC P.L.,110 E. STATE,POTOMAC,VERMILION,61865,0171,2179876457,ME,CI,SO,Y,M,753,753,1,0,0,0,0.5,0,0.5,3380,3295,0,1350,8025,,,,1460,,7888,0,10741,46,24,8,1040,832,832,2740,2,79,1500,64,0,0,11,Y,N,NA,0,0,17,183,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0439,4193,PRAIRIE TRAILS P.L.D.,8449 SOUTH MOODY AVENUE,BURBANK,COOK,60459,2525,7084303688,ME,SD,SO,Y,M,28602,28602,1,0,0,3.75,3.75,5.95,9.7,414301,54599,0,62657,531557,240771,69181,309952,92963,123669,526584,0,48189,823,1182,154,3328,112099,18018,108244,1032,3796,61247,4667,9201,42800,7,Y,Y,PE,7,2,17,031,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0440,4200,MATSON P.L.,15 PARK AVENUE WEST,PRINCETON,BUREAU,61356,2018,8158751331,ME,CI,SO,Y,M,7197,7197,1,0,0,0,3,3.42,6.42,184441,14963,0,44541,243945,122860,20688,143548,41040,59380,243968,0,42448,293,66,459,2600,51920,6318,58641,1907,3417,26852,1675,200,2500,22,Y,Y,ST,2,0,17,011,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0441,2775,LILLIE M. EVANS L.D.,207 N. WALNUT AVE. PO BOX 349,PRINCEVILLE,MARSHALL,61559,0349,3093854540,ME,SD,SO,Y,M,3791,3791,1,0,0,0,1.57,2.41,3.98,146758,53028,1256,15151,216193,75919,12149,88068,22551,12857,123476,0,24769,661,682,76,2600,19908,436,35822,424,466,18578,5426,0,588,51,Y,Y,PE,1,1,17,123,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0442,4220,HENRY C. ADAMS MEM. LIB.,209 W. THIRD STREET,PROPHETSTOWN,WHITESIDE,61277,1124,8155375462,ME,CI,SO,Y,M,1793,1793,1,0,0,0,0.93,0.3,1.23,20918,4190,0,6026,31134,,,,3890,,27972,4053,15049,27,20,37,1716,6230,4420,9285,229,308,4596,1595,120,1297,13,Y,Y,PE,1,1,17,195,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0443,4230,PROSPECT HEIGHTS P.L.D.,12 NORTH ELM STREET,PROSPECT HEIGHTS,COOK,60070,1499,8472593500,ME,SD,SO,Y,M,12022,12022,1,0,0,6,6,12,18,1407149,28016,7750,110127,1553042,484971,130222,615193,119218,359926,1094337,345308,95226,6639,2947,270,3276,102126,35022,151552,3687,843,59246,4497,1613,84096,2526,Y,Y,PE,11,10,17,031,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0444,4240,PUTNAM COUNTY P.L.D.,214 N. FOURTH ST,HENNEPIN,PUTNAM,61326,0199,8159257020,ME,SD,MO,Y,M,5730,5730,1,5,0,0,1.5,2.83,4.33,155419,12512,17550,35692,221173,63333,12103,75436,32926,49960,158322,0,28135,282,350,37,4732,43680,21060,50118,108,924,16706,1296,2500,3600,54,Y,Y,PI,2,0,17,155,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0445,4250,QUINCY P.L.,526 JERSEY,QUINCY,ADAMS,62301,3996,2172231309,ME,CI,MO,Y,M,51569,51569,1,0,1,7.5,12.5,26.45,38.95,1192000,53387,0,241458,1486845,741644,193590,935234,267989,268527,1471750,139737,196275,7981,4920,382,5096,309520,79643,717693,2278,6473,211888,21447,10586,35730,2319,Y,Y,PE,2,4,17,001,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0446,4260,RANTOUL P.L.,225 S. CENTURY,RANTOUL,CHAMPAIGN,61866,2309,2178933955,ME,CI,SO,Y,M,17212,17212,1,0,0,2,2,5.53,7.53,192871,39728,0,37730,270329,130015,27416,157431,35635,39929,232995,17210,57245,1411,1462,164,3536,97060,12926,98485,7881,6763,36757,2162,700,20423,616,Y,Y,PE,4,0,17,019,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0447,4270,RED BUD P.L.,112 BLOOM ST.,RED BUD,RANDOLPH,62278,1600,6182822255,ME,CI,SO,Y,M,3007,3007,1,0,0,0,0.97,0.1,1.07,35104,8490,16780,19037,79411,,,,9148,,67129,0,9736,168,121,80,2028,4075,1248,19451,5,1300,5813,330,150,0,37,Y,Y,PE,0,1,17,157,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,18, 0, 0, 0, 0, 0, 0
IL,IL0448,4280,RICHTON PARK P.L.D.,4045 SAUK TRAIL,RICHTON PARK,COOK,60471,1239,7084815333,ME,SD,SO,Y,M,12013,12013,1,0,0,3,3,4.38,7.38,488644,15737,0,53900,558281,169665,43309,212974,57843,53040,323857,265868,31684,2435,757,166,3224,62568,1967,89383,1497,1636,33952,2658,46,29721,1,Y,Y,ST,4,0,17,031,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0450,4300,ELWOOD TWP. CARNEGIE P.L.,104 N. STATE,RIDGE FARM,VERMILION,61870,0349,2172472820,ME,OT,SO,Y,M,1773,1773,1,0,0,0.38,0.63,0.13,0.76,17587,2216,0,1858,21661,,,,4728,,20177,0,12166,75,0,25,1300,3489,1655,5187,1,1,1352,34,100,998,26,N,Y,ST,1,0,17,183,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0,30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0451,4310,RIVER FOREST P.L.,735 LATHROP AVENUE,RIVER FOREST,COOK,60305,1883,7083665205,ME,CI,SO,Y,M,11669,11669,1,0,0,4.92,4.92,7.97,12.89,572811,23936,0,50307,647054,318677,67003,385680,116316,135607,637603,25448,69907,1377,1001,250,3380,96127,15132,133203,3960,3436,53145,3403,13265,35202,365,Y,Y,PE,2,4,17,031,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0452,4320,RIVER GROVE P.L.D.,8638 W. GRAND AVE.,RIVER GROVE,COOK,60171,2046,7084534485,ME,SD,SO,Y,M,9961,9961,1,0,0,0,1.75,3.75,5.5,257527,15100,0,0,272627,118007,20697,138704,39835,51114,229653,0,31184,1420,621,124,3328,12438,2207,22607,19,967,8364,2099,504,9455,96,Y,Y,PI,2,0,17,031,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0453,4325,RIVER VALLEY D.L.,214 SOUTH MAIN STREET,PORT BYRON,ROCK ISLAND,61275,0010,3095233440,ME,SD,SO,Y,M,3890,3890,1,0,0,0,2.7,2.45,5.15,116848,15515,25000,20485,177848,54610,7192,61802,20544,27719,110065,52538,20648,576,991,78,1768,31034,1356,101138,54,1490,54063,1153,200,400,140,Y,Y,PE,1,1,17,161,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0454,4330,RIVERDALE P.L.D.,208 W. 144TH STREET,RIVERDALE,COOK,60827,1396,7088413311,ME,SD,SO,Y,M,14336,14336,1,0,0,0.88,3.58,9.75,13.33,610500,56472,0,0,666972,279772,77733,357505,55517,106000,519022,117308,43447,1970,95,120,2392,106995,11570,44729,3622,3066,15663,3439,5500,300,1483,Y,Y,PI,3,0,17,031,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0455,4340,RIVERSIDE P.L.,1 BURLING ROAD,RIVERSIDE,COOK,60546,2259,7084426366,ME,CI,SO,Y,M,8774,8774,1,0,0,4.21,4.21,13.09,17.3,613623,23687,0,87569,724879,361742,77570,439312,113456,118846,671614,14270,62674,2950,3788,245,3536,113447,8707,155545,5004,3394,60508,4495,11623,2087,1974,Y,Y,PE,8,1,17,031,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0456,4360,ROBERT R. JONES P.L.D.,2210 1ST STREET,COAL VALLEY,ROCK ISLAND,61240,0190,3097993047,ME,SD,SO,Y,M,5175,5175,1,0,0,0,2.02,0,2.02,67431,18596,0,2890,88917,41225,0,41225,15173,26405,82803,0,26667,1124,215,87,2652,7950,1170,29814,385,319,9967,850,300,4269,3,Y,Y,PE,0,1,17,161,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0457,4370,ROBINSON P.L.D.,606 NORTH JEFFERSON ST.,ROBINSON,CRAWFORD,62454,2699,6185442917,ME,SD,MO,Y,M,13133,13133,1,3,0,2,3.4,6.63,10.03,349095,43422,2300,34750,429567,165816,42851,208667,56755,104253,369675,97536,190904,1867,2484,157,5798,130180,9906,164150,4031,4262,59100,5105,7103,10008,386,Y,Y,PE,2,2,17,033,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0458,1695,FLAGG-ROCHELLE P.L.D.,619 FOURTH AVENUE,ROCHELLE,OGLE,61068,1512,8155623431,ME,SD,SO,Y,M,12338,12338,1,0,0,0.94,1.88,5.26,7.14,375494,54607,15750,16969,462820,118711,26461,145172,23717,88747,257636,198052,47901,1475,744,147,2912,60514,6058,64119,355,901,28256,2210,1199,8172,3,Y,Y,ST,3,0,17,141,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0459,4385,ROCHESTER P.L.D.,#1 COMMUNITY DRIVE,ROCHESTER,SANGAMON,62563,0617,2174988454,ME,SD,SO,Y,M,6057,6057,1,0,0,1.9,1.9,1.32,3.22,135533,7500,5919,8750,157702,60200,5100,65300,13373,23116,101789,32682,23645,433,283,184,2600,20448,2467,34056,2080,3312,17005,875,1000,16654,57,Y,Y,PE,2,1,17,167,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0460,4390,COLOMA TWP.-ROCK FALLS P.L.,1007 7TH AVENUE,ROCK FALLS,WHITESIDE,61071,2890,8156263958,ME,OT,SO,Y,M,12083,12083,1,0,0,0,2,1.23,3.23,101380,21072,0,10563,133015,77528,12607,90135,14858,11494,116487,0,39463,1609,137,110,2964,42328,24154,36337,102,258,13241,716,510,0,29,Y,Y,PI,1,0,17,195,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0461,4400,ROCK ISLAND P.L.,401 19 STREET,ROCK ISLAND,ROCK ISLAND,61201,8143,3097887627,ME,CI,MO,Y,M,51217,51217,1,2,0,6,10,16.35,26.35,1043203,52941,0,219700,1315844,624807,130849,755656,243880,293375,1292911,6573,205993,7377,2575,498,6708,139581,50790,302114,6184,3242,89792,4720,15669,29975,87,Y,Y,PE,3,1,17,161,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0462,4410,ROCKFORD P.L.,215 NORTH WYMAN STREET,ROCKFORD,WINNEBAGO,61101,1023,8159656731,ME,CI,MO,Y,M,142815,142815,1,5,0,19,19,81.75,100.75,4720352,759980,22012,207072,5709416,2555841,708536,3264377,782452,1097603,5144432,241754,595771,18664,5559,858,14742,753301,136284,1004282,14560,2930,335397,26640,6629,151097,7219,Y,Y,PE,50,19,17,201,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0463,4430,ROLLING MEADOWS LIB.,3110 MARTIN LANE,ROLLING MEADOWS,COOK,60008,2698,8472596050,ME,CI,MO,Y,M,23140,23140,1,1,0,8.3,12.05,27.95,40,2404315,28239,0,150871,2583425,1187502,316651,1504153,382489,415458,2302100,38647,154286,10221,6640,800,4576,219888,29117,396017,1986,1823,178313,11678,49153,158846,420,Y,Y,PE,29,18,17,031,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0464,4440,ROODHOUSE P.L.,220 W. FRANKLIN ST,ROODHOUSE,GREENE,62082,1412,2175895123,ME,CI,SO,Y,M,2139,2139,1,0,0,0,0.78,0,0.78,12600,13102,0,2340,28042,,,,4910,,22520,4765,16111,79,86,38,1456,7254,1430,10169,40,474,3399,239,773,0,17,Y,Y,PI,1,0,17,061,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0465,4450,ROSELLE P.L.D.,40 SOUTH PARK STREET,ROSELLE,DUPAGE,60172,2020,6305291641,ME,SD,SO,Y,M,24710,24710,1,0,0,3.61,6.42,8.88,15.3,1017016,63574,0,118883,1199473,445586,95616,541202,133170,262105,936477,511315,77935,3084,4136,231,3380,166747,14950,260292,93,1054,145344,3393,13979,36913,343,Y,Y,PE,20,26,17,043,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0466,4460,ROSICLARE MEM. P.L.,MAIN STREET,ROSICLARE,HARDIN,62982,0010,6182856213,ME,CI,SO,Y,M,1378,1378,1,0,0,0,0.72,0.07,0.79,11720,21499,0,1159,34378,,,,3896,,18241,12450,11787,264,36,30,1300,3640,1924,5933,0,179,2194,45,0,0,2,Y,Y,ST,1,0,17,069,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0467,4470,ROUND LAKE AREA P.L.D.,960 HART ROAD,ROUND LAKE,LAKE,60073,3798,8475467060,ME,SD,SO,Y,M,27984,27984,1,0,0,5.63,5.63,8.85,14.48,974605,45111,0,119898,1139614,382962,96582,479544,125676,207905,813125,297594,87224,3507,2607,284,3484,97357,21652,214408,3408,3783,81765,3323,10077,74669,1747,Y,Y,PI,12,0,17,097,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0468,4480,ROXANA P.L.D.,200 N CENTRAL AVE,ROXANA,MADISON,62084,1102,6182546713,ME,SD,SO,Y,M,1562,1562,1,0,0,0,1,2.35,3.35,128336,22858,0,13382,164576,75856,18708,94564,19959,32831,147354,2121,25497,237,1047,74,2808,34160,728,36946,4842,2582,10698,636,3850,6625,33,Y,Y,PE,3,1,17,119,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0469,4485,ROYALTON P.L.D.,100 NORTH MEADOW,ROYALTON,FRANKLIN,62983,M,6189844463,ME,SD,SO,Y,M,1191,1191,1,0,0,0,0.38,0,0.38,5372,3896,0,2502,11770,,,,942,,7439,0,13491,30,38,4,780,593,1040,275,0,0,100,151,0,0,48,Y,N,NA,0,0,17,055,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0470,4500,RUSHVILLE P.L.,104 NORTH MONROE ST.,RUSHVILLE,SCHUYLER,62681,1364,2173223030,ME,CI,SO,Y,M,3229,3229,1,0,0,0,1.68,0.13,1.81,25231,6633,0,5951,37815,,,,10785,,38968,1061,21361,534,266,65,1872,16010,5754,25504,352,259,8737,493,785,700,20,Y,Y,PE,0,1,17,169,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0471,4520,ST. CHARLES P.L.D.,ONE SOUTH SIXTH AVENUE,ST. CHARLES,DOUGLAS,60174,2195,6305840076,ME,SD,SO,Y,M,37662,37662,1,0,0,12.2,14.1,32.21,46.31,3112345,66187,58500,313349,3550381,1225689,257920,1483609,513294,532494,2529397,869464,183612,10174,5521,1688,3588,273744,130624,654954,9068,11320,291428,14458,56753,140820,435,Y,Y,PE,31,3,17,041,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0472,4530,ST. ELMO P.L.D.,502 N. MAIN,ST. ELMO,FAYETTE,62458,1639,6188295544,ME,SD,SO,Y,M,3200,3200,1,0,0,0,1.32,0.6,1.92,43420,4552,0,44012,91984,,,,9032,,41428,3536,17078,441,274,37,1404,6500,1014,13730,20,551,3415,600,250,300,26,Y,Y,PE,1,2,17,051,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IL,IL0473,4540,ST. JOSEPH TWP. SWEARINGEN MEM.LIB.,201 N THIRD,ST. JOSEPH,CHAMPAIGN,61873,0259,2174692159,ME,OT,SO,Y,M,4234,4234,1,0,0,0.75,0.75,1.4,2.15,60405,6832,0,8716,75953,34186,2885,37071,10652,18364,66087,7166,21233,380,160,66,2080,14429,3380,30166,3069,3222,10989,1085,0,4098,77,Y,Y,PI,1,0,17,019,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
