LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,IMP24,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
3890,Palatine P.L.D.,700 North North Court,Palatine,60067,8159,8473585881,84138,1,1,0,13.76,13.76,68.8,82.56,4606509,143515,0,375330,5125354,1930759,355830,2286589,611854,854637,3753080,1395616,253903,10533,6839,613,6292,672811,101280,1330210,2129,1020,610601,20942,ME,SD,MO,Cook,Y,21250,105909,5457,Y,Y,PE,84138,IL0408,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3895,Palestine P.L.D.,116 S. Main,Palestine,62451,1244,6185865317,2751,1,0,0,0,0.75,0.75,1.5,27152,5083,0,14178,46413,,,,5974,,46807,0,10835,227,509,30,1794,30393,1326,28310,200,3151,8210,7500,ME,SD,SO,"Crawford	",Y,219,0,39,N,Y,PI,2751,IL0409,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3900,Palos Heights P.L.,12501 S. 71st Avenue,Palos Heights,60463,1595,7084481473,11478,1,0,0,3.75,4.69,1.74,6.43,530785,14455,0,60253,605493,270087,53335,323422,98492,87638,509552,74878,48341,1488,1034,221,3328,113571,13648,143293,3670,3701,64993,6046,ME,CI,SO,Cook,Y,6710,1332,6,Y,Y,PI,11478,IL0410,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3910,Palos Park P.L.,12330 Forest Glen,Palos Park,60464,1707,7084481530,4162,1,0,0,0,2.25,1.65,3.9,221589,8206,0,34987,264782,89595,22773,112368,58364,30498,201230,31874,39793,702,353,120,2808,25000,172,45880,1033,674,22880,950,ME,CI,SO,Cook,Y,1709,18070,7,Y,N,-1,4162,IL0411,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3920,Carnegie-Schuyler Lib.,303 East Second Street,Pana,62557,1440,2175622326,5796,1,0,0,0,3.35,0.03,3.38,82834,45122,0,24755,152711,60875,20619,81494,19049,15012,115555,30000,29804,617,978,113,2340,36102,44980,78549,2,1668,23023,1059,ME,CI,SO,"Christian	",Y,0,0,18,N,N,-1,5796,IL0412,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3930,Paris Carnegie P.L.,207 S. Main St.,Paris,61944,2252,2174633950,9016,1,0,0,0,1.75,1.85,3.6,51009,19077,0,28654,98740,55614,6087,61701,26103,15688,103492,2196,31341,165,392,131,2756,73258,8204,76286,66,595,25404,2162,ME,CI,SO,"Edgar	",Y,450,2196,72,Y,N,-1,9016,IL0413,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3940,Park Forest P.L.,400 Lakewood Boulevard,Park Forest,60466,1684,7087483731,28904,1,0,0,4.9,4.9,5.87,10.77,769946,35581,3898,180121,989546,508491,122204,630695,132790,110252,873737,0,170962,5035,1070,323,3276,125954,34643,218627,6149,3716,71689,4179,ME,CI,SO,Cook,Y,9000,16181,45,Y,Y,ST,28904,IL0414,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3960,Park Ridge P.L.,20 S. Prospect Avenue,Park Ridge,60068,4188,8478253123,37075,1,0,0,15.5,15.5,36.9,52.4,1945470,195264,0,165523,2306257,1495730,134289,1630019,397296,325502,2352817,277435,217625,9867,4867,457,3744,402264,87568,674934,7787,4219,268106,11592,ME,CI,SO,Cook,Y,56814,99497,56,Y,Y,PE,37075,IL0415,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3970,Patoka P.L.,210 W. Bond,Patoka,62875,0058,6184327754,656,1,0,0,0,0.33,0,0.33,2028,1719,0,1906,5653,,,,509,,5657,0,4067,59,167,8,676,1748,572,3725,0,246,1719,62,ME,CI,SO,"Marion	",Y,0,0,1,N,N,-1,656,IL0416,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3980,Paw Paw P.L.D.,362 Chicago Rd,Paw Paw,61353,0060,8156279396,791,1,0,0,0,0.88,0.24,1.12,12193,1222,3086,21803,38304,,,,7498,,36661,0,16116,356,21,39,1820,5358,2403,8060,32,616,3194,68,ME,SD,SO,Lee,Y,0,0,2,Y,Y,ST,791,IL0417,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3990,Pawnee P.L.,704 Seventh Street,Pawnee,62558,0229,2176257716,2384,1,0,0,0,0.8,0,0.8,19188,3258,0,920,23366,,,,3500,,22818,0,9911,0,108,9,1300,7000,178,10955,0,861,4734,62,ME,CI,SO,Sangamon,Y,0,370,1,Y,N,-1,2384,IL0418,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4000,Paxton Carnegie Lib.,254 S. Market,Paxton,60957,1499,2173793431,4289,1,0,0,0,1.65,2.5,4.15,37570,9149,0,8621,55340,33249,3916,37165,14482,5512,57159,0,25377,785,597,115,2080,21313,1742,31280,30,244,12761,2024,ME,CI,SO,Ford,Y,782,-1,25,Y,N,-1,4289,IL0419,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4010,Pearl City P.L.D.,221 S. Main St.,Pearl City,61062,0158,8154432832,2574,1,0,0,0,0.67,0.28,0.95,30393,5686,0,1980,38059,,,,12550,,34140,10836,9847,111,111,132,1274,6102,1742,6555,73,535,3580,632,ME,SD,SO,Stevenson,Y,474,6578,6,Y,N,-1,2574,IL0420,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4020,Pecatonica P.L.D.,403 Main Street,Pecatonica,61063,0599,8152392616,3809,1,0,0,0,0.75,1.6,2.35,80037,8086,0,17864,105987,34609,2648,37257,10475,19839,67571,3512,20581,372,436,33,1300,14223,3035,24894,5,1316,7175,520,ME,SD,SO,Winnebago,Y,709,4052,3,Y,N,-1,3809,IL0421,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4030,Pekin P.L.,301 S. Fourth St.,Pekin,61554,4284,3093477111,33050,1,0,0,1.7,4.2,13.6,17.8,502758,103987,13793,111517,732055,294424,111182,405606,89811,156711,652128,14379,124083,4205,2599,264,3380,152922,24752,286189,3423,1209,84096,5454,ME,CI,SO,Tazwell,Y,5171,27251,5,Y,Y,ST,33050,IL0422,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4040,Peoria P.L.,107 N. E. Monroe,Peoria,61602,1070,3096728858,113504,1,5,1,15.38,38.38,52.68,91.06,2775856,141885,10348,322780,3250869,1882966,186344,2069310,347858,590536,3007704,108087,898537,54846,5956,1349,15132,545170,101897,740259,3381,682,218612,4020,ME,CI,MO,Peoria,Y,8390,94380,3634,Y,Y,PI,113504,IL0423,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4050,Peoria Heights P.L.,1327 East Kelly Avenue,Peoria Heights,61614,6507,3096825578,6930,1,0,0,1,1.5,4.7,6.2,132923,36131,0,41363,210417,94907,5362,100269,21496,89252,211017,4283,29332,682,576,147,2912,28080,2314,60834,772,524,17910,1411,ME,CI,SO,Peoria,Y,3850,6493,85,Y,Y,ST,6930,IL0424,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4060,Peotone P.L.D.,213 W. North Street,Peotone,60468,9153,7082583436,8748,1,0,0,0,2.3,3.23,5.53,148060,122841,0,110937,381838,80064,10534,90598,24596,36158,151352,112859,34011,371,342,78,2652,33975,8320,63771,693,902,34570,3890,ME,SD,SO,Will,Y,0,6892,-1,Y,Y,PI,8748,IL0425,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4070,Peru P.L.,1409 11th Street,Peru,61354,2376,8152230229,9302,1,0,0,1,2.63,4.45,7.08,199766,11628,0,15633,227027,103879,23747,127626,42021,34380,204027,5972,50273,868,965,155,2808,38885,15236,102665,2636,1379,26716,2094,ME,CI,SO,"LaSalle	",Y,1250,5646,579,Y,Y,PI,9302,IL0426,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4080,Petersburg P.L.,220 South 6th St.,Petersburg,62675,1553,2176322807,2261,1,0,0,0,1.21,0.1,1.31,38039,2826,0,11505,52370,,,,5876,,42884,6000,12917,59,34,55,1508,6796,951,14783,129,1222,6846,673,ME,CI,SO,"Menard	",Y,0,802,0,Y,N,-1,2261,IL0427,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4090,Philo P.L.D.,103 N. Harrison St.,Philo,61864,0199,2176842896,1753,1,0,0,0.5,0.5,0.44,0.94,43719,2402,0,2156,48277,,,,3612,,37647,2716,13116,684,256,69,1404,9308,2860,10618,21,456,5093,878,ME,SD,SO,"Champaign	",Y,0,0,50,Y,N,-1,1753,IL0428,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4100,Pinckneyville P.L.,312 Soouuth Walnut,Pinckneyville,62274,1343,6183572410,3372,1,0,0,0,0.8,0.68,1.48,22092,14726,0,5439,42257,,,,3961,,75962,0,26088,361,3,50,1768,10123,5746,16405,18,1,5150,100,ME,CI,SO,"Perry	",Y,0,0,3,Y,N,-1,3372,IL0429,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4110,Piper City P.L.D.,39 W Main,Piper City,60959,0248,8156869234,1200,1,0,0,0,0.55,0,0.55,21946,1706,0,11751,35403,,,,4247,,27663,3582,5232,135,133,35,1144,6500,650,8363,5,328,2091,165,ME,SD,SO,Ford,Y,0,0,2,N,N,-1,1200,IL0430,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4120,Pittsfield P.L.,205 N. Memorial,Pittsfield,62363,1406,2172852200,4231,1,0,0,0,2.49,1.11,3.6,77470,8589,0,14540,100599,48802,3618,52420,16740,41002,110162,0,20427,428,292,75,2132,29668,7176,41545,84,545,15188,1758,ME,CI,SO,"Piatt	",Y,394,0,4,Y,Y,ST,4231,IL0431,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4125,Plainfield P.L.D.,705 N. Illinois St.,Plainfield,60544,1895,8154366639,16820,1,0,0,0,1,9.8,10.8,668710,35469,0,40063,744242,218078,44834,262912,88384,155876,507172,172663,53547,2507,1811,154,2496,78961,7618,133075,2927,4740,67267,3575,ME,SD,SO,Will,Y,25605,14735,40,Y,Y,ST,16820,IL0432,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4140,Plano Community L.D.,15 N. Center Ave.,Plano,60545,1559,6305528003,7081,1,0,0,0,2.68,2.1,4.78,193170,29571,0,17019,239760,89047,17773,106820,30023,51090,187933,14227,33159,1115,344,344,2808,37856,6110,57119,720,2462,28909,2463,ME,SD,SO,"Kendall	",Y,-1,2532,4,Y,Y,ST,7081,IL0434,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4150,Buffalo Twp. P.L.,302 W. Mason Street,Polo,61064,1417,8159462713,3003,1,0,0,0,1,0.6,1.6,31690,7427,0,43134,82251,,,,6623,,57688,0,18013,442,155,73,2028,10758,936,22637,188,967,8592,1279,ME,CI,SO,"Ogle	",Y,289,1901,12,Y,Y,ST,3003,IL0435,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4160,Pontiac P.L.,211 East Madison Street,Pontiac,61764,2046,8158447229,11428,1,0,0,0,0,4.1,4.1,134438,251944,0,433830,820212,81127,5474,86601,13876,15529,116006,729954,33771,1496,66,132,2652,39388,3406,61694,636,1057,27150,1209,ME,CI,SO,Livingston,Y,0,9232,0,Y,Y,ST,11428,IL0436,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4170,Poplar Creek P.L.D.,1405 S. Park Avenue,Streamwood,60107,2997,6308376800,57970,1,1,0,7.5,8.44,33.88,42.32,2468483,97965,0,170757,2737205,1260522,316605,1577127,280980,418509,2276616,158606,486148,12458,4934,1989,6656,382718,79442,380077,6975,3141,173313,13828,ME,SD,MO,"Douglas	",Y,9000,76068,970,Y,Y,PI,57970,IL0437,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4190,Potomac P.L.,110 East Street,Potomac,61865,0171,2179876457,753,1,0,0,0,0.5,0,0.5,3000,1548,1060,823,6431,,,,1665,,8535,0,10226,46,19,9,1040,880,884,3013,4,264,1550,78,ME,CI,SO,"Vermilion	",Y,0,0,6,,N,-1,753,IL0438,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4193,Prairie Trails P.L.D.,8449 S. Moody Avenue,Burbank,60459,2525,7084303688,28602,1,0,0,2.81,3.75,5.64,9.39,391422,51926,0,32710,476058,209466,51844,261310,67340,90870,419520,0,47161,680,1235,147,3328,110317,16146,100975,1088,3843,47266,2561,ME,SD,SO,Cook,Y,0,41169,10,Y,Y,PI,28602,IL0439,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4200,Matson P.L.,15 Park Avenue West,Princeton,61356,2018,8158751331,7197,1,0,0,0,3,3.23,6.23,135089,13211,0,26265,174565,105462,23087,128549,28443,41858,198850,2000,44963,1050,1,118,2600,47722,12064,83067,582,1590,24567,1400,ME,CI,SO,"Bureau	",Y,150,11400,5,Y,Y,ST,7197,IL0440,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2775,Lillie M. Evans L.D.,"207 North Avenue, Box 349",Princeville,61559,0349,3093854540,3791,1,0,0,0,1.48,2.06,3.54,99270,9597,0,12644,121511,57269,10714,67983,11701,21148,100832,0,23472,364,685,80,2132,27200,1155,31087,527,535,15901,5608,ME,SD,SO,"Marshall	",Y,-1,5650,-1,Y,Y,PI,3791,IL0441,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4220,Henry C. Adams Mem. Lib.,209 West Third Street,Prophetstown,61277,1124,8155375462,1793,1,0,0,0,0.93,0.29,1.22,13858,2241,0,6829,22928,,,,3460,,30023,0,14801,591,25,35,1456,4795,4498,9017,58,765,4558,782,ME,CI,SO,"Whiteside	",Y,395,650,1,Y,Y,ST,1793,IL0442,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4230,Prospect Heights P.L.D.,10 N. Elm Street,Prospect Heights,60070,1499,8472593500,12022,1,0,0,6,6,10.58,16.58,1037342,25636,0,78273,1141251,451842,130028,581870,109233,307420,998523,318673,84665,4397,2245,233,3276,98644,27404,150270,2994,724,60245,6069,ME,SD,SO,Cook,Y,1844,108881,1620,Y,Y,PE,12022,IL0443,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4240,Putnam County P.L.D.,214 N. Fourth St,Hennepin,61327,0199,8159257020,5730,1,5,0,0,2,1.25,3.25,51414,7362,2000,1381,62157,40076,10451,50527,14164,29113,93804,0,27247,140,83,50,4368,45968,19350,46439,180,736,15636,1068,ME,SD,MO,"Putnam	",Y,1000,0,12,Y,Y,ST,5730,IL0444,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4250,Quincy P.L.,526 Jersey,Quincy,62301,3927,2172231309,49049,1,0,1,5,7,29.53,36.53,1090720,49603,46320,228464,1415107,671191,177237,848428,155251,304625,1308304,51401,202949,8327,2913,392,5044,308880,39065,689037,1961,4337,219419,19650,ME,CI,MO,"Adams	",Y,0,23646,1972,Y,Y,PI,49049,IL0445,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4260,Rantoul P.L.,225 South Century,Rantoul,61866,2309,2178933955,17212,1,0,0,2,2,4.78,6.78,161701,30440,18500,34807,245448,118135,24645,142780,36857,57677,237314,4028,56432,1442,1268,161,3536,100667,12002,94903,9724,5547,31442,2920,ME,CI,SO,"Champaign	",Y,200,14754,525,Y,Y,PE,17212,IL0446,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4270,Red Bud P.L.,112 Bloom St.,Red Bud,62278,1600,6182822255,3007,1,0,0,0,0.95,0.1,1.05,29271,5044,0,17033,51348,,,,6690,,39196,0,9055,169,78,60,1976,4086,780,21591,9,1255,6716,350,ME,CI,SO,"Randolph	",Y,280,0,14,N,Y,PI,3007,IL0447,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4280,Richton Park P.L.D.,4045 Sauk Trail,Richton Park,60471,1239,7084815333,10523,1,0,0,2,3,4.35,7.35,248485,15381,623,61942,326431,133768,27932,161700,50204,45990,257894,369874,28797,690,707,162,3224,54193,1740,76979,890,1029,27854,1817,ME,SD,SO,Cook,Y,0,0,1,N,Y,ST,10523,IL0448,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4300,Elwood Twp. Carnegie P.L.,104 North State St.,Ridge Farm,61870,0349,2172472820,1773,1,0,0,0,0.88,0,0.88,16473,0,0,2159,18632,,,,3818,,22091,0,12337,35,0,15,1300,3849,1560,7092,10,111,1625,10,ME,CI,SO,"Vermilion	",Y,-1,-1,2,N,N,-1,1773,IL0450,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4310,River Forest P.L.,735 Lathrop Avenue,River Forest,60305,1883,7083665205,11669,1,0,0,4.08,4.08,7.45,11.53,534629,22815,0,44378,601822,271550,59985,331535,88475,105003,525013,33005,66694,2294,528,230,3380,109527,16952,145319,2985,3247,63456,2340,ME,CI,SO,Cook,Y,7016,44172,291,Y,Y,ST,11669,IL0451,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4320,River Grove P.L.D.,8638 W. Grand Ave.,River Grove,60171,1396,7084534484,9961,1,0,0,0.88,3.13,3.75,6.88,227980,12451,0,37674,278105,113229,16903,130132,44130,45025,219287,5693,29385,1343,503,121,3328,24024,4862,20284,24,965,6425,1973,ME,SD,SO,Cook,Y,525,7482,84,Y,Y,PI,9961,IL0452,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4325,River Valley D.L.,106 North High St. P.B. 10,Port Byron,61275,9532,3095233440,3410,1,0,0,0,1.55,0,1.55,97166,4263,225000,466781,793210,,,,16039,,58104,713291,15376,287,817,66,1456,24722,1186,72723,21,1089,38705,661,ME,SD,SO,Rock Island,Y,0,2168,3,N,Y,ST,3410,IL0453,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4330,Riverdale P.L.D.,208 W. 144th St.,Riverdale,60627,2788,7088413311,13671,1,0,0,0.88,3.5,9.3,12.8,591794,65592,24125,0,681511,298351,77505,375856,55300,101580,532736,130352,35415,1817,91,106,2288,107048,11882,76931,1556,1094,24675,4607,ME,SD,SO,Cook,Y,0,11493,0,Y,Y,ST,13671,IL0454,IL,17,97,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 0, 0
4340,Riverside P.L.,One Burling Road,Riverside,60546,2259,7084426366,8774,1,0,0,4.51,4.51,11.1,15.61,546686,15029,0,57789,619504,320699,63946,384645,112447,92257,589349,23619,59523,2562,2796,221,3536,112386,10910,151805,3980,3107,52060,5548,ME,CI,SO,Cook,Y,11085,28054,1727,Y,Y,ST,8774,IL0455,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4360,Robert R. Jones P.L.D.,2210 1st Street,Coal Valley,61240,0190,3097993047,5175,1,0,0,0,2.08,0.15,2.23,53527,15810,0,4735,74072,38834,3039,41873,10153,18942,70968,5910,25276,1036,157,84,2808,8048,1222,36341,415,147,17480,846,ME,SD,SO,Rock Island,Y,30,4711,1,Y,Y,PI,5175,IL0456,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4370,Robinson P.L.D.,606 North Jefferson Street,Robinson,62454,2699,6185542917,13133,1,3,0,2,3.93,5.33,9.26,268690,74720,0,30821,374231,134737,12702,147439,41578,87703,276720,8002,54280,1754,1781,128,5746,121538,14248,164151,3217,2749,52252,2837,ME,SD,MO,"Crawford	",Y,5349,4592,294,Y,Y,PE,13133,IL0457,IL,17,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
