STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_OUT_TY,C_MSA,SQ_FEET,L_NUM_BM,PUB_FIPS,CNTYFIPS,YR_SUB,IMP1,IMP2
IN,IN0239,002,0743,LINCOLN HERITAGE PUBLIC LIBRARY,HAMMOND & WALLACE ST,DALE,SPENCER,47523,0564,8129377170,CE,NO,10000,0,18,147,2003,0,0
IN,IN0241,002,1457,LOWELL PUBLIC LIBRARY,1505 E COMMERCIAL AVE,LOWELL,LAKE,46356,1899,2196967704,CE,NC,24000,0,18,089,2003,0,0
IN,IN0241,003,1457,SHELBY BRANCH,23323 SHELBY RD,SHELBY,LAKE,46377,0237,2195520809,BR,NC,625,0,18,089,2003,0,0
IN,IN0241,004,1457,SCHNEIDER BRANCH,24002 PARRISH AVE,SCHNEIDER,LAKE,46376,0019,2195521000,BR,NC,600,0,18,089,2003,0,0
IN,IN0242,002,3761,JOYCE PUBLIC LIBRARY,6035 N STATE ROAD 327,ORLAND,STEUBEN,46776,9753,2608296329,CE,NO,1200,0,18,151,2003,0,0
IN,IN0243,003,8063,HUSSEY-MAYFIELD MEMORIAL PUBLIC LIBRARY,250 NORTH FIFTH STREET,ZIONSVILLE,BOONE,46077,1620,3178733149,CE,NC,25411,0,18,011,2003,0,0
IN,IN0244,004,9161,WESTPORT BRANCH LIBRARY,205 WEST MAIN ST,WESTPORT,DECATUR,47283,0618,8125912330,BR,NO,951,0,18,031,2003,0,0
IN,IN0244,006,9161,GREENSBURG-DECATUR CO CONT PUBLIC LIBRARY,1110 E MAIN ST,GREENSBURG,DECATUR,47240,2307,8126632826,CE,NO,21000,0,18,031,2003,0,0
IN,IN0244,007,9161,GREENSBURG-DECATUR CO CONT PL BOOKMOBILE,1110 E MAIN ST,GREENSBURG,DECATUR,47240,2378,8126632826,BS,NO,-3,1,18,031,2003,0,0
IN,IN8007,001,IN8007-001,YORKTOWN-MT PLEASANT TWP COMMUNITY LIBRARY,8920 W ADALINE ST,YORKTOWN,DELAWARE,47396,1325,7657599723,CE,NO,9000,0,18,035,2003,0,0
KS,KS0001,002,KS0001-002,RANDALL PUBLIC LIBRARY,P.O. BOX 101,RANDALL,JEWELL,66963,0101,9137392380,CE,NO,620,0,20,089,2003,0,0
KS,KS0002,002,KS0002-002,"SUNSHINE CITY LIBRARY, PRAIRIE VIEW",402 1ST ST.,PRAIRIE VIEW,PHILLIPS,67664,0424,9139732265,CE,NO,2000,0,20,147,2003,0,0
KS,KS0003,002,KS0003-002,FORMOSO PUBLIC LIBRARY,204 MAIN ST.,FORMOSO,JEWELL,66942,0010,9137942424,CE,NO,980,0,20,089,2003,0,0
KS,KS0004,002,KS0004-002,LONG ISLAND COMMUNITY LIBRARY,369 WASHINGTON AVE.,LONG ISLAND,PHILLIPS,67647,0035,9138547671,CE,NO,805,0,20,147,2003,0,0
KS,KS0005,002,KS0005-002,"RAE HOBSON MEMORIAL LIBRARY, REPUBLIC",P.O. BOX 3,REPUBLIC,REPUBLIC,66964,0003,9133612481,CE,NO,1668,0,20,157,2003,0,0
KS,KS0006,002,KS0006-002,GAYLORD LIBRARY,P.O. BOX 547,GAYLORD,SMITH,67638,0547,9136972722,CE,NO,885,0,20,183,2003,0,0
KS,KS0007,002,KS0007-002,MCCRACKEN PUBLIC LIBRARY,"MAIN ST., P.O. BOX 125",MCCRACKEN,RUSH,67556,0125,9133942444,CE,NO,2060,0,20,165,2003,0,0
KS,KS0009,002,KS0009-002,KIRWIN CITY LIBRARY,P.O. BOX 445,KIRWIN,PHILLIPS,67644,0445,9135436652,CE,NO,936,0,20,147,2003,0,0
KS,KS0010,002,KS0010-002,BISON COMMUNITY LIBRARY,P.O. BOX 406,BISON,RUSH,67520,0406,9133564803,CE,NO,2014,0,20,165,2003,0,0
KS,KS0011,002,KS0011-002,BURR OAK CITY LIBRARY,P.O. BOX 55,BURR OAK,JEWELL,66936,0055,9136478181,CE,NO,740,0,20,089,2003,0,0
KS,KS0012,002,KS0012-002,PALCO PUBLIC LIBRARY,"311 MAIN, P.O. BOX 218",PALCO,ROOKS,67657,0218,9137374286,CE,NO,1400,0,20,163,2003,0,0
KS,KS0013,002,KS0013-002,SYLVAN GROVE PUBLIC LIBRARY,"MAIN ST., P.O. BOX 996",SYLVAN GROVE,LINCOLN,67481,0096,9135267188,CE,NO,752,0,20,105,2003,0,0
KS,KS0014,002,KS0014-002,"F. LEE DOCTOR PUBLIC LIBRARY, AGRA",P.O. BOX 97,AGRA,PHILLIPS,67621,0097,9136382444,CE,NO,800,0,20,147,2003,0,0
KS,KS0015,002,KS0015-002,LEBANON CITY LIBRARY,N. MAIN ST.,LEBANON,SMITH,66952,0067,9133895711,CE,NO,1356,0,20,183,2003,0,0
KS,KS0016,002,KS0016-002,COURTLAND CITY LIBRARY,MAIN ST.,COURTLAND,REPUBLIC,66939,9712,9133744260,CE,NO,748,0,20,157,2003,0,0
KS,KS0017,002,KS0017-002,JAMESTOWN CITY LIBRARY,"415 WALNUT, P.O. BOX 287",JAMESTOWN,CLOUD,66948,0287,9134396258,CE,NO,825,0,20,029,2003,0,0
KS,KS0018,002,KS0018-002,GYPSUM COMMUNITY LIBRARY,"521 MAPLE, P.O. BOX 8",GYPSUM,SALINE,67448,0008,9135364296,CE,NO,768,0,20,169,2003,0,0
KS,KS0019,002,KS0019-002,OTIS COMMUNITY LIBRARY,P.O. BOX 7,OTIS,RUSH,67565,0007,9133872403,CE,NO,1125,0,20,165,2003,0,0
KS,KS0020,002,KS0020-002,SCANDIA CITY LIBRARY,P.O. BOX 220,SCANDIA,REPUBLIC,66966,0220,9133352271,CE,NO,1174,0,20,157,2003,0,0
KS,KS0021,002,KS0021-002,LUCAS PUBLIC LIBRARY,209 S. MAIN,LUCAS,RUSSELL,67648,9718,9135256305,CE,NO,1077,0,20,167,2003,0,0
KS,KS0022,002,KS0022-002,GLEN ELDER LIBRARY,105 S MILL,GLEN ELDER,MITCHELL,67446,0268,9135453632,CE,NO,100,0,20,123,2003,0,0
KS,KS0023,002,KS0023-002,JEWELL PUBLIC LIBRARY,101 1/2 WASHINGTON,JEWELL,JEWELL,66949,0157,9134283630,CE,NO,1472,0,20,089,2003,0,0
KS,KS0024,002,KS0024-002,DELPHOS PUBLIC LIBRARY,P.O. BOX 284,DELPHOS,OTTAWA,67436,0284,9135234668,CE,NO,612,0,20,143,2003,0,0
KS,KS0025,002,KS0025-002,KENSINGTON COMMUNITY/SCHOOL LIBRARY,P.O. BOX 188,KENSINGTON,SMITH,66951,0188,9134762219,CE,NO,1721,0,20,183,2003,0,0
KS,KS0026,002,1111,GLASCO CITY LIBRARY,P.O. BOX 595,GLASCO,CLOUD,67445,0595,9135682313,CE,NO,1100,0,20,029,2003,0,0
KS,KS0027,002,KS0027-002,"HESPERIAN LIBRARY, CAWKER CITY",802 LOCUST ST.,CAWKER CITY,MITCHELL,67430,9231,9137814925,CE,NO,1500,0,20,123,2003,0,0
KS,KS0028,002,KS0028-002,KANOPOLIS PUBLIC LIBRARY,221 N. KANSAS,KANOPOLIS,ELLSWORTH,67454,0205,9134723053,CE,NO,897,0,20,053,2003,0,0
KS,KS0029,002,KS0029-002,LOGAN PUBLIC LIBRARY,P.O. BOX 356,LOGAN,PHILLIPS,67646,0356,9136894846,CE,NO,3234,0,20,147,2003,0,0
KS,KS0030,002,KS0030-002,"RANDOLPH-DECKER PUBLIC LIBRARY, CLYDE","101 S. GREEN, P.O. BOX 85",CLYDE,CLOUD,66938,0085,9134463563,CE,NO,3125,0,20,029,2003,0,0
KS,KS0031,002,KS0031-002,"LANG MEMORIAL LIBRARY, WILSON",P.O. BOX 310,WILSON,ELLSWORTH,67490,0310,9136583648,CE,NO,1712,0,20,053,2003,0,0
KS,KS0032,002,KS0032-002,"INDEPENDENT TOWNSHIP LIBRARY, CLAFLIN",P.O. BOX 163,CLAFLIN,BARTON,67525,0163,3165873488,CE,NO,2690,0,20,009,2003,0,0
KS,KS0033,002,KS0033-002,MANKATO CITY LIBRARY,210 N. COMMERCIAL,MANKATO,JEWELL,66956,2006,9133783885,CE,NO,2890,0,20,089,2003,0,0
KS,KS0034,002,KS0034-002,DOWNS CARNEGIE LIBRARY,504 MORGAN,DOWNS,OSBORNE,67437,2019,9134543821,CE,NO,1890,0,20,141,2003,0,0
KS,KS0035,002,KS0035-002,LINCOLN CARNEGIE LIBRARY,203 S. 3RD,LINCOLN,LINCOLN,67455,2315,9135244034,CE,NO,2450,0,20,105,2003,0,0
KS,KS0036,002,KS0036-002,"BARNARD LIBRARY, LA CROSSE",521 ELM ST.,LA CROSSE,RUSH,67548,0100,9132222826,CE,NO,2003,0,20,165,2003,0,0
KS,KS0037,002,KS0037-002,STOCKTON PUBLIC LIBRARY,124 N. CEDAR,STOCKTON,ROOKS,67669,1636,9134256372,CE,NO,5700,0,20,163,2003,0,0
KS,KS0038,002,KS0038-002,OSBORNE PUBLIC LIBRARY,307 W. MAIN,OSBORNE,OSBORNE,67473,2425,9133465486,CE,NO,6528,0,20,141,2003,0,0
KS,KS0039,002,KS0039-002,MINNEAPOLIS PUBLIC LIBRARY,209 N. SHERIDAN,MINNEAPOLIS,OTTAWA,67467,2132,9133923205,CE,NO,6000,0,20,143,2003,0,0
KS,KS0040,002,KS0040-002,SMITH CENTER PUBLIC LIBRARY,119 W. COURT ST.,SMITH CENTER,SMITH,66967,2601,9132823361,CE,NO,4968,0,20,183,2003,0,0
KS,KS0041,002,KS0041-002,ELLIS PUBLIC LIBRARY,907 WASHINGTON ST.,ELLIS,ELLIS,67637,0107,9137263464,CE,NO,2900,0,20,051,2003,0,0
KS,KS0042,002,KS0042-002,PLAINVILLE MEMORIAL LIBRARY,200 S.W. 1ST ST.,PLAINVILLE,ROOKS,67663,2222,9134342786,CE,NO,4382,0,20,163,2003,0,0
KS,KS0043,002,KS0043-002,"J. H. ROBBINS MEMORIAL LIBRARY, ELLSWORTH",219 N. LINCOLN,ELLSWORTH,ELLSWORTH,67439,3310,9134723969,CE,NO,5015,0,20,053,2003,0,0
KS,KS0044,002,KS0044-002,ELLINWOOD SCHOOL-COMMUNITY LIBRARY,210 N. SCHILLER,ELLINWOOD,BARTON,67526,1651,3165642306,CE,NO,8040,0,20,009,2003,0,0
KS,KS0045,002,KS0045-002,BELLEVILLE PUBLIC LIBRARY,1327 19TH ST.,BELLEVILLE,REPUBLIC,66935,2215,9135275305,CE,NO,5160,0,20,157,2003,0,0
KS,KS0046,002,KS0046-002,PHILLIPSBURG CITY LIBRARY,888 4TH ST.,PHILLIPSBURG,PHILLIPS,67661,1617,9135435325,CE,NO,5472,0,20,147,2003,0,0
KS,KS0047,002,KS0047-002,HOISINGTON PUBLIC LIBRARY,169 S. WALNUT,HOISINGTON,BARTON,67544,2553,3166534128,CE,NO,4970,0,20,009,2003,0,0
KS,KS0048,002,KS0048-002,"PORT LIBRARY, BELOIT",311 W. MAIN,BELOIT,MITCHELL,67420,2748,9137383936,CE,NO,4500,0,20,123,2003,0,0
KS,KS0049,002,KS0049-002,RUSSELL PUBLIC LIBRARY,6TH & KANSAS,RUSSELL,RUSSELL,67665,2041,9134832742,CE,NO,9800,0,20,167,2003,0,0
KS,KS0050,002,KS0050-002,"FRANK CARLSON LIBRARY, CONCORDIA",702 BROADWAY,CONCORDIA,CLOUD,66901,2901,9132432250,CE,NO,9475,0,20,029,2003,0,0
KS,KS0051,002,KS0051-002,"JORDAAN MEMORIAL LIBRARY, LARNED",724 BROADWAY,LARNED,PAWNEE,67550,3051,3162852876,CE,NO,14500,0,20,145,2003,0,0
KS,KS0052,002,KS0052-002,GREAT BEND PUBLIC LIBRARY,1409 WILLIAMS ST.,GREAT BEND,BARTON,67530,4090,3167922409,CE,NO,38000,0,20,009,2003,0,0
KS,KS0053,002,KS0053-002,HAYS PUBLIC LIBRARY,1205 MAIN ST.,HAYS,ELLIS,67601,3693,9136259014,CE,NO,28292,0,20,051,2003,0,0
KS,KS0054,002,KS0054-002,SALINA PUBLIC LIBRARY,301 W. ELM ST.,SALINA,SALINE,67401,2336,9138254624,CE,NO,50050,0,20,169,2003,0,0
KS,KS0055,002,KS0055-002,SUMMERFIELD PUBLIC LIBRARY,"MAIN ST., P.O. BOX 146",SUMMERFIELD,MARSHALL,66541,0146,9132446297,CE,NO,650,0,20,117,2003,0,0
KS,KS0056,002,KS0056-002,BURNS PUBLIC LIBRARY,P.O. BOX 233,BURNS,MARION,66840,0233,3167265662,CE,NO,250,0,20,115,2003,0,0
KS,KS0057,002,KS0057-002,DWIGHT LIBRARY,P.O. BOX 278,DWIGHT,MORRIS,66849,0278,9134823804,CE,NO,1425,0,20,127,2003,0,0
KS,KS0058,002,KS0058-002,"ELM CREEK TOWNSHIP LIBRARY, WILSEY",213 5TH STREET,WILSEY,MORRIS,66873,M,7854972289,CE,NO,1200,0,20,127,2003,0,0
KS,KS0059,002,KS0059-002,LEONARDVILLE CITY LIBRARY,P.O. BOX 141,LEONARDVILLE,RILEY,66449,0141,9132934492,CE,NO,980,0,20,161,2003,0,0
KS,KS0060,002,KS0060-002,AXTELL PUBLIC LIBRARY,401 MAPLE,AYTELL,MARSHALL,66403,9717,9137362834,CE,NO,600,0,20,117,2003,0,0
KS,KS0061,002,KS0061-002,GOESSEL CITY LIBRARY,214 E. MAIN,GOESSEL,MARION,67053,0036,3163678111,CE,NO,1836,0,20,115,2003,0,0
KS,KS0062,002,KS0062-002,HOPE COMMUNITY LIBRARY,216 N. MAIN,HOPE,DICKINSON,67451,9455,9133667314,CE,NO,680,0,20,041,2003,0,0
KS,KS0063,002,KS0063-002,WHITE CITY PUBLIC LIBRARY,104 N. 1ST ST.,WHITE CITY,MORRIS,66872,0206,9133492228,CE,NO,1596,0,20,127,2003,0,0
KS,KS0064,002,KS0064-002,FLORENCE PUBLIC LIBRARY,324 MAIN ST.,FLORENCE,MARION,66851,1144,3168784649,CE,NO,2125,0,20,115,2003,0,0
KS,KS0065,002,KS0065-002,CLIFTON PUBLIC LIBRARY,P.O. BOX J,CLIFTON,CLAY,66937,0309,9134552222,CE,NO,750,0,20,027,2003,0,0
KS,KS0066,002,KS0066-002,WATERVILLE PUBLIC LIBRARY,129 E. COMMERCIAL,WATERVILLE,MARSHALL,66548,M,9137852769,CE,NO,359,0,20,117,2003,0,0
KS,KS0067,002,KS0067-002,HANOVER PUBLIC LIBRARY,P.O. BOX 97,HANOVER,WASHINGTON,66945,0097,9133372261,CE,NO,2081,0,20,201,2003,0,0
KS,KS0068,002,KS0068-002,WAKEFIELD PUBLIC LIBRARY,3RD & DOGWOOD,WAKEFIELD,CLAY,67487,0348,9134615510,CE,NO,1276,0,20,027,2003,0,0
KS,KS0069,002,KS0069-002,ENTERPRISE PUBLIC LIBRARY,"123 S. FACTORY, P.O. BOX 307",ENTERPRISE,DICKINSON,67441,0307,9139342351,CE,NO,2453,0,20,041,2003,0,0
KS,KS0070,002,KS0070-002,SOLOMON PUBLIC LIBRARY,108 N. WALNUT,SOLOMON,DICKINSON,67480,0246,9136553521,CE,NO,1044,0,20,041,2003,0,0
KS,KS0071,002,KS0071-002,FRANKFORT CITY LIBRARY,107 N. KANSAS,FRANKFORT,MARSHALL,66427,M,9132924320,CE,NO,2865,0,20,117,2003,0,0
KS,KS0072,002,KS0072-002,"LIBRARY DISTRICT #1, LYON COUNTY, ALLEN",P.O. BOX 447,ALLEN,LYON,66833,0447,3165283451,CE,NO,7200,0,20,111,2003,0,0
KS,KS0073,002,KS0073-002,"BURNLEY MEMORIAL LIBRARY, COTTONWOOD FALLS",401 OAK,COTTONWOOD FALLS,CHASE,66845,0509,3162738588,CE,NO,2128,0,20,017,2003,0,0
KS,KS0074,002,KS0074-002,CHAPMAN PUBLIC LIBRARY,"402 N. MARSHALL, P.O. BOX F",CHAPMAN,DICKINSON,67431,2644,9139226548,CE,NO,1224,0,20,041,2003,0,0
KS,KS0075,002,KS0075-002,BLUE RAPIDS PUBLIC LIBRARY,PUBLIC SQUARE,BLUE RAPIDS,MARSHALL,66411,1333,9132267243,CE,NO,700,0,20,117,2003,0,0
KS,KS0076,002,KS0076-002,WASHINGTON LIBRARY,116 E. 2ND ST.,WASHINGTON,WASHINGTON,66968,1916,9133252114,CE,NO,9801,0,20,201,2003,0,0
KS,KS0077,002,KS0077-002,"ELMENDARO TOWNSHIP LIBRARY, HARTFORD",P.O. BOX 38,HARTFORD,LYON,66854,0038,3163925518,CE,NO,2400,0,20,111,2003,0,0
KS,KS0078,002,KS0078-002,AMERICUS TOWNSHIP LIBRARY,"710 MAIN, P.O. BOX 404",AMERICUS,LYON,66835,0404,3164435503,CE,NO,2700,0,20,111,2003,0,0
KS,KS0079,002,KS0079-002,PEABODY TOWNSHIP LIBRARY,214 WALNUT,PEABODY,MARION,66866,1064,3169832494,CE,NO,2052,0,20,115,2003,0,0
KS,KS0080,002,KS0080-002,MARION CITY LIBRARY,208 E. SANTA FE,MARION,MARION,66861,1636,3163822442,CE,NO,4200,0,20,115,2003,0,0
KS,KS0081,002,KS0081-002,COUNCIL GROVE PUBLIC LIBRARY,303 W. MAIN ST.,COUNCIL GROVE,MORRIS,66846,1785,3167675716,CE,NO,6010,0,20,127,2003,0,0
KS,KS0082,002,KS0082-002,HILLSBORO PUBLIC LIBRARY,120 E. GRAND,HILLSBORO,MARION,66703,1598,3169473827,CE,NO,3175,0,20,115,2003,0,0
KS,KS0083,002,KS0083-002,HERINGTON PUBLIC LIBRARY,102 S. BROADWAY,HERINGTON,DICKINSON,67449,2634,9132582011,CE,NO,4000,0,20,041,2003,0,0
KS,KS0084,002,KS0084-002,WAMEGO PUBLIC LIBRARY,408 ELM ST.,WAMEGO,POTTAWATOMIE,66547,1620,9134569181,CE,NO,9800,0,20,149,2003,0,0
KS,KS0085,002,KS0085-002,MARYSVILLE PUBLIC LIBRARY,"1006 ELM, P.O. BOX 389",MARYSVILLE,MARSHALL,66508,0389,9135622491,CE,NO,6864,0,20,117,2003,0,0
KS,KS0086,002,KS0086-002,CLAY CENTER CARNEGIE LIBRARY,706 6TH ST.,CLAY CENTER,CLAY,67432,2997,9136323889,CE,NO,9636,0,20,027,2003,0,0
KS,KS0087,002,KS0087-002,ABILENE PUBLIC LIBRARY,4TH & BROADWAY,ABILENE,DICKINSON,67410,2619,9132633082,CE,NO,7218,0,20,041,2003,0,0
KS,KS0088,002,KS0088-002,"POTTAWATOMIE WABAUNSEE REGIONAL LIBRARY, ST.",306 N. 5TH,ST. MARYS,POTTAWATOMIE,66536,1404,9134372778,CE,NO,-1,0,20,149,2003,0,20
KS,KS0088,003,KS0088-003,"POTTWATOMIE-WABAUNSEE LIBRARY, ALMA BRANCH",314 WEST 3RD,ALMA,POTTAWATOMIE,66401,9604,9137653647,BR,NO,3330,0,20,149,2003,0,0
KS,KS0088,004,KS0088-004,"POTTAWATOMIE/WABAUNSEE LIBRARY, ESKRIDGE",405 S. MAIN,ESKRIDGE,POTTAWATOMIE,66423,9619,9134492296,BR,NO,2350,0,20,149,2003,0,0
KS,KS0088,005,KS0088-005,"POTTWATOMIE/WABAUNSEE LIBRARY, ONAGA BRANCH",313 LEONARD,ONAGA,POTTAWATOMIE,66521,9734,9138894531,BR,NO,1900,0,20,149,2003,0,0
KS,KS0088,006,KS0088-006,"POTTAWATOMIE/WABAUNSEE LIBRARY, HARVEYVILLE",306 N. 5TH,ST. MARYS,POTTAWATOMIE,66536,1404,9134372778,BR,NO,-1,0,20,149,2003,0,20
KS,KS0088,007,KS0088-007,"POTTAWATOMIE WABAUNSEE LIBRARY, OLSBURG",306 N. 5TH,ST. MARYS,POTTAWATOMIE,66536,1404,9134372778,BR,NO,-1,0,20,149,2003,0,20
KS,KS0088,008,KS0088-008,"POTTAWATOMIE WABAUNSEE LIBRARY, WESTMORELAND",306 N. 5TH,ST. MARYS,POTTAWATOMIE,66536,1404,9134372778,BR,NO,-1,0,20,149,2003,0,20
KS,KS0088,009,KS0088-009,"POTTAWATOMIE WABAUNSEE REGIONAL LIBRARY, ST.",306 N. 5TH,ST. MARYS,POTTAWATOMIE,66536,1404,9134372778,BR,NO,5600,0,20,149,2003,0,0
KS,KS0088,010,KS0088-010,"POTTAWATOMIE/WABAUNSEE LIBRARY, ALTA VISTA",310 CENTER,ALTA VISTA,POTTAWATOMIE,66834,M,7854995542,BR,NO,-1,0,20,149,2003,0,20
KS,KS0089,002,KS0089-002,"DOROTHY BRAMLAGE PUBLIC LIBRARY, JUNCTION CIT",230 W. 7TH ST.,JUNCTION CITY,GEARY,66441,3097,9132384311,CE,NO,13000,0,20,061,2003,0,0
KS,KS0090,002,KS0090-002,EMPORIA PUBLIC LIBRARY,110 E. 6TH AVE.,EMPORIA,LYON,66801,3960,3163426524,CE,NO,22000,0,20,111,2003,0,0
KS,KS0091,002,KS0091-002,MANHATTAN PUBLIC LIBRARY,JULIETTE & POYNTZ,MANHATTAN,RILEY,66502,5049,9137764741,CE,NO,66000,0,20,161,2003,0,0
KS,KS0092,002,KS0092-002,CORNING CITY LIBRARY,"ROUTE 1, BOX C57",CORNING,NEMAHA,66417,0005,9138682755,CE,NO,2600,0,20,131,2003,0,0
KS,KS0093,002,KS0093-002,WETMORE PUBLIC LIBRARY,"2ND & KANSAS, P.O. BOX 122",WETMORE,NEMAHA,66550,0122,9138662250,CE,NO,1160,0,20,131,2003,0,0
KS,KS0094,002,KS0094-002,RICHMOND CITY LIBRARY,107 E. CENTRAL,RICHMOND,FRANKLIN,66080,4035,9138356163,CE,NO,932,0,20,059,2003,0,0
KS,KS0096,002,KS0096-002,CENTRALIA COMMUNITY LIBRARY,608 4TH ST.,CENTRALIA,NEMAHA,66415,0116,9138573331,CE,NO,5078,0,20,131,2003,0,0
KS,KS0097,002,KS0097-002,WINCHESTER PUBLIC LIBRARY,P.O. BOX 143,WINCHESTER,JEFFERSON,66097,0143,9137742922,CE,NO,4350,0,20,087,2003,0,0
KS,KS0098,002,KS0098-002,"BARNES READING ROOM, EVEREST",640 MAIN STREET,EVEREST,BROWN,66424,0064,9135487733,CE,NO,1280,0,20,013,2003,0,0
KS,KS0099,002,KS0099-002,EFFINGHAM COMMUNITY LIBRARY,414 MAIN,EFFINGHAM,ATCHISON,66023,4000,9138335881,CE,NO,1500,0,20,005,2003,0,0
KS,KS0100,002,KS0100-002,MERIDEN COMMUNITY LIBRARY,100 MAIN,MERIDEN,JEFFERSON,66512,0182,9134842217,CE,NO,1928,0,20,087,2003,0,0
KS,KS0101,002,KS0101-002,OVERBROOK PUBLIC LIBRARY,"317 MAPLE, P.O. BOX 3889",OVERBROOK,OSAGE,66524,9747,9136657266,CE,NO,5000,0,20,139,2003,0,0
KS,KS0102,002,KS0102-002,NORTONVILLE PUBLIC LIBRARY,"407 TAGGART, P.O. BOX 157",NORTONVILLE,JEFFERSON,66060,0157,9138862060,CE,NO,3000,0,20,087,2003,0,0
KS,KS0103,002,KS0103-002,BURLINGAME COMMUNITY LIBRARY,101 E. SANTA FE,BURLINGAME,OSAGE,66413,3400,9136543400,CE,NO,4000,0,20,139,2003,0,0
KS,KS0104,002,KS0104-002,WELLSVILLE CITY LIBRARY,"612 S. MAIN ST., P.O. BOX 517",WELLSVILLE,FRANKLIN,66092,0517,9138832870,CE,NO,5690,0,20,059,2003,0,0
KS,KS0105,002,KS0105-002,CARBONDALE CITY LIBRARY,P.O. BOX 330,CARBONDALE,OSAGE,66414,0330,9135647638,CE,NO,432,0,20,139,2003,0,0
KS,KS0106,002,KS0106-002,LYNDON CARNEGIE LIBRARY,"127 E. 6TH ST., P.O. BOX 563",LYNDON,OSAGE,66451,0563,9138284520,CE,NO,3300,0,20,139,2003,0,0
KS,KS0107,002,KS0107-002,ROSSVILLE COMMUNITY LIBRARY,"407 MAIN, P.O. BOX 618",ROSSVILLE,SHAWNEE,66533,0618,9135846454,CE,NO,3600,0,20,177,2003,0,0
KS,KS0108,002,KS0108-002,HORTON FREE PUBLIC LIBRARY,809 1ST AVE. EAST,HORTON,BROWN,66439,1898,9134863616,CE,NO,2142,0,20,013,2003,0,0
KS,KS0109,002,KS0109-002,LINWOOD COMMUNITY LIBRARY DISTRICT #1,"302 MAIN, P.O. BOX C",LINWOOD,LEAVENWORTH,66052,0080,9137233686,CE,NO,6000,0,20,103,2003,0,0
KS,KS0110,002,KS0110-002,OSKALOOSA PUBLIC LIBRARY,"315 JEFFERSON, P.O. BOX 347",OSKALOOSA,JEFFERSON,66066,0347,9138632475,CE,NO,2716,0,20,087,2003,0,0
KS,KS0111,002,KS0111-002,SILVER LAKE LIBRARY,"201 RAILROAD, P.O. BOX 248",SILVER LAKE,SHAWNEE,66539,0248,9135825141,CE,NO,2420,0,20,177,2003,0,0
KS,KS0112,002,KS0112-002,DELAWARE TOWNSHIP LIBRARY,421 MARY,VALLEY FALLS,JEFFERSON,66088,0130,9139453587,CE,NO,914,0,20,087,2003,0,0
KS,KS0113,002,KS0113-002,TONGANOXIE PUBLIC LIBRARY,603 E. 4TH ST.,TONGANOXIE,LEAVENWORTH,66086,0890,9138453281,CE,NO,5076,0,20,103,2003,0,0
KS,KS0114,002,KS0114-002,MARY COTTON PUBLIC LIBRARY,"915 VIRGINIA, P.O. BOX 70",SABETHA,NEMAHA,66534,0070,9132843160,CE,NO,4800,0,20,131,2003,0,0
KS,KS0115,002,KS0115-002,SENECA FREE LIBRARY,606 MAIN,SENECA,NEMAHA,66538,1930,9133362377,CE,NO,6200,0,20,131,2003,0,0
KS,KS0116,002,KS0116-002,"LIEBER PUBLIC LIBRARY, OSAGE CITY",214 S. 6TH ST.,OSAGE CITY,OSAGE,66523,1318,9135283727,CE,NO,6800,0,20,139,2003,0,0
KS,KS0117,002,KS0117-002,BALDWIN CITY LIBRARY,803 8TH ST.,BALDWIN CITY,DOUGLAS,66006,4087,9135943411,CE,NO,6000,0,20,045,2003,0,0
KS,KS0119,002,KS0119-002,"LIBRARY DISTRICT #2, LEAVENWORTH COUNTY, BASE","2812 N. 155TH ST., P.O. BOX 380",BASEHOR,LEAVENWORTH,66007,0380,9137282203,CE,NO,4000,0,20,103,2003,0,0
KS,KS0120,002,KS0120-002,"MORRILL PUBLIC LIBRARY, HIAWATHA",431 OREGON,HIAWATHA,BROWN,66434,2219,9137423831,CE,NO,11740,0,20,013,2003,0,0
KS,KS0121,002,KS0121-002,EUDORA PUBLIC LIBRARY,"114 E. 9TH ST., P.O. BOX 370",EUDORA,DOUGLAS,66025,0370,9135422496,CE,NO,2500,0,20,045,2003,0,0
KS,KS0122,002,KS0122-002,PAOLA FREE LIBRARY,101 E. PEORIA,PAOLA,MIAMI,66071,1798,9132943866,CE,NO,8200,0,20,121,2003,0,0
KS,KS0123,002,KS0123-002,OSAWATOMIE PUBLIC LIBRARY,527 BROWN AVE.,OSAWATOMIE,MIAMI,66064,1321,9137552136,CE,NO,3600,0,20,121,2003,0,0
KS,KS0124,002,KS0124-002,"LIBRARY DISTRICT #1, MIAMI COUNTY, LOUISBURG","206 S. BROADWAY, P.O. BOX 398",LOUISBURG,MIAMI,66053,0398,9138372217,CE,NO,780,0,20,121,2003,0,0
KS,KS0125,002,KS0125-002,BONNER SPRINGS CITY LIBRARY,200 E. 3RD ST.,BONNER SPRINGS,WYANDOTTE,66012,1047,9134412665,CE,NO,5320,0,20,209,2003,0,0
KS,KS0126,002,KS0126-002,"LIBRARY DISTRICT #1, DONIPHAN COUNTY, TROY",105 N. MAIN,TROY,DONIPHAN,66087,M,9139852597,CE,NO,1700,0,20,043,2003,0,0
KS,KS0127,002,KS0127-002,OTTAWA LIBRARY,515 S. MAIN,OTTAWA,FRANKLIN,66067,2828,9132423080,CE,NO,14378,0,20,059,2003,0,0
