LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
3380,Morton Grove P.L.,6140 Lincoln Ave.,Morton Grove,60053,2989,7089654220,22373,1,0,0,7.83,8.76,27.5,36.26,978958,36846,2184,263681,1281669,677033,137106,814139,152432,170023,1136594,111587,129387,4735,559,384,3588,171695,20958,250865,982,2066,113350,5145,SP,CI,SO,Cook,22373,IL0353,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3385,Mound City P.L.,307 Central,Mound City,62963,  -1,6187489427,765,1,0,0,0,0.63,0,0.63,2923,1582,0,30,4535,,,,113,,4628,0,4920,33,13,6,1300,1456,2184,4617,400,120,3790,92,SP,CI,SO,Pulaski,765,IL0354,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 5, 0,10, 0
3390,Mounds P.L.,                                 -1,Mounds,62964,  -1,6187456610,1407,1,0,0,0,0.5,0,0.5,3041,5024,0,2362,10427,,,,2744,,12076,0,6843,137,0,95,1248,3744,6682,5136,226,0,1569,227,SP,CI,SO,Pulaski,1407,IL0355,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3400,Mt. Carmel P.L.,727 Mulberry St.,Mt. Carmel,62863,2047,6182624639,8287,1,0,0,1.13,1.13,2.88,4,94678,14683,0,19957,129318,53525,7796,61321,16751,33493,111565,3555,43311,306,143,136,2236,33520,2652,57776,930,1164,14751,1310,SP,CI,SO,Wabash,8287,IL0356,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3410,Mt. Carroll Twp. P.L.,208 N. Main,Mt. Carroll,61053,  -1,8152441751,2467,1,0,0,0,0.65,0.35,1,16264,3512,0,3530,23306,,,,4300,,23036,0,15480,494,154,45,1352,11817,4732,21935,540,45,7373,507,SP,CI,SO,Carroll,2467,IL0357,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3420,Mt. Morris P.L.,101 E. Front St.,Mt. Morris,61054,1597,8157344927,2919,1,0,0,0.63,0.63,1.85,2.47,31868,6125,0,13771,51764,29886,1588,31474,10222,7652,49348,1332,18281,624,311,114,1716,21392,3042,34036,1511,101,14984,815,SP,CI,SO,Ogle,2919,IL0358,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3430,Mt. Olive P.L.,111 W. Main,Mt. Olive,62069,  -1,2179997311,2126,1,0,0,0,1.13,0.08,1.2,8260,4709,0,7367,20336,,,,4183,,18224,0,14358,0,318,35,2132,14196,4030,18031,745,27,5600,609,SP,CI,SO,Macoupin,2126,IL0359,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3440,Mt. Prospect P.L.,10 S. Emerson St.,Mt. Prospect,60056,3295,7082535675,53168,1,0,0,11.98,13.85,31.47,45.33,2195449,70500,0,121789,2387738,1223102,272817,1495919,469705,266469,2232093,134634,251602,10322,3611,1195,4056,725354,153675,601326,2727,804,246470,25687,SP,CI,SO,Cook,53168,IL0360,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3450,Mt. Pulaski P.L.D.,320 N. Washington,Mt. Pulaski,62548,1193,2177925919,3317,1,0,0,0,1.6,3.65,5.25,69512,4725,0,21287,95524,44704,3419,48123,11377,21200,80700,0,26280,1139,270,94,2704,3590,5720,43895,675,600,14828,158,SP,SD,SO,Logan,3317,IL0361,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3460,Mt. Sterling P.L.,"143 W. Main St., P.O. Box 151",Mt. Sterling,62353,  -1,2177732013,1922,1,0,0,0,1.23,0.3,1.53,24000,1749,0,6398,32147,,,,6531,,30892,0,20476,634,245,71,1508,15028,352,28881,369,68,11269,486,SP,CI,SO,Brown,1922,IL0362,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
0675,C. E. Brehm Mem. P.L.D.,101 S. Seventh St.,Mt. Vernon,62864,4187,6182426322,23938,1,0,0,1,6,4.28,10.28,233636,29569,0,25669,288874,146268,36085,182353,17916,50500,250769,6886,45313,1105,193,191,3224,73748,6561,105591,2160,936,25330,2200,SP,SD,SO,Jefferson,23938,IL0363,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3480,Mt. Zion P.L.D.,"114 Main St., P.O. Box 200",Mt. Zion,62549,0200,2178643622,10354,1,0,0,1,1,3.13,4.13,115799,12460,5504,11652,145415,48784,10611,59395,22853,32688,114936,14878,17215,543,463,112,3016,35679,468,64311,1644,1671,28367,1336,SP,SD,SO,Macon,10354,IL0364,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3490,Moweaqua P.L.,122 N. Main,Moweaqua,62550,  -1,2177684700,1785,1,0,0,0,0.5,0,0.5,9477,1624,0,3257,14358,,,,7383,,20626,0,10672,0,169,27,1040,9150,2340,17796,479,255,8865,296,SP,CI,SO,Shelby,1785,IL0365,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 5, 0,10, 0
3500,Sallie Logan P.L.,1808 Walnut St.,Murphysboro,62966,1908,6186843271,9176,1,0,0,0,2,3,5,73134,10298,0,37369,120801,67653,13283,80936,17081,39662,137679,15000,34895,1011,58,71,2964,19396,3224,78208,2110,1417,31732,540,SP,CI,SO,Jackson,9176,IL0366,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3505,Nancy L. McConathy P.L.D.,#7 Surreybrook Plaza,Sauk Village,60411,  -1,7087574771,10704,1,0,0,0.38,2.73,2.35,5.08,142740,10720,0,10209,163669,59846,9069,68915,31145,46758,146818,0,23004,299,499,57,2964,28768,16380,59395,785,599,21169,1077,SP,SD,SO,Cook,10704,IL0367,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3510,Naperville Pub. Libs.,200 W. Jefferson Ave.,Naperville,60540,5351,7083551540,85806,1,0,0,23.5,27.5,60.58,88.08,6630385,77669,0,567920,7275974,1623878,544095,2167973,638261,489640,3295874,1143261,213360,11896,3101,1047,3744,2027012,227784,1192461,5306,2238,567120,51863,SP,CI,SO,Will,85806,IL0368,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3520,Nashville P.L.,203 S. Kaskaskia St.,Nashville,62263,  -1,6183273827,3202,1,0,0,0,1.25,0.13,1.38,28856,2914,0,33606,65376,,,,2459,,29516,11615,9323,4,3,41,2132,7800,1508,18294,1500,10,6216,343,SP,CI,SO,Washington,3202,IL0369,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3530,Nauvoo P.L.,1270 Mulholland,Nauvoo,62354,0276,2174532707,1108,1,0,0,0,0.94,0,0.94,12235,1204,0,3946,17385,,,,4902,,18189,0,7255,291,2,0,1950,8778,3432,9698,158,3,4860,556,SP,CI,SO,Hancock,1108,IL0370,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3540,Neoga P.L.D.,"550 Chestnut Ave., P.O. Box 1888",Neoga,62447,  -1,2178953944,3060,1,0,0,0,0.85,0.46,1.31,30121,3431,0,5702,39254,,,,2929,,36805,3642,17869,149,70,57,1378,11895,1208,15840,430,8,8002,453,SP,SD,SO,Shelby,3060,IL0371,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3550,Neponset P.L.,"201 Commercial St.,Box 10",Neponset,61345,  -1,3095942204,819,1,0,0,0,0.98,0.08,1.05,15771,2245,0,1542,19558,,,,3198,,19332,0,16332,512,63,35,1352,7358,1248,12713,123,27,8425,466,SP,CI,SO,Bureau,819,IL0372,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3560,New Athens D.L.,201 N. Van Buren,New Athens,62264,  -1,6184753255,3388,1,0,0,0,0.68,0.59,1.26,44021,7671,0,6735,58427,,,,8113,,52242,0,11600,206,74,30,1716,10462,1248,16461,264,65,5576,460,SP,SD,SO,Monroe,3388,IL0373,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3565,New Baden P.L.,210 N. 1st St.,New Baden,62265,  -1,6185884554,2602,1,0,0,0,1,0.6,1.6,20253,2368,0,2449,25070,,,,5132,,24774,0,5810,29,8,9,2392,5796,6162,16104,115,21,10601,221,SP,CI,SO,Clinton,2602,IL0374,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0,10, 0
3570,New Lenox P.L.D.,516 S. Cedar Road,New Lenox,60451,  -1,8154852605,20664,1,0,0,0.93,0.93,6.6,7.53,477406,25107,0,47949,550462,179732,60098,239830,56204,65139,361173,0,71141,3602,0,163,3016,130936,9620,210448,2220,3375,92326,3924,SP,SD,SO,Will,20664,IL0375,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3580,New Windsor P.L.D.,412 Main St.,New Windsor,61465,  -1,3096672515,1350,1,0,0,0,0.63,0.38,1,14587,1877,0,3144,19608,,,,2700,,19694,0,9385,323,202,50,1560,8783,1950,11333,214,13,4965,533,SP,SD,SO,Mercer,1350,IL0376,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3590,Newman Twp. Lib.,"42 S. Broadway, P.O. Box 118",Newman,61942,  -1,2178372412,1248,1,0,0,0,0.55,0,0.55,18346,1136,0,1728,21210,,,,4781,,15016,0,9136,28,8,36,1144,5944,48,9636,479,0,5265,361,SP,CI,SO,Douglas,1248,IL0377,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3600,Newton P.L.,100 S. Van Buren,Newton,62448,  -1,6187838141,3154,1,0,0,0,0.88,1.58,2.45,22534,5366,0,25199,53099,17368,3188,20556,6103,5074,31733,335,18201,33,9,45,1976,5897,2106,29482,1032,381,16086,225,SP,CI,SO,Jasper,3154,IL0378,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 5, 0,10, 0
3620,Niles P.L.D.,6960 Oakton St.,Niles,60648,3098,7089678554,54338,1,0,1,12.76,12.76,34.22,46.98,2118372,117937,0,134175,2370484,1088822,101747,1190569,365214,451956,2007739,0,164907,6172,4156,534,5226,280000,68712,672677,3342,4760,258362,9916,SP,SD,MO,Cook,54338,IL0379,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3630,Nippersink P.L.D.,5418 Hill Rd.,Richmond,60071,  -1,8156784014,5430,1,0,0,1,1,2.3,3.3,205967,8473,25000,34487,273927,65595,18730,84325,24205,58582,167112,68709,27072,1251,579,100,3016,16300,1716,43825,1684,10,17530,411,SP,SD,SO,McHenry,5430,IL0380,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3640,Nokomis P.L.,112 S. Pine,Nokomis,62075,  -1,2175632734,3372,1,0,0,0,1.3,0,1.3,20053,3763,0,7767,31583,,,,8558,,32106,0,17661,535,201,39,1456,12000,11700,27589,533,0,14493,527,SP,CI,SO,Montgomery,3372,IL0381,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3650,Normal P.L.,"206 W. College, P.O. Box 325",Normal,61761,  -1,3094521757,40023,1,0,0,3.9,9.7,11.8,21.5,1395032,107327,0,54885,1557244,487477,119703,607180,136711,209454,953345,622891,90635,7028,1823,328,3536,345000,70486,432205,1126,1370,163389,8224,SP,CI,SO,McLean,40023,IL0382,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3660,Norris City Mem. P.L.D.,"603 S. Division St., P.O. Box 430",Norris City,62869,0430,6183783713,5064,1,0,0,0,1,0.8,1.8,31461,4608,0,10329,46398,,,,1199,,34504,0,12607,22,33,49,3172,12800,8112,29904,236,14,8927,323,SP,SD,SO,Gallatin,5064,IL0383,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3670,Messenger P.L. of North Aurora,14 E. State St.,North Aurora,60542,  -1,7088960240,6010,1,0,0,0.94,0.94,3.88,4.81,163659,10253,0,16909,190821,77941,17708,95649,27443,24065,147157,2627,27576,830,287,88,2808,35402,7540,44905,654,38,30491,1233,SP,CI,SO,Kane,6010,IL0384,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3680,North Chicago P.L.,2100 Argonne Dr.,North Chicago,60064,  -1,7086890125,34978,1,0,0,2,2.88,5.98,8.85,164265,60395,26518,26567,277745,158313,47382,205695,45569,53535,304799,10000,37963,725,694,160,3302,60320,4290,73725,830,4,32628,1438,SP,CI,SO,Lake,34978,IL0385,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3685,North Riverside P.L.D.,2501 S. DesPlaines Ave.,North Riverside,60546,  -1,7084470869,6180,1,0,0,1,2.63,3.68,6.3,10,5465,0,162000,167475,88184,11143,99327,41633,74469,215429,3146,24351,1941,758,109,3016,68859,5070,66331,457,1022,24954,2398,SP,SD,SO,Cook,6180,IL0386,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0,10, 0
3690,North Suburban D.L.,6340 N. 2nd St.,Loves Park,61111,4184,8156334247,49343,1,1,0,3.6,4.6,17.3,21.9,700623,101589,0,57408,859620,333052,93890,426942,99402,94259,620603,38729,134336,5819,962,253,6084,200000,18554,379218,2711,4404,150773,7083,SP,SD,MO,Winnebago,49343,IL0387,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3700,Northbrook P.L.,1201 Cedar Lane,Northbrook,60062,  -1,7082726224,32308,1,0,0,12.5,12.5,35.7,48.2,1912459,86684,0,356589,2355732,1151421,240126,1391547,307282,423247,2122076,1306508,199366,12756,2747,568,3588,359216,100335,603082,2910,9076,245005,9699,SP,CI,SO,Cook,32308,IL0388,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3710,Northlake P.L.D.,231 N. Wolf Road,Northlake,60164,1724,7085622301,25741,1,0,0,3.5,3.5,5.6,9.1,737121,47518,0,159378,944017,209247,64875,274122,85409,104556,464087,632521,42997,1088,447,325,3172,60310,7098,82383,1409,911,49392,1799,SP,SD,SO,Cook,25741,IL0389,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3720,Oak Brook Free P.L.,1200 Oak Brook Road,Oak Brook,60521,2255,7089902222,9178,1,0,0,1.75,1.75,2.8,4.55,296880,0,0,0,296880,118328,28369,146697,43747,106436,296880,0,38582,1650,0,110,2912,50971,6897,52856,851,400,24170,1420,SP,CI,SO,Cook,9178,IL0390,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 5, 0, 0, 0, 0,10, 0
3730,Oak Lawn P.L.,9427 S. Raymond Ave.,Oak Lawn,60453,2485,7084224990,56182,1,0,0,12.08,13.01,36.21,49.23,1946979,91986,0,219780,2258745,1145039,320220,1465259,365950,247014,2078223,138513,173871,12256,3280,725,3536,249127,115421,608853,4025,13054,176813,8822,SP,CI,SO,Cook,56182,IL0391,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0,10, 0
3740,Oak Park P.L.,834 Lake St.,Oak Park,60301,  -1,7083838200,53648,1,2,0,12.85,19.83,39.23,59.05,1673090,45932,0,193650,1912672,1323444,309831,1633275,232845,215680,2081800,29739,302605,15047,2455,884,8476,548047,92910,693690,3593,5733,222182,19408,SP,CI,MO,Cook,53648,IL0392,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3745,Oakwood P.L.D.,"109 S. Scott, P.O. Box 99",Oakwood,61858,  -1,2173544777,7409,1,0,0,0,0.94,2.19,3.13,81476,6742,0,5678,93896,32466,5489,37955,6957,24586,69498,0,11792,113,68,62,2340,24000,2569,30009,1728,424,11009,938,SP,SD,SO,Vermillion,7409,IL0393,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3750,Odell P.L.D.,301 E. Richard St.,Odell,60460,0365,8159982012,2055,1,0,0,0,0.75,0,0.75,19824,2754,1111,4339,28028,,,,3857,,21968,3373,17453,270,51,48,1404,4100,936,11875,691,2,4476,176,SP,SD,SO,Livingston,2055,IL0394,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3760,O'Fallon P.L.,101 W. State St.,O'Fallon,62269,1197,6186323783,16064,1,0,0,0.88,1.75,3.98,5.73,192395,17355,0,34037,243787,99387,6364,105751,38307,65091,209149,0,40468,691,271,168,3120,84864,6578,104044,1548,362,47860,3247,SP,CI,SO,St. Clair,16064,IL0395,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3770,Ogden Rose P.L.,"101 W. Main, P.O. Box 297",Ogden,61859,  -1,2175822411,671,1,0,0,0,0.43,0.08,0.5,8053,610,0,4030,12693,,,,1769,,9551,2812,5303,227,0,30,1040,7674,1124,6837,20,3,3705,486,SP,CI,SO,Champaign,671,IL0396,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3780,Oglesby P.L.D.,128 W. Walnut,Oglesby,61348,  -1,8158833619,3919,1,0,0,0,0.83,0.38,1.2,44830,9365,0,4112,58307,,,,8099,,34567,0,26933,0,0,82,1716,1560,806,10850,250,39,5173,53,SP,SD,SO,LaSalle,3919,IL0397,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 5, 0, 0,10, 0
3790,Ohio P.L.D.,"112 Main St., P.O. Box 187",Ohio,61349,  -1,8153765422,1046,1,0,0,0,0.68,0,0.68,15407,1928,0,847,18182,,,,3931,,16817,0,7706,0,0,53,936,6344,161,3746,45,32,1962,402,SP,SD,SO,Lee,1046,IL0398,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3795,Olmsted P.L.,"Front St., P.O. Box 157A",Olmsted,62970,  -1,6187428296,358,1,0,0,0,0.5,0,0.5,899,898,0,238,2035,,,,870,,2737,1000,5185,205,0,20,1040,1850,364,3956,154,0,1698,117,SP,CI,SO,Pulaski,358,IL0399,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3800,Olney P.L.,400 W. Main St.,Olney,62450,  -1,6183913711,8895,1,0,0,0,2,2.25,4.25,67512,35497,0,98148,201157,54330,10949,65279,5903,18283,89465,98904,40365,1170,194,84,2080,11736,10218,73067,846,644,0,327,SP,CI,SO,Richland,8895,IL0400,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3810,Onarga Community P.L.D.,209 W. Seminary,Onarga,60955,1335,8152687626,1678,1,0,0,0,0.6,0.2,0.8,13389,4182,0,4172,21743,,,,3746,,21730,0,6406,0,87,18,1456,6450,572,14078,534,3,3545,209,SP,SD,SO,Iroquois,1678,IL0401,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3820,Greig Mem. Lib.,110 S. Joy St.,Oneida,61467,  -1,3094833482,723,1,0,0,0,0.45,0,0.45,4122,658,0,2984,7764,,,,2819,,14572,0,9450,27,0,18,936,780,65,52,28,15,22,49,SP,CI,SO,Knox,723,IL0402,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3840,Oregon P.L.D.,300 Jefferson St.,Oregon,61061,1697,8157322724,4760,1,0,0,0,1.48,0.38,1.85,62942,8762,0,25986,97690,,,,12166,,61344,1370,38245,0,0,55,2080,22620,4966,51117,225,93,26852,570,SP,SD,SO,Ogle,4760,IL0404,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
3860,Orland Park P.L.,14760 Park Lane,Orland Park,60462,3098,7083498138,35720,1,0,0,2.63,6.13,20.3,26.43,856636,38563,0,178292,1073491,436594,113492,550086,174955,123811,848852,1074041,87855,3904,943,350,3744,278148,26494,422105,511,2887,225737,6631,SP,CI,SO,Cook,35720,IL0405,IL,17,93,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
