LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,CNTYFIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,IMP24,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32,IMP33,IMP34,IMP35,IMP36,IMP37
P0000,PLUM CREEK LIBRARY SYSTEM,290 SOUTH LAKE STREET,WORTHINGTON,56187,0697,5073765803,120376,0,0,1,1.6,1.6,4.25,5.85,66021,248564,46753,10626,371964,157536,33244,190780,12954,82977,286711,23575,14582,710,613,25,2080,3262,500,21180,401,1010,10878,635,HQ,MJ,SO,NOBLES,Y,0,13128,12,Y,Y,-1,107972,MN0152,MN,27,105,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,17, 0
MO0001,APPLETON CITY PUBLIC LIBRARY,105 WEST 4TH STREET,Appleton City,64724,1401,6604765513,1270,1,0,0,0,0.9,0,0.9,13097,534,10,3834,17475,,,,1650,,16600,0,25190,555,330,48,702,7696,1404,15007,0,210,3823,1260,NO,CI,SO,St. Clair,Y,0,0,0,N,N,,1269,MO0001,MO,29,185,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0002,BETHANY PUBLIC LIBRARY,1507 CENTRAL,Bethany,64424,1905,6604258008,3005,1,0,0,0,2,1,3,16416,1263,0,21005,38684,19560,1483,21043,3852,4445,29340,0,37293,474,478,23,2236,20540,468,22490,1,68,6754,467,NO,CI,SO,Harrison,Y,0,0,0,Y,Y,ST,3003,MO0002,MO,29,081,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0003,TANEYHILLS COMMUNITY LIBRARY,200 SOUTH 4TH,Branson,65616,9999,4173341418,7644,1,0,0,0,1,0,1,0,0,0,67000,67000,,,,34140,,49940,67000,33225,550,550,40,2132,30732,0,54000,0,0,18935,1280,NO,NP,SO,Taney,N,0,0,0,N,Y,PE,7640,MO0003,MO,29,213,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8,10, 0, 0, 0, 0, 0, 0
MO0004,MID-CONTINENT (CONSOLIDATED LIBRARY DISTRICT,15616 EAST 24 HIGHWAY,Independence,64050,2098,8168365200,570421,1,29,1,32,44,392,436,20393609,239789,14248,1207645,21855291,8978626,2644558,11623184,4779588,2640226,19042998,303547,2868524,77585,65608,4965,93208,3495435,291500,6821030,17605,16215,3011109,144093,HQ,SD,MA,JACKSON,Y,203254,551931,199,Y,Y,ST,570095,MO0004,MO,29,095,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0005,CRANE PUBLIC LIBRARY,"P O BOX 25, 103 MAIN STREET",Crane,65633,0025,4177238261,1197,1,0,0,0,1,0,1,7801,503,0,208,8512,,,,237,,6979,0,13487,70,64,6,1248,3104,81,6725,0,10,1276,23,NO,CI,SO,Stone,Y,0,0,0,N,N,,1196,MO0005,MO,29,209,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0006,DESLOGE PUBLIC LIBRARY,209 N. DESLOGE DRIVE,Desloge,63601,3539,5734315506,4150,1,0,0,0,1,1,2,27076,1744,0,0,28820,,,,6644,,25571,0,12000,134,130,30,1430,14577,1975,10412,0,0,2917,25,NO,CI,SO,St Francois,Y,0,2973,0,Y,Y,PE,4148,MO0006,MO,29,187,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0
MO0007,KELLER LIBRARY,402 W. GRANT ST.,Dexter,63841,2112,5736243764,7559,1,0,0,0,1,3,4,95675,3177,0,7606,106458,41559,0,41559,27106,39866,108531,0,41829,154,398,35,780,12792,266,159526,0,160,80098,20,NO,CI,SO,Stoddard,Y,3340,0,0,N,N,,7555,MO0007,MO,29,207,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0009,LEWIS LIBRARY OF GLASGOW,4TH & MARKET,Glasgow,65254,1535,6603382395,1242,1,0,0,0,2,2,4,30881,538,0,493,31912,10857,1882,12739,13877,7356,33972,0,16926,88,189,59,1248,8111,2124,10530,13,131,4566,265,NO,CI,SO,Howard,Y,250,476,59,Y,Y,PE,1241,MO0009,MO,29,089,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0010,HAMILTON PUBLIC LIBRARY,312 N DAVIS,Hamilton,64644,1145,6605834832,1737,1,0,0,0,1,1,2,24675,730,0,2693,28098,,,,4316,,22608,0,14961,0,0,55,1040,7380,597,11690,0,0,4674,0,NO,CI,SO,Caldwell,Y,0,0,0,N,N,,1736,MO0010,MO,29,025,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0011,WRIGHT COUNTY LIBRARY,P O BOX 70,Hartville,65667,0070,4177417595,16758,1,3,1,0,1,6.8,7.8,131100,7048,0,4671,142819,76021,2590,78611,39340,1238,119189,16998,139362,250,1241,64,10162,27505,0,188139,0,4,39011,0,NO,CO,MO,Wright,Y,0,0,0,N,N,,16748,MO0011,MO,29,229,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0012,CONRAN MEMORIAL LIBRARY,302 E. MAIN,Hayti,63851,1639,5733590599,3280,1,0,0,0,1,0,1,18929,1034,0,0,19963,,,,265,,9309,0,15575,0,0,0,936,1509,789,5057,0,0,2167,77,NO,CI,SO,Pemiscot,Y,0,0,0,N,N,,3278,MO0012,MO,29,155,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 8,10, 0, 0, 0, 0,16, 0
MO0013,HOLDEN PUBLIC LIBRARY,101 W. THIRD STREET,Holden,64040,1398,8167324545,2283,1,0,0,0,1,1,2,16450,959,0,831,18240,,,,6339,,15017,0,17212,66,86,25,1060,3100,1500,10457,0,0,3815,0,NO,CI,SO,Johnson,Y,0,0,0,N,N,,2282,MO0013,MO,29,101,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0014,KANSAS CITY PUBLIC LIBRARY,311 E 12TH STREET,Kansas City,64106,2454,8162212685,269971,1,9,0,50,65,203,268,11422324,113488,268795,1978848,13783455,5142869,1045610,6188479,2110517,2300304,10599300,467447,1956322,53087,41919,3532,33524,1664165,543323,2216367,13100,17380,642746,32055,NO,CI,MO,Jackson,Y,32433,0,13197,Y,Y,PE,269817,MO0014,MO,29,095,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0
MO0015,ADAIR COUNTY PUBLIC LIBRARY,ONE LIBRARY LANE,Kirksville,63501,2527,6606656038,24577,1,0,0,4,5,8,13,234126,10336,35000,37456,316918,134073,25053,159126,81108,163076,403310,0,49151,1594,1309,182,2943,105508,3740,206046,22,163,73046,3090,NO,CO,SO,Adair,Y,2482,40101,11,Y,Y,ST,24563,MO0015,MO,29,001,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0016,LOCKWOOD PUBLIC LIBRARY,P O BOX 286,Lockwood,65682,0286,4175374420,1041,1,0,0,0,1,1,2,7703,438,0,1568,9709,,,,621,,10091,0,21070,62,33,25,719,3613,180,26005,0,0,3159,150,NO,CI,SO,Dade,Y,0,0,95,Y,N,,1040,MO0016,MO,29,057,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0017,MAPLEWOOD PUBLIC LIBRARY,7601 MANCHESTER,Maplewood,63143,2811,3147812174,9330,1,0,0,1,1,4,5,181005,3922,0,11612,196539,99626,18107,117733,38999,25606,182338,16636,30626,380,426,122,3220,36404,0,65869,0,0,28938,1703,NO,CI,SO,St Louis,Y,0,255,0,Y,Y,PE,9325,MO0017,MO,29,189,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0018,MARCELINE CARNEGIE LIBRARY,119 EAST CALIFORNIA,Marceline,64658,1105,6603763223,2645,1,0,0,0,1,1,2,21262,1112,2004,3733,28111,,,,7037,,29585,0,21213,98,210,26,2236,8500,2900,14800,30,350,5100,40,NO,CI,SO,Linn,Y,0,0,0,N,N,,2643,MO0018,MO,29,115,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0019,MONTGOMERY CITY PUBLIC LIBRARY,123 EAST THIRD STREET,Montgomery City,63361,1843,5735648022,2281,1,0,0,0,1,2,3,74542,959,2075,2886,80462,26448,5769,32217,13365,18303,63885,0,12838,29,81,25,2652,12117,624,28449,0,79,13395,1611,NO,CI,SO,Montgomery,Y,85,360,10,Y,Y,PE,2280,MO0019,MO,29,139,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0020,SPRINGFIELD-GREENE COUNTY LIBRARY  DISTRICT,"P O BOX 760, 620 W. REPUBLIC ROAD",Springfield,65801,0760,4178881850,207949,1,6,2,16,55,65.5,120.5,4580450,87416,59315,669166,5396347,2653231,603746,3256977,1038351,896236,5191564,620461,393074,19910,8567,1188,25050,1142544,387948,2009260,4491,5457,741663,19589,NO,SD,MO,Greene,Y,188000,32123,247,Y,Y,PE,207830,MO0020,MO,29,077,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0
MO0021,PACK MEMORIAL LIBRARY,"PO BOX 116, 409 NORTH PINE STREET",MOUNTAIN VIEW,65548,0116,4179346154,2036,1,0,0,0,1.2,1.2,2.4,37020,856,0,4875,42751,24585,2776,27361,9302,4283,40946,7240,19014,150,100,6,2482,16000,4000,27489,10,50,6941,400,NO,CI,SO,Howell,Y,2155,22,20,Y,Y,PE,2035,MO0021,MO,29,091,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0023,OREGON PUBLIC LIBRARY,"P O BOX 288, 130 S. WASHINGTON",Oregon,64473,0288,6604462731,936,1,0,0,0,0.5,0.1,0.6,9138,393,0,1219,10750,,,,1559,,8520,0,7300,0,160,7,936,2500,0,8100,0,0,3100,0,NO,CI,SO,Holt,Y,0,0,0,N,N,,935,MO0023,MO,29,087,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 1, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0024,PALMYRA BICENTENNIAL PUBLIC LIBRARY,212 S. MAIN STREET,Palmyra,63461,1650,5737692830,3371,1,0,0,1,1,1,2,13377,1417,0,6911,21705,,,,5441,,21272,0,13952,77,130,24,1586,9200,1172,15810,0,25,6524,459,NO,CI,SO,Marion,Y,0,0,2,N,Y,PE,3369,MO0024,MO,29,127,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0025,PIEDMONT PUBLIC LIBRARY,"P O BOX 116,  118 W. GREEN ST",Piedmont,63957,0116,5732237036,2166,1,0,0,0,1,1,2,6602,911,0,34574,42087,,,,8959,,36211,260,12395,96,95,11,2856,19983,1533,29298,1,6,11377,350,NO,CI,SO,Wayne,Y,0,0,22,N,N,,2165,MO0025,MO,29,223,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0026,HAROLD BELL WRIGHT PUBLIC LIBRARY,404 NORTH WALNUT,Pierce City,65723,1158,4174762054,1382,1,0,0,0,1,1,2,3856,581,0,851,5288,,,,2256,,6264,1100,16587,100,125,5,624,1500,150,3400,0,0,1400,110,NO,CI,SO,Lawrence,Y,0,0,0,N,N,,1381,MO0026,MO,29,109,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0027,RICH HILL MEMORIAL LIBRARY,"P O BOX 32, 514 E. WALNUT",Rich Hill,64779,0032,4173952291,1317,1,0,0,0,1,0,1,9963,554,0,2404,12921,,,,2953,,12675,0,14501,0,160,16,1040,3000,25,4916,0,0,1336,15,NO,CI,SO,Bates,Y,0,0,0,N,N,,1316,MO0027,MO,29,013,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0028,SARCOXIE PUBLIC LIBRARY,506 CENTER STREET PO BOX 604,SARCOXIE,64862,0604,4175482736,1330,1,0,0,0,1,0,1,12066,406,0,1126,13598,,,,1305,,13419,0,12488,19,243,12,1703,6280,1304,7386,33,123,1542,1122,NO,CI,SO,JASPER,Y,0,0,0,N,N,,1329,MO0028,MO,29,097,98,04,4, 0, 0, 0, 0, 1, 1,11, 1, 3, 3, 3,11,11,99,99,99, 1,99,11,11, 1, 1, 5, 1, 1, 1, 1, 1, 5, 5, 8, 8, 0,11, 3, 3, 0, 0
MO0029,SLATER PUBLIC LIBRARY,311 N. MAIN,Slater,65349,1413,6605293100,2186,1,0,0,0,2,0,2,23806,919,0,683,25408,,,,2824,,16269,0,21207,54,59,24,780,3650,950,14192,0,0,5623,0,NO,CI,SO,Saline,Y,0,0,0,N,N,,2185,MO0029,MO,29,195,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0030,ST LOUIS PUBLIC LIBRARY,1301 OLIVE STREET`,St Louis,63103,2389,3142412288,396685,1,15,3,56,60,194,254,15858732,208592,47475,1124348,17239147,6339611,1046586,7386197,2732292,2584110,12702599,2480988,3728702,99429,17892,7255,41487,1633517,379084,2374033,9586,2418,668230,166187,NO,CI,MO,St Louis City,Y,402931,0,600,Y,Y,PE,396458,MO0030,MO,29,510,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0033,MORGAN COUNTY LIBRARY,102 N. FISHER,Versailles,65084,1297,5733785319,15574,1,0,0,0,0.3,3.8,4.1,151889,6550,0,12043,170482,94857,14499,109356,23186,12144,144686,29663,18530,639,1437,58,2288,35000,7600,75776,0,32,23361,518,NO,CO,SO,Morgan,Y,0,0,0,N,N,,15565,MO0033,MO,29,141,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0034,DANIEL BOONE REGIONAL LIBRARY,100 WEST BROADWAY; P.O. BOX 1267,Columbia.,65205,1267,5734433161,150157,1,2,2,17,17,72.2,89.2,2937153,63150,13350,217055,3230708,1693652,268299,1961951,467936,643391,3073278,40752,341721,14722,3494,846,9726,614812,196554,1194572,434,2364,304616,11875,HQ,MJ,MO,BOONE,Y,35396,44634,134,Y,Y,PE,150071,MO0034,MO,29,019,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0035,ST CHARLES CITY-COUNTY LIBRARY DISTRICT,"P O BOX 529, 425 SPENCER RD",St Peters,63376,0529,3144412300,212907,1,9,1,29,29,107.7,136.7,7123860,89500,0,548396,7761756,3209140,579094,3788234,1572004,803040,6163278,553655,636016,30155,14449,3300,26520,1240749,415406,2882925,380,2817,1468229,46273,NO,SD,MA,St Charles,Y,209041,38205,195,Y,Y,PE,212785,MO0035,MO,29,183,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0036,ST LOUIS COUNTY LIBRARY DISTRICT,1640 S LINDBERGH BLVD,St Louis,63131,3598,3149943300,849652,1,17,19,48,255,301,556,18143474,357328,0,2212293,20713095,9625323,2384977,12010300,3400872,2801158,18212330,1408709,2770187,142635,31397,9055,86015,4185014,1534585,9037668,13319,5153,2987870,59930,NO,CO,MO,St Louis,Y,174943,91681,59,Y,Y,PE,849166,MO0036,MO,29,189,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0037,UNIVERSITY CITY PUBLIC LIBRARY,6701 DELMAR BLVD,University City,63130,3199,3147273150,38068,1,0,0,6.6,6.6,18,24.6,1010567,16000,0,132268,1158835,500947,58042,558989,153000,235155,947144,278230,148877,15297,1143,350,3650,250000,15000,293776,663,461,112486,10548,NO,CI,SO,St Louis County,Y,6000,32000,10,Y,Y,PE,38046,MO0037,MO,29,189,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0038,BARRY-LAWRENCE REGIONAL LIBRARY,213 SIXTH STREET,Monett,65708,2147,4172356646,56401,1,8,1,1,16.4,5,21.4,673262,29642,23196,110228,836328,319697,33435,353132,185403,177357,715892,20844,193969,1469,3819,403,20150,241644,39000,428785,51,846,153507,12082,HQ,MJ,MO,BARRY,Y,0,19224,84,Y,Y,PE,56369,MO0038,MO,29,009,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0039,BOONSLICK REGIONAL LIBRARY,219 WEST THIRD,Sedalia,65301,4347,6608277111,44706,1,3,1,0,9,10,19,539063,23363,39535,19837,621798,281247,21516,302763,70599,125948,499310,1880,130491,8068,1692,199,9412,43000,46100,303634,75,238,101802,4000,HQ,MJ,MO,PETTIS,Y,0,51817,4,Y,Y,PE,44680,MO0039,MO,29,159,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0040,CASS COUNTY PUBLIC LIBRARY,400 E. MECHANIC,Harrisonville,64701,2428,8168846223,63808,1,9,0,1,1,18.5,19.5,969043,26835,0,67957,1063835,335688,65756,401444,176501,155483,733428,16128,294836,545,1341,319,19502,813110,28475,356830,3900,3588,140905,15060,NO,CO,MO,Cass,Y,0,9620,2,Y,Y,ST,63772,MO0040,MO,29,037,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0041,JOPLIN PUBLIC LIBRARY,300 SOUTH MAIN STREET,Joplin,64801,2384,4176237953,40961,1,0,0,7,7,16.5,23.5,618096,17230,0,377992,1013318,410838,90947,501785,125526,231322,858633,242058,106610,1846,4938,276,3256,284125,48563,364270,326,519,123905,3710,NO,CI,SO,Jasper,Y,10389,19096,271,Y,Y,PE,40938,MO0041,MO,29,097,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0042,KINDERHOOK REGIONAL LIBRARY,135 HARWOOD,Lebanon,65536,3017,4175322148,89039,1,3,1,2,6,15,21,586887,37446,0,62162,686495,316630,64558,381188,104174,175048,660410,15910,221915,1541,2251,83,10493,290825,6487,435894,27,390,152220,2440,HQ,MJ,MO,LACLEDE,Y,1199,9000,3792,Y,Y,PE,88988,MO0042,MO,29,105,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0043,STONE COUNTY LIBRARIES,"P O BOX 225, SOUTHSIDE SQUARE",Galena,65656,0225,4173576410,17881,1,0,1,1,1,2,3,146550,7250,0,7812,161612,86303,5861,92164,23894,15758,131816,4309,49462,40,319,27,2418,10404,936,26099,36,44,7793,0,NO,CO,MO,Stone,Y,0,0,1,Y,Y,PE,17871,MO0043,MO,29,209,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0044,NEOSHO NEWTON COUNTY LIBRARY,201 W. SPRING STREET,Neosho,64850,1761,4174514231,44445,1,1,0,0,8.6,0,8.6,292733,18691,0,13090,324514,109377,26854,136231,53487,29210,218928,4001,31417,400,2800,100,5096,24000,400,127029,35,175,32995,350,NO,MJ,MO,Newton,Y,0,0,3200,N,Y,PE,44420,MO0044,MO,29,145,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0045,TRAILS REGIONAL LIBRARY,"P O BOX 498, 125 N. HOLDEN ST",Warrensburg,64093,0498,6607471699,66660,1,6,1,3,10.3,20,30.3,992964,28022,0,55240,1076226,554836,109199,664035,129870,201010,994915,0,161385,2095,2743,470,17888,256973,0,303145,418,1355,97646,9517,NO,SD,MO,JOHNSON,Y,799,17899,3,Y,Y,PE,66622,MO0045,MO,29,101,98,04,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0046,ATCHISON COUNTY LIBRARY,200 S. MAIN ST,Rock Port,64482,1532,6607445404,7457,1,2,1,0,5,2,7,124101,3136,0,24057,151294,83819,6695,90514,30889,34308,155711,0,60883,271,1419,91,5203,25428,1761,55130,7,122,25128,1844,NO,CO,MO,Atchison,Y,0,4130,0,Y,Y,PI,7453,MO0046,MO,29,005,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MO0047,BROOKFIELD PUBLIC LIBRARY,102 EAST BOSTON STREET,Brookfield,64628,1820,6602587439,4888,1,0,0,0,2.8,0,2.8,88060,2055,29768,63046,182929,32898,10016,42914,10667,40518,94099,22663,32168,400,461,55,2392,23634,4222,39344,29,93,17299,380,NO,CI,SO,Linn,Y,0,500,15,Y,Y,ST,4885,MO0047,MO,29,115,98,04,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
