LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
IdMac,MACKAY DISTRICT,320 Capitol,Mackay,83251,0355,2085883333,1150,1,0,0,0,0.3,0.02,0.32,14149,0,0,0,14149,,,,2055,,17926,5904,13278,22,26,4,1140,4680,312,5037,0,97,1984,438,NO,SD,SO,Custer,1137,ID0057,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdMar,LIZARD BUTTE DISTRICT,"Suite 104, 105, & 106 Owyhee Plaza",Marsing,83639,0060,2088964690,5600,1,0,0,0,0.5,0.4,0.9,20250,0,0,3050,23300,,,,2147,,23547,0,6136,2,0,15,1264,4667,73,6442,16,9,2370,372,NO,SD,SO,Owyhee,5539,ID0058,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdMc,MCCALL PUBLIC,218 Park Street,McCall,83638,0848,2086345522,2329,1,0,0,0,2.5,0,2.5,81890,0,0,0,81890,34100,19292,53392,9680,22261,85333,0,27323,75,2200,45,1750,45500,2600,72293,10,390,21906,2400,NO,CI,SO,Valley,2303,ID0059,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdMC,MOSCOW-LATAH COUNTY SYSTEM,110 S Jefferson Street,Moscow,83843,2833,2088823923,31768,1,6,0,3,7.75,9.17,16.92,457369,6730,0,25732,489831,280910,66612,347522,63198,80202,490922,6080,85585,2269,1051,279,8250,133020,9319,279530,340,350,97225,12459,HQ,SD,MO,Latah,31420,ID0060,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0,10, 0, 0
IdMe,MERIDIAN DISTRICT,18 East Idaho Avenue,Meridian,83642,2697,2088884451,22682,1,0,0,0,4,1.37,5.37,180653,5641,0,8726,195020,97881,28220,126101,24161,28427,178689,0,37687,421,387,45,2684,110770,27000,109788,164,484,38788,2654,NO,SD,SO,Ada,22433,ID0061,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdMen,JEFFERSON DISTRICT,635 N 3500 E,Menan,83434,0198,2087540021,5300,0,3,0,0,1.5,1.75,3.25,52002,4281,10950,12918,80151,38020,5382,43402,12114,21978,77494,0,40843,1316,1648,68,4909,50389,3394,87883,48,93,85396,419,NO,SD,MO,Jefferson,5242,ID0062,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdMh,MOUNTAIN HOME PUBLIC,790 North 10th East,Mountain Home,83647,2830,2085874716,8107,1,0,0,0,1,2.95,3.95,113233,0,0,0,113233,53630,14462,68092,19348,24100,111540,2550,29741,206,141,71,2392,31689,8326,46547,0,262,19505,2568,NO,CI,SO,Elmore,8018,ID0063,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdMhP,PRAIRIE LIBRARY DISTRICT,PRAIRIE ELEMENTARY [HC 84 PRAIRIE],Mountain Home,83647,9803,2088683246,100,1,0,0,0,0,0,0,565,0,0,0,565,,,,717,,913,0,3222,0,0,0,2500,52,67,466,0,9,175,2,NO,SD,SO,Elmore,99,ID0064,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 1, 5, 1, 0, 0,10,10, 0
IdMi,MIDDLETON PUBLIC,307 Main Street,Middleton,83644,0519,2085853931,2081,1,0,0,0,0.75,0,0.75,14915,4484,0,1559,20958,,,,671,,19092,0,6256,0,10,5,1529,4416,960,11237,14,95,5194,364,NO,CI,SO,Canyon,2058,ID0065,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdMid,MIDVALE DISTRICT,70 Bridge Street,Midvale,83645,0127,2083552213,775,1,0,0,0,0.5,0,0.5,11165,2067,0,1116,14348,,,,2466,,14624,259,14103,105,135,6,1040,3456,532,9259,5,32,5755,131,NO,SD,SO,Washington,767,ID0066,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0,10, 0
IdMonB,BEAR LAKE COUNTY DISTRICT,138 North 6th Street,Montpelier,83254,1556,2088471664,6258,1,1,0,0,1,2.4,3.4,65153,13309,0,8434,86896,52014,8683,60697,15249,30868,106814,6602,33409,146,905,60,2538,39000,1300,60086,217,91,26821,1063,NO,SD,MO,Bear Lake,6189,ID0067,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdMu,MULLAN PUBLIC,117 Hunter Avenue,Mullan,83846,0479,2087441717,815,1,0,0,0,0.38,0.2,0.58,4523,0,0,5952,10475,,,,2057,,7860,0,10212,0,51,10,612,2685,101,2998,7,4,1349,10,NO,CI,SO,Shoshone,806,ID0068,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdN,NAMPA PUBLIC,101 11th Avenue South,Nampa,83651,3995,2084652263,31416,1,0,0,2,3,8.31,11.31,380000,0,0,38112,418112,216750,70336,287086,55849,75174,418109,0,73397,2353,1100,156,2708,177420,8553,241767,881,953,100354,5036,NO,CI,SO,Canyon,31072,ID0069,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdNo,NOTUS PUBLIC,352 Elgin Highway 20/26,Notus,83656,0169,,411,1,0,0,0,0.3,0,0.3,3500,0,0,241,3741,,,,315,,3546,0,5310,0,0,0,550,2068,4,1705,0,15,1229,327,NO,CI,SO,Canyon,406,ID0070,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdNpm,ARMORAL TUTTLE PUBLIC,301 North Plymouth Avenue,New Plymouth,83655,0146,2082785338,1465,1,0,0,0,0.9,0,0.9,9006,769,0,150,9925,,,,3500,,11260,0,40000,0,0,0,2250,2500,100,6000,10,40,1500,0,NO,CI,SO,Payette,1449,ID0071,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdO,OSBURN PUBLIC,921 East Mullan Avenue,Osburn,83849,0809,2087529711,1507,1,0,0,0,0.59,0.41,1,15808,0,0,4292,20100,,,,1500,,18327,0,11458,65,172,35,1250,8354,725,10672,110,74,4208,400,NO,CI,SO,Shoshone,1490,ID0072,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0, 0, 0
IdOa,OAKLEY DISTRICT,185 East Main Street,Oakley,83346,9999,2088623434,1800,1,0,0,0,0.29,0.19,0.48,10760,0,0,1510,12270,,,,0,,11508,0,8516,0,5,5,612,1800,240,8220,0,27,5549,68,NO,SD,SO,Cassia,1780,ID0073,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
IdOl,OLA DISTRICT,11477 Ola School Road,Ola,83657,0006,2085843589,115,1,0,0,0,0.88,0,0.88,498,0,0,728,1226,,,,113,,841,0,5012,30,4,10,1750,8819,2205,1143,0,49,778,0,NO,SD,SO,Gem,114,ID0074,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdOr,CLEARWATER MEMORIAL,402 Michigan Avenue,Orofino,83544,0471,2084763411,6342,1,0,0,0,0.85,2.19,3.04,0,0,1162,86196,87358,48426,5861,54287,8029,20084,82400,0,25670,980,101,76,2325,24722,3683,48507,223,518,9819,1111,NO,NP,SO,Clearwater,6272,ID0075,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 5, 0, 0, 0, 0,10, 0
IdOr-W,CLEARWATER DISTRICT [WEIPPE],105 NORTH FIRST STREET,WEIPPE,83553,0435,2084354529,1162,1,0,0,0,0.7,0.15,0.85,31599,0,1072,1683,34354,,,,4807,,20548,875,6329,0,66,33,1350,5505,776,8824,44,135,3549,209,NO,SD,SO,Clearwater,1149,ID0076,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0, 0,10, 0
IdPar,PARMA PUBLIC,121 North 3rd,Parma,83660,0309,2087226605,1702,1,0,0,0,0.48,0,0.48,17369,0,0,2050,19419,,,,0,,13114,0,13741,90,140,4,853,5783,1482,10564,0,59,5953,1340,NO,CI,SO,Canyon,1683,ID0077,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdPay,PAYETTE PUBLIC,24 South 10th Street,Payette,83661,2861,2086426029,6170,1,0,0,0,1,1.4,2.4,61721,21774,0,11535,95030,47037,14683,61720,28737,11999,102456,0,36610,425,64,88,2500,30004,3583,34894,7,95,9985,364,NO,CI,SO,Payette,6102,ID0078,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0, 0, 0, 0
IdPf,POST FALLS PUBLIC,821 N Spokane,Post Falls,83854,8698,2087731506,8494,1,0,0,1,2,4,6,196798,0,1575,22089,220462,105444,29441,134885,32518,50342,217745,14985,23576,576,643,96,2756,56100,9978,93823,554,866,15177,1748,NO,CI,SO,Kootenai,8401,ID0079,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdP,POCATELLO PUBLIC,812 East Clark,Pocatello,83201,5722,2082321263,47914,1,0,1,1,9.2,6.9,16.1,753426,0,0,36306,789732,382040,110612,492652,127034,115643,735329,39532,112606,3123,1022,208,3120,200000,35968,458332,1183,1460,226818,18744,NO,CI,MO,Bannock,47389,ID0080,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdPi,PIERCE DISTRICT,208 South Main Street,Pierce,83546,0386,2084642823,1042,1,0,0,0,1,0.8,1.8,37147,15573,4921,1404,59045,,,,16651,,52740,1809,15233,147,160,53,2100,7990,220,14059,58,157,6412,670,NO,SD,SO,Clearwater,1031,ID0081,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdPin,PINEHURST-KINGSTON DISTRICT,107 Main Street,Pinehurst,83850,0634,2086823483,3692,1,0,0,1,2.7,0,2.7,35047,2692,83001,2427,123167,43984,4978,48962,8557,50444,107963,15197,11365,40,334,14,1842,24987,2149,38231,66,398,12792,350,NO,SD,SO,Shoshone,3652,ID0082,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdPlu,PLUMMER PUBLIC,8th and Dogwood,Plummer,83851,0212,2086861812,1943,1,0,0,0,0.65,0.05,0.7,18000,0,0,5166,23166,,,,3500,,20819,1000,12906,0,17,5,1360,4080,436,8670,32,220,3690,315,NO,CI,SO,Benewah,1922,ID0083,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdPr,PRIEST RIVER PUBLIC,209 High Street,Priest River,83856,1047,2084482207,1679,1,0,0,0,0.5,0,0.5,1500,0,0,2406,3906,,,,1884,,2804,0,7244,1,0,4,780,2792,458,6040,0,110,2527,50,NO,CI,SO,Bonner,1661,ID0084,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdPre,PRESTON CARNEGIE,28 East Oneida,Preston,83263,1398,2088520175,9473,1,0,0,0,1,1.38,2.38,47575,0,510,28054,76139,29798,10980,40778,11250,10885,62913,0,21858,2547,222,70,2150,22500,3649,56283,53,168,22530,257,NO,CI,SO,Franklin,9369,ID0085,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdR,MADISON DISTRICT,73 North Center Street,Rexburg,83440,1539,2083563461,18868,1,0,0,1,1.62,3.4,5.02,153279,10332,0,20452,184063,79850,13951,93801,20793,54603,169197,31900,41695,3488,667,80,3050,58315,2444,145526,418,1353,63868,2379,NO,SD,SO,Madison,18661,ID0086,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
IdRg,SALMON RIVER PUBLIC,126 North,Riggins,83549,0249,2086283394,460,1,0,0,0,0.5,0.5,1,8524,0,0,1511,10035,,,,1424,,8829,0,9788,15,8,6,1750,2080,75,7313,0,130,2637,555,NO,CI,SO,Idaho,455,ID0087,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdRi,RICHFIELD DISTRICT,HIGHWAY 93 AND MAIN,Richfield,83349,0146,,798,1,0,0,0,0.15,0,0.15,5539,1880,0,71,7490,,,,0,,5836,0,7369,184,20,12,312,1034,174,2277,0,15,1117,22,NO,SD,SO,Lincoln,789,ID0088,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdRir,RIRIE PUBLIC,464 Main Street,Ririe,83443,0097,2085387974,665,1,0,0,0,0.58,0,0.58,6282,0,4735,3851,14868,,,,498,,14735,0,6329,28,3,4,1150,4338,287,5700,3,114,3848,165,NO,CI,SO,Jefferson,658,ID0089,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
IdRig,RIGBY PUBLIC,110 North State,Rigby,83442,1313,2087458231,2950,1,0,0,0,1.42,0,1.42,28323,0,3050,5614,36987,,,,6103,,47463,0,11528,0,86,21,1342,19693,1200,37299,11,115,25170,306,NO,CI,SO,Jefferson,2918,ID0090,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdRo,ROBERTS PUBLIC,19 West Park,Roberts,83444,0305,2082282210,647,1,0,0,0,0.3,0,0.3,2000,0,0,50,2050,,,,364,,3687,0,2600,0,0,7,624,1136,300,1790,0,8,1500,40,NO,CI,SO,Jefferson,640,ID0091,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdRoc,ROCKLAND SCHOOL/COMMUNITY,East Fork Road,Rockland,83271,0119,2085482222,750,1,0,0,0,0.5,0.5,1,14547,0,0,0,14547,,,,3950,,14547,0,12605,101,150,39,1750,3345,501,9401,5,29,4320,79,NO,SP,SO,Power,742,ID0092,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 5, 0, 0, 0, 0, 0, 0
IdRu,DEMARY MEMORIAL,417 7th Street,Rupert,83350,1624,2084363874,5636,1,0,0,0,2.8,0.45,3.25,53861,6838,0,23827,84526,45195,6196,51391,17681,7548,76620,3444,40496,288,720,59,1808,28948,13747,56836,0,253,19325,1301,NO,CI,SO,Minidoka,5574,ID0093,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 1, 0, 0, 0,10,10, 0
IdS,NORTH BINGHAM DISTRICT,136 South State Street,Shelley,83274,1245,2083577801,9438,1,0,0,0,1,2.35,3.35,20673,1083,72678,8692,103126,44241,8933,53174,23125,29041,105340,0,15066,610,414,38,2424,18000,2500,79301,53,188,40549,1554,NO,SD,SO,Bingham,9335,ID0094,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdSa,ST. ANTHONY PUBLIC,110 West Main,St. Anthony,83445,2115,2086243192,6993,1,0,0,0,1,1,2,16314,0,0,22381,38695,,,,7302,,34118,1246,26314,155,234,38,-1,26100,1544,68761,109,368,32845,1173,NO,CI,SO,Fremont,6916,ID0095,ID,16,94,07,4, 0, 0, 0, 0, 1, 1,11, 1, 3, 3, 3,11,11,99,99,99, 1,99,11, 5, 1, 1, 5, 1,, 1, 1, 1, 5, 5, 8,10, 0
IdSal,SALMON PUBLIC ASSOC.,204 Main Street,Salmon,83467,4111,2087562311,6960,1,0,0,0,0.63,1.1,1.73,0,0,0,61278,61278,,,,8981,,60928,11520,22071,278,182,49,1514,29996,2149,55185,5,780,13815,2706,NO,NP,SO,Lemhi,6884,ID0097,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdSan-C,EAST BONNER COUNTY DISTRICT,419 N Second Avenue,Sandpoint,83864,1590,2082636930,25265,1,1,0,1.8,4.79,7.93,12.72,347416,23876,36,30626,401954,223133,64445,287578,45239,79402,412219,0,46914,1807,225,137,6339,132703,5814,170351,4,1425,59251,2555,NO,SD,MO,Bonner,24988,ID0098,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
IdSc,SUGAR-SALEM SCHOOL/COMMUNITY,3227 N 2000 E,Sugar City,83448,0240,2083560271,3900,1,0,0,0,1,0.44,1.44,31674,0,0,1508,33182,,,,0,,30636,0,17715,375,445,69,2400,75988,3577,26124,0,5,10790,2421,NO,SP,SO,Madison,3857,ID0099,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdSh,SHOSHONE PUBLIC,211 South Rail West,Shoshone,83352,0236,2088862843,3427,1,0,0,0,1,0.25,1.25,12307,2814,0,4487,19608,,,,6147,,21964,0,17195,232,167,17,842,13642,2413,24725,176,254,10565,748,NO,CI,SO,Lincoln,3389,ID0100,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 8, 0, 0
IdSm,ST. MARIES PUBLIC,822 College Avenue,St. Maries,83861,1720,2082453732,5119,1,0,0,0,0.83,0.47,1.3,28500,0,0,15587,44087,,,,5000,,31076,14792,19048,475,0,23,1508,16000,1500,21876,0,45,6841,400,NO,CI,SO,Benewah,5063,ID0101,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdSs,SODA SPRINGS PUBLIC,149 South Main Street,Soda Springs,83276,1427,2085472606,3182,1,0,0,0,0.75,2.14,2.89,98525,0,0,3896,102421,50664,13712,64376,17434,16642,98452,4246,23958,808,487,64,2262,18720,7800,52390,1,711,18701,1500,NO,CI,SO,Caribou,3147,ID0103,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdSt,STANLEY COMMUNITY,Route 21,Stanley,83278,0230,2087743411,240,1,0,0,0,0.25,0,0.25,0,0,0,5616,5616,,,,1306,,5369,0,4991,71,2,0,748,322,11,1400,0,48,943,61,NO,OT,SO,Custer,237,ID0104,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdTf,TWIN FALLS PUBLIC,434 Second Street East,Twin Falls,83301,6397,2087332964,29684,1,0,0,1.36,3.09,12.07,15.16,551090,0,0,63533,614623,255344,69093,324437,92348,157877,574662,0,124325,5811,1097,405,2808,152812,9938,281193,933,975,90594,3123,NO,CI,SO,Twin Falls,29359,ID0105,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdV,VALLEY OF THE TETONS DISTRICT,56 North Main,Victor,83455,0037,2087872201,3864,1,0,0,0,1.15,0.37,1.52,33688,0,0,4389,38077,,,,4060,,37329,0,14106,8,22,10,1200,12000,7817,25990,0,81,12185,441,NO,SD,SO,Teton,3822,ID0106,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdW,WALLACE PUBLIC,River Street,Wallace,83873,9999,2087524571,994,1,0,0,0,0.6,0.4,1,18116,0,0,18209,36325,,,,6973,,30842,0,15382,261,133,75,1430,8257,2103,16989,138,232,5387,527,NO,CI,SO,Shoshone,983,ID0107,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdWei,WEISER PUBLIC,628 East First Street,Weiser,83672,2241,2085491243,4891,1,0,0,0,0.3,0.3,0.6,51362,12260,0,5492,69114,,,,9526,,57884,0,36242,500,26,72,2353,23085,2679,35946,104,311,9898,731,NO,CI,SO,Washington,4837,ID0108,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 5, 0, 5, 5, 0,10, 0
IdWen,SHERBURN SMITH MEMORIAL,158 West Main,Wendell,83355,0208,2085366195,2179,1,0,0,0,0.55,0.14,0.69,14370,5234,0,1236,20840,,,,7394,,22693,0,20480,0,0,24,1058,7958,509,38958,0,4,13202,47,NO,CI,SO,Gooding,2155,ID0109,ID,16,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 1, 0, 0, 0, 0, 0, 0
IdWi,WILDER DISTRICT,207 AVENUE A,Wilder,83676,0128,2084827880,3542,1,0,0,0,0.45,0,0.45,14412,1985,0,1275,17672,,,,2531,,15742,0,7980,38,27,0,975,3939,1109,6425,24,100,2628,228,NO,SD,SO,Canyon,3503,ID0110,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
IdKe,KELLOGG PUBLIC,16 West Market Avenue,Kellogg,83837,2499,2087867231,2495,1,0,0,0,0.63,0.63,1.26,23982,0,0,6557,30539,,,,4505,,29775,0,17150,11,95,23,1300,12090,728,15558,43,471,5380,113,NO,CI,SO,Shoshone,2468,ID0111,ID,16,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
