K_DECTOP,LIB_CODE,LIB_NAME,LIB_ADDR,LIB_CITY,LIB_ZIP,LIB_ZIP4,LIB_PHONE,LIB_CNTY,C_OUT_TYP,C_MSA,C_SER_POP,LIB_NUM_BM,WEB_ADR,K_SEQ,STABR,PUB_FIPS,CNTYFIPS,YR
TX0380,462,Alvord Public Library,117 North Wickham,Alvord,76225,  -1,9404272842,Wise,CE,NO,C,0,-1,002,TX,48,497,98
TX0381,463,Oldham County Library,914 Main,Vega,79092,  -1,8062672635,Oldham,CE,NO,B,0,-1,002,TX,48,359,98
TX0382,465,Sanger Public Library,501 Bolivar St.,Sanger,76266,8964,9404583257,Denton,CE,NO,C,0,-1,002,TX,48,121,98
TX0383,466,Charlotte Public Library,77 Yule Street,Charlotte,78011,  -1,8302771212,Atascosa,CE,NO,C,0,-1,002,TX,48,013,98
TX0384,467,Dripping Springs Community Library,501 Sportsplex Rd.,Dripping Springs,78620,  -1,5128587825,Hays,CE,NO,E,0,-1,002,TX,48,209,98
TX0385,47,Bridgeport Public Library,2159 Tenth Street,Bridgeport,76426,2071,9406834412,Wise,CE,NO,E,0,-1,002,TX,48,497,98
TX0386,472,Foard County Library,203 North Main,Crowell,79227,  -1,9406841250,Foard,CE,NO,B,0,-1,002,TX,48,155,98
TX0387,474,Aubrey Area Library,109 S. Main Street,Aubrey,76227,9164,9403659162,Denton,CE,NO,B,0,-1,002,TX,48,121,98
TX0388,475,West Public Library,209 W. Tokio Road,West,76691,1777,2548263070,McLennan,CE,NO,C,0,-1,002,TX,48,309,98
TX0389,476,Krum Public Library,803 E. McCart Street,Krum,76249,  -1,9404823455,Denton,CE,NO,B,0,-1,002,TX,48,121,98
TX0390,477,Texline Public Library,222 North Second Street,Texline,79087,  -1,8063624849,Dallam,CE,NO,A,0,-1,002,TX,48,111,98
TX0391,478,Bulverde Public Library,30450 Cougar Bend,Bulverde,78163,4504,8304383666,Comal,CE,NO,D,0,-1,002,TX,48,091,98
TX0392,479,"Coldspring Area Public Library, Inc.",251 North Slade Street,Coldspring,77331,  -1,4096533104,San Jacinto,CE,NO,A,0,-1,002,TX,48,407,98
TX0393,48,Kendrick Memorial Library,301 West Tate Street,Brownfield,79316,4329,8066373848,Terry,CE,NO,E,0,-1,002,TX,48,445,98
TX0394,480,Whitehouse Community Library,107 Bascom Road,Whitehouse,75791,3230,9038392949,Smith,CE,NO,C,0,-1,002,TX,48,423,98
TX0395,481,Flower Mound Public Library,2121 Cross Timbers Rd.,Flower Mound,75028,2602,9725390120,Denton,CE,NO,F,0,-1,002,TX,48,121,98
TX0396,482,Goliad County Library,320 South Commercial Street,Goliad,77963,  -1,5126452291,Goliad,CE,NO,D,0,-1,002,TX,48,175,98
TX0398,486,Everman Public Library,118 W. Trammell,Everman,76140,  -1,8175510726,Tarrant,CE,NO,D,0,-1,002,TX,48,439,98
TX0399,487,Flatonia Public Library,208 North Main,Flatonia,78941,  -1,5128653920,Fayette,CE,NO,B,0,-1,002,TX,48,149,98
TX0400,488,Salado Public Library,601 North Main Street,Salado,76571,5634,2549479191,Bell,CE,NO,C,0,www2.vvm.com/salado/library.htm,002,TX,48,027,98
TX0401,489,Lake Whitney Library,106 N. Colorado,Whitney,76692,2213,2546944639,Hill,CE,NO,B,0,-1,002,TX,48,217,98
TX0402,49,Brownsville Public Library,2600 Central Blvd.,Brownsville,78520,8824,9565481055,Cameron,CE,CC,H,0,www.brownsville.lib.tx.us,002,TX,48,061,98
TX0403,490,City of Wolfforth Library,328 East Highway 62/82,Wolfforth,79382,  -1,8068669280,Lubbock,CE,NO,C,0,-1,002,TX,48,303,98
TX0405,492,King County Public Library,P.O. Box 1,Guthrie,79236,  -1,8065964385,King,CE,NO,A,0,-1,002,TX,48,269,98
TX0406,5,Alice Public Library,401 East Third Street,Alice,78332,4798,5126649506,Jim Wells,CE,NO,F,0,-1,002,TX,48,249,98
TX0406,5.2,Orange Grove School/Public Library,P.O. Box 534,Orange Grove,78372,534,5123842461,Jim Wells,BR,NO,C,0,-1,003,TX,48,249,98
TX0406,5.3,Premont Public Library,P.O. Box 829,Premont,78375,829,5123483815,Jim Wells,BR,NO,C,0,-1,004,TX,48,249,98
TX0407,50,Brownwood Public Library,600 Carnegie Street,Brownwood,76801,7097,9156460155,Brown,CE,NO,F,0,-1,002,TX,48,049,98
TX0408,51,Bryan/College Station Public Library System,201 East 26th Street,Bryan,77803,5389,4093613715,Brazos,CE,CC,H,0,-1,002,TX,48,041,98
TX0408,51.57,College Station Library,800 FM 2818,College Station,77840,  -1,4097643416,Brazos,BR,CC,F,0,-1,003,TX,48,041,98
TX0409,52,Buffalo Public Library,1005 Hill Street,Buffalo,75831,  -1,9033224146,Leon,CE,NO,B,0,-1,002,TX,48,289,98
TX0410,54,Burkburnett Library,215 East 4th Street,Burkburnett,76354,3446,9405692991,Wichita,CE,NO,E,0,-1,002,TX,48,485,98
TX0411,55,Burleson Public Library,248 SW Johnson Avenue,Burleson,76028,4765,8172956131,Johnson,CE,NO,E,0,-1,002,TX,48,251,98
TX0412,56,Burnet County Library System,100 E. Washington Street,Burnet,78611,3114,5127562328,Burnet,CE,NO,F,0,-1,002,TX,48,053,98
TX0412,56.58,Bertram Free Library,203 South San Gabriel,Bertram,78605,  -1,5123552113,Burnet,BR,NO,B,0,-1,003,TX,48,053,98
TX0412,56.61,Marble Falls Library,101 Main Street,Marble Falls,78654,5722,2106933023,Burnet,BR,NO,F,0,-1,005,TX,48,053,98
TX0412,56.59,Oakalla Public Library,Intersection of Hwys. 963 & 2657,Oakalla,78611,  -1,-1,Burnet,BR,NO,A,0,-1,006,TX,48,053,98
TX0412,56.60,Herman Brown Free Library,100 E. Washington Street,Burnet,78611,3114,5127562328,Burnet,BR,NO,F,0,-1,007,TX,48,053,98
TX0413,57,Harrie P. Woodson Memorial Library,704 West Highway 21,Caldwell,77836,1198,4095674111,Burleson,CE,NO,C,0,-1,002,TX,48,051,98
TX0414,58,Cameron Public Library,304 E. Third Street,Cameron,76520,3350,2546972401,Milam,CE,NO,E,0,-1,002,TX,48,331,98
TX0415,59,Hemphill County Library,5th & Main Street,Canadian,79014,  -1,8063235282,Hemphill,CE,NO,C,0,hlibrary@lads.net,002,TX,48,211,98
TX0416,6,Allen Public Library,Two Allen Civic Plaza,Allen,75013,2559,9727270190,Collin,CE,NO,F,0,-1,002,TX,48,085,98
TX0417,60,Van Zandt County Library,317 First Monday Lane,Canton,75103,1052,9035674276,Van Zandt,CE,NO,E,0,-1,002,TX,48,467,98
TX0418,61,Canyon Public Library,301 16th Street,Canyon,79015,2828,8066555015,Randall,CE,NO,E,0,-1,002,TX,48,381,98
TX0419,62,Tye Preston Memorial Library,1321 Highway 2673,Canyon Lake,78133,5301,8309643744,Comal,CE,NO,D,0,-1,002,TX,48,091,98
TX0420,63,Dimmit County Public Library,200 N. 9th Street,Carrizo Springs,78834,3741,8308765788,Dimmit,CE,NO,E,0,-1,002,TX,48,127,98
TX0421,64,Carrollton Public Library,2001 Jackson Road,Carrollton,75006,1743,9724663360,Dallas,CE,CC,H,0,-1,002,TX,48,113,98
TX0421,64.62,Frankford Village Branch Library,"3030 N. Josey Lane, Suite 130",Carrollton,75007,5341,9724664800,Dallas,BR,CC,G,0,-1,003,TX,48,113,98
TX0422,65,Sammy Brown Library,522 West College Street,Carthage,75633,1408,9036936741,Panola,CE,NO,E,0,-1,002,TX,48,365,98
TX0423,66,Castroville Public Library,802 London Street,Castroville,78009,4032,4035382656,Medina,CE,NO,C,0,-1,002,TX,48,325,98
TX0424,67,Cedar Park Public Library,550 Discovery Blvd.,Cedar Park,78613,2200,5122595353,Williamson,CE,NO,E,0,www.ci.cedar-park.tx.us,002,TX,48,491,98
TX0425,68,Fannie Brown Booth Memorial Library,619 Tenaha Street,Center,75935,3535,4095985522,Shelby,CE,NO,C,0,-1,002,TX,48,419,98
TX0427,7,Alpine Public Library,203 North 7th Street,Alpine,79830,4693,9158372621,Brewster,CE,NO,D,0,-1,002,TX,48,043,98
TX0427,7.4,Marathon Public Library,P.O. Box 177,Marathon,79842,177,-1,Brewster,BR,NO,A,0,-1,003,TX,48,043,98
TX0428,70,Chico Public Library,106 W. Jacksboro St.,Chico,76431,  -1,9406442330,Wise,CE,NO,C,0,-1,002,TX,48,497,98
TX0429,71,Childress Public Library,"117 Avenue B, NE",Childress,79201,4509,9409378421,Childress,CE,NO,D,0,-1,002,TX,48,075,98
TX0430,72,Cisco Public Library,600 Avenue G,Cisco,76437,3039,2544421020,Eastland,CE,NO,D,0,-1,002,TX,48,133,98
TX0431,73,G.B. Burton Memorial Library,217 S. Kearney,Clarendon,79226,  -1,8068743685,Donley,CE,NO,C,0,-1,002,TX,48,129,98
TX0432,74,Red River County Public Library,307 North Walnut Street,Clarksville,75426,3038,9034273991,Red River,CE,NO,E,0,-1,002,TX,48,387,98
TX0433,75,Claude Public Library,100 Trice Street,Claude,79019,  -1,8062267881,Armstrong,CE,NO,B,0,-1,002,TX,48,011,98
TX0434,76,Cleburne Municipal Library,302 W. Henderson Street,Cleburne,76031,5494,8176450936,Johnson,CE,NO,E,0,-1,002,TX,48,251,98
TX0435,77,Austin Memorial Library,220 S. Bonham Avenue,Cleveland,77327,4591,2815923920,Liberty,CE,NO,D,0,-1,002,TX,48,291,98
TX0436,79,Clyde Public Library,306 North First Street,Clyde,79510,4729,9158935315,Callahan,CE,NO,D,0,-1,002,TX,48,059,98
TX0437,80,Coleman Public Library,402 Commercial Avenue,Coleman,76834,4202,9156253043,Coleman,CE,NO,D,0,www.web-access.net/coleman/library.htm,002,TX,48,083,98
TX0438,81,Mitchell County Public Library,340 Oak Street,Colorado City,79512,6214,9157283968,Mitchell,CE,NO,D,0,-1,002,TX,48,335,98
TX0439,82,Nesbitt Memorial Library,529 Washington Street,Columbus,78934,2326,4097323392,Colorado,CE,NO,D,0,-1,002,TX,48,089,98
TX0440,83,Comanche Public Library,311 N. Austin Street,Comanche,76442,2405,9153562122,Comanche,CE,NO,D,0,-1,002,TX,48,093,98
TX0441,84,Comfort Public Library,701 High Street,Comfort,78013,2352,8309952398,Kendall,CE,NO,D,0,-1,002,TX,48,259,98
TX0442,85,Commerce Public Library,1210 Park Street,Commerce,75428,2645,9038866858,Hunt,CE,NO,E,0,-1,002,TX,48,231,98
TX0443,86,Montgomery County Memorial Library,104 I-45 North,Conroe,77301,2720,4097888377,Montgomery,CE,CC,H,0,www.co.montgomery.tx.us/library/library.htm,002,TX,48,339,98
TX0443,86.63,Malcolm Purvis Library-Magnolia,510 Melton Street,Magnolia,77354,  -1,2812598324,Montgomery,BR,NC,E,0,-1,003,TX,48,339,98
TX0443,86.65,R.B. Tullis Library,Library Road,New Caney,77357,  -1,2813546152,Montgomery,BR,NC,E,0,-1,004,TX,48,339,98
TX0443,86.66,South Regional Library,2101 Lake Robbins Dr.,The Woodlands,77380,1152,2812989110,Montgomery,BR,NC,G,0,-1,005,TX,48,339,98
TX0443,86.64,West Branch Library,51 Western Hills Plaza,Montgomery,77356,  -1,4097888314,Montgomery,BR,NC,E,0,-1,006,TX,48,339,98
TX0443,86.67,R.F. Meador Branch Library,709 W. Montgomery Street,Willis,77378,8682,4098564411,Montgomery,BR,NC,E,0,-1,007,TX,48,339,98
TX0444,87,Copperas Cove Public Library,602 South Main Street,Copperas Cove,76522,2997,2545473826,Coryell,CE,NO,F,0,-1,002,TX,48,099,98
TX0445,88,Corpus Christi Public Libraries,805 Comanche Street,Corpus Christi,78401,2798,5128807070,Nueces,CE,CC,I,0,www.ci.corpus-christi.tx.us,002,TX,48,355,98
TX0445,88.71,Flour Bluff Branch Library,1456 Waldron Road,Corpus Christi,78418,4433,5129375222,Nueces,BR,CC,F,0,-1,003,TX,48,355,98
TX0445,88.69,Greenwood Branch Library,4044 Greenwood Drive,Corpus Christi,78416,1906,5128542356,Nueces,BR,CC,F,0,-1,004,TX,48,355,98
TX0445,88.70,Northwest Branch Library,3202 McKinzie,Corpus Christi,78410,2442,5122419329,Nueces,BR,CC,F,0,-1,005,TX,48,355,98
TX0445,88.68,Parkdale Branch Library,1230 Carmel Parkway,Corpus Christi,78411,  -1,5128539961,Nueces,BR,CC,F,0,-1,006,TX,48,355,98
TX0446,89,Mickey Reily Public Library,604 South Mathews Street,Corrigan,75939,2645,4093984156,Polk,CE,NO,E,0,-1,002,TX,48,373,98
TX0447,9,Amarillo Public Library,413 E. 4th,Amarillo,79101,1523,8063783050,Potter,CE,CC,H,0,-1,002,TX,48,375,98
TX0447,9.7,East Branch Library,2232 E. 27th St.,Amarillo,79103,4302,8063421589,Potter,BR,CC,F,0,-1,003,TX,48,375,98
TX0447,9.6,North Branch Library,1504 NE 24th St.,Amarillo,79107,6640,8063817931,Potter,BR,CC,F,0,-1,004,TX,48,375,98
TX0447,9.5,Southwest Branch Library,4423 W. 45th St.,Amarillo,79109,5405,8063592094,Potter,BR,CC,G,0,-1,005,TX,48,375,98
TX0448,90,Corsicana Public Library,100 North 12th Street,Corsicana,75110,5205,9036544810,Navarro,CE,NO,F,0,-1,002,TX,48,349,98
TX0449,91,Alexander Memorial Library,201 South Center Street,Cotulla,78014,2255,8308792601,La Salle,CE,NO,D,0,-1,002,TX,48,283,98
TX0450,92,Crane County Library,701 South Alford Street,Crane,79731,2521,9155583142,Crane,CE,NO,C,0,-1,002,TX,48,103,98
TX0451,93,J.H. Wootters-Crockett Public Library,708 East Goliad,Crockett,75835,2121,4095443089,Houston,CE,NO,D,0,-1,002,TX,48,225,98
TX0452,94,Crosby County Library,114 West Aspen Street,Crosbyton,79322,2502,8066752673,Crosby,CE,NO,D,0,-1,002,TX,48,107,98
TX0452,94.72,Lorenzo Library,409 Van Buren,Lorenzo,79343,  -1,8066345639,Crosby,BR,NO,B,0,-1,003,TX,48,107,98
TX0452,94.73,Ralls Library,813 Main,Ralls,79357,  -1,8062532755,Crosby,BR,NO,B,0,-1,004,TX,48,107,98
TX0453,95,Cross Plains Public Library,P.O. Box 333,Cross Plains,76443,333,2547257722,Callahan,CE,NO,B,0,-1,002,TX,48,059,98
TX0454,96,Crystal City Memorial Library,101 E. Dimmit Street,Crystal City,78839,3505,8303743477,Zavala,CE,NO,D,0,-1,002,TX,48,507,98
TX0455,97,Cuero Public Library,207 East Main Street,Cuero,77954,3048,5122752864,DeWitt,CE,NO,D,0,-1,002,TX,48,123,98
TX0456,98,Daingerfield Public Library,207 Jefferson Street,Daingerfield,75638,1713,9036452823,Morris,CE,NO,C,0,-1,002,TX,48,343,98
TX0457,99,Dallam-Hartley County Library,420 Denrock Avenue,Dalhart,79022,2628,8062492761,Dallam,CE,NO,E,0,-1,002,TX,48,111,98
TX0458,38,"Blanco Library, Inc.",310 Pecan Street,Blanco,78606,  -1,8308334280,Blanco,CE,NO,C,0,www.texanet.net/bli,002,TX,48,031,98
TX0459,204,Jefferson Carnegie Library,301 W. Lafayette St.,Jefferson,75657,  -1,9036658911,Marion,CE,NO,B,0,-1,002,TX,48,315,98
TX0460,284,Newton County Public Library,200 E. High Street,Newton,75966,  -1,4093798300,Newton,CE,NO,E,0,-1,002,TX,48,351,98
TX0461,354,Schulenburg Public Library,700 Bohlmann Avenue,Schulenburg,78956,1316,4097433345,Fayette,CE,NO,C,0,-1,002,TX,48,149,98
TX0464,493,McGinley Memorial Public Library,317 South Main Street,McGregor,76657,1608,2548403732,McLennan,CE,NO,C,0,-1,002,TX,48,309,98
TX0465,494,RANGER COMMUNITY LIBRARY,400 W. MAIN,RANGER,76470,,2546471880,EASTLAND,CE,NO,C,0,-1,002,TX,48,133,98
TX0466,498,Justin Community Library,408 Pafford Street,Justin,76247,  -1,9406483649,Denton,CE,NO,B,0,-1,002,TX,48,121,98
TX0467,505,Falls City Public Library,206 N. Irvin,Falls City,78113,  -1,8302543361,Karnes,CE,NO,A,0,-1,002,TX,48,255,98
TX0468,506,Karnes City Public Library,302 S. Panna Maria Avenue,Karnes City,78118,3240,8307802539,Karnes,CE,NO,C,0,-1,002,TX,48,255,98
TX0469,507,Runge Public Library,311 N. Helena Street,Runge,78151,  -1,8302394192,Karnes,CE,NO,B,0,-1,002,TX,48,255,98
TX0470,509,Allen Memorial Public Library,321 E. Blackbourne,Hawkins,75765,  -1,9037692241,Wood,CE,NO,C,0,-1,002,TX,48,499,98
TX0471,510,Leander Public Library,406 Municipal Drive,Leander,78641,  -1,5122595259,Williamson,CE,NO,D,0,-1,002,TX,48,491,98
TX0473,513,Elgin Public Library,404 N. Main Street,Elgin,78621,2625,5122815678,Bastrop,CE,NO,D,0,-1,002,TX,48,021,98
TX0477,442,Roberts County Library,Wichita,Miami,79059,  -1,8068683721,Roberts,CE,NO,A,0,-1,002,TX,48,393,98
TX0480,511,Newark Public Library,Hudson & Ram Horn Hill Road,Newark,76071,  -1,8174892224,Wise,CE,NO,B,0,-1,002,TX,48,497,98
TX0481,512,Alvarado Public Library,200 N. Spears,Alvarado,76009,3873,8177837323,Johnson,CE,NO,C,0,-1,002,TX,48,251,98
TX0482,517,Fort Hancock/Hudspeth County Public Library,100 School Drive,Fort Hancock,79839,  -1,9157693811,Hudspeth,CE,NO,B,0,-1,002,TX,48,229,98
TX0483,519,New Waverly Public Library,200 Gibbs Street,New Waverly,77358,  -1,4093442198,Walker,CE,NO,C,0,www.shsu.edu/~vis_nls,002,TX,48,471,98
TX0484,522,Crowley Public Library,121 North Hampton Road,Crowley,76036,2624,8172976707,Tarrant,CE,NO,D,0,-1,002,TX,48,439,98
TX0485,523,Starr County Public Library,600 N. Garza St.,Rio Grande City,78582,3538,9564874389,Starr,CE,NC,G,0,-1,002,TX,48,427,98
TX0485,523.268,La Rosita Branch Library,Starr Rt. Box 1,Rio Grande City,78582,  -1,2108494453,Starr,BR,CC,A,0,-1,003,TX,48,427,98
TX0485,523.269,La Grulla Branch Library,Leopoldo Longoria Street,La Grulla,78548,  -1,2104870682,Starr,BR,NC,B,0,-1,004,TX,48,427,98
TX0485,523.270,Roma Branch Library,Morelos Street,Roma,78584,  -1,2108490072,Starr,BR,NC,E,0,-1,006,TX,48,427,98
TX0486,285,Nixon Public Library,108 W. Third St.,Nixon,78140,  -1,5125821913,Gonzales,CE,NO,E,0,-1,002,TX,48,177,98
TX0487,373,Dickens County-Spur Public Library,401 N. Burlington Ave.,Spur,79370,2419,8062713714,Dickens,CE,NO,B,0,-1,002,TX,48,125,98
TX0489,491,Maud Public Library,130 Main,Maud,75567,  -1,9035855255,Bowie,CE,NO,B,0,-1,002,TX,48,037,98
TX0493,534,Pottsboro Area Public Library,400 Hwy 120 West,Pottsboro,75076,  -1,2147868274,Grayson,CE,NO,B,0,laketexoma.com,002,TX,48,181,98
TX0495,537,Bridge City Public Library,101 Parkside Drive,Bridge City,77611,2442,4097354242,Orange,CE,NO,D,0,-1,002,TX,48,361,98
TX0498,548,Marion Community Library,500 Bulldog Drive,Marion,78124,  -1,8309144268,Guadalupe,CE,NO,D,0,-1,002,TX,48,187,98
TX0498,548.272,Norma Krueger Elementary Library,306 Cunningham St.,Marion,78124,  -1,8309142803,Guadalupe,BR,NO,A,0,-1,004,TX,48,187,98
TX0499,516,Blue Mound Community Library,1600 Bell Avenue,Fort Worth,76131,1002,8172320662,Tarrant,CE,NO,B,0,-1,002,TX,48,439,98
TX0500,261,Irion County Library,111 W. Fayette Ave.,Mertzon,76941,  -1,9158352704,Irion,CE,NO,B,0,-1,002,TX,48,235,98
TX0503,471,Sterling County Public Library,609 4th Street,Sterling City,76951,  -1,9153782212,Sterling,CE,NO,B,0,-1,002,TX,48,431,98
TX0504,549,Troup Municipal Library,102 S. Georgia,Troup,75789,2020,9038423101,Smith,CE,NO,B,0,-1,002,TX,48,423,98
TX0506,545,Celina Community Library,Farm Rd. 455 & Hwy. 289,Celina,75009,  -1,9723823750,Collin,CE,NO,C,0,-1,002,TX,48,085,98
TX0507,540,Hooks Public Library,108 W. 1st Street,Hooks,75561,  -1,9035473365,Bowie,CE,NO,C,0,-1,002,TX,48,037,98
TX0508,544,Real County Public Library,Highway 83 and Oak Street,Leakey,78873,  -1,8302325199,Real,CE,NO,B,0,-1,002,TX,48,385,98
TX0509,541,Tri-County Library,132 Market Street,Mabank,75147,8610,9038879622,Kaufman,CE,NO,B,0,-1,002,TX,48,257,98
TX0512,538,Caprock Public Library,103 N. 1st St.,Quitaque,79255,  -1,8064551225,Briscoe,CE,NO,A,0,-1,002,TX,48,045,98
TX0514,546,Converse Area Public Library,502 Station Street,Converse,78109,1300,2106594160,Bexar,CE,NO,E,0,-1,002,TX,48,029,98
TX0515,501,Springlake-Earth Community Library,FM 2901,Earth,79031,  -1,8062573357,Lamb,CE,NO,B,0,-1,002,TX,48,279,98
TX0518,178,Smith-Welch Memorial Library,114 W. 4th Street,Hearne,77859,2506,4092795191,Robertson,CE,NO,C,0,-1,002,TX,48,395,98
TX0521,502,Duval County/San Diego Public Library,404 S. Mier St.,San Diego,78384,  -1,5122798201,Duval,CE,NO,E,0,-1,002,TX,48,131,98
TX0521,502.294,Duval County/Freer Branch Library,608 Carolyn,Freer,78357,  -1,5123945153,Duval,BR,NO,C,0,-1,003,TX,48,131,98
TX0522,543,Rhome Public Library,109 West First Street,Rhome,76078,  -1,8176362767,Wise,CE,NO,B,0,-1,002,TX,48,497,98
TX0524,446,Silverton Public Library,415 Main Street,Silverton,79257,  -1,8068232131,Briscoe,CE,NO,B,0,-1,002,TX,48,045,98
TX0526,551,Cockrell Hill Public Library,1026 Sunnyside,Cockrell Hill,75211,  -1,2143309935,Dallas,CE,NO,C,0,-1,002,TX,48,113,98
TX0527,553,Ellen Brooks West Memorial Library,811 South Bois D'Arc,Forney,75126,  -1,9725529555,Kaufman,CE,NO,D,0,-1,002,TX,48,257,98
TX0529,375,Martin County Library,110 W. School Street,Stanton,79782,  -1,9157562652,Martin,CE,NO,C,0,-1,002,TX,48,317,98
TX0530,554,Melissa Public Library,1713 Cooper,Melissa,75454,  -1,9728374540,Collin,CE,NO,A,0,www.melissa.lib.tx.us,002,TX,48,085,98
TX0532,535,East Parker County Library,209 N. Front Street,Aledo,76008,  -1,8174416545,Parker,CE,NO,C,0,-1,002,TX,48,367,98
TX0534,558,The Kennedale Library,209 New Hope Road N.,Kennedale,76060,3203,8174787876,Tarrant,CE,NO,C,0,-1,002,TX,48,439,98
TX0535,547,Village of Lake Tanglewood Public Library,500 Lake Tanglewood Dr.,Lake Tanglewood,79118,  -1,8066221242,Randall,CE,NO,A,0,-1,002,TX,48,381,98
TX0536,399,Waelder Public Library,310 North Avenue E,Waelder,78959,  -1,5126657167,Gonzales,CE,NO,A,0,-1,003,TX,48,177,98
TX0538,559,Frisco Public Library,"8750 McKinney Road, Ste. 200",Frisco,75034,3000,9723355510,Collin,CE,NO,E,0,www.ci.frisco.tx.us,003,TX,48,085,98
TX0539,560,J.R. Huffman Public Library,Hwy 87 North,Hemphill,75948,  -1,4097874829,Sabine,CE,NO,B,0,-1,002,TX,48,403,98
TX0541,561,Lindale Library,102 E. Hubbard St.,Lindale,75771,3319,9038821900,Smith,CE,NO,C,0,-1,002,TX,48,423,98
TX0543,566,Utopia Memorial Library,Main Street,Utopia,78884,  -1,8309663448,Uvalde,CE,NO,B,0,-1,002,TX,48,463,98
TX0544,565,Sabinal Public Library,412 N. Center,Sabinal,78881,  -1,8309882911,Uvalde,CE,NO,B,0,-1,002,TX,48,463,98
TX0545,469,Charlie Garrett Memorial Library,101 S. Fisher,Gorman,76454,  -1,2547343301,Eastland,CE,NO,C,0,-1,002,TX,48,133,98
TX0548,351,Santa Anna Library,606 Wallis Ave.,Santa Anna,76878,  -1,9153483395,Coleman,CE,NO,B,0,-1,002,TX,48,083,98
TX0549,254,McAllen Memorial Library,601 North Main Street,McAllen,78501,4666,9566824531,Hidalgo,CE,CC,H,0,www.mcallen.lib.tx.us,002,TX,48,215,98
TX0550,294,Harry Benge Crozier Memorial Library,Corner Truehart & Hwy 380,Paint Rock,76866,  -1,9157324320,Concho,CE,NO,A,0,-1,002,TX,48,095,98
TX0552,417,Allan Shivers Library & Museum,302 N. Charlton Street,Woodville,75979,4899,4092833709,Tyler,CE,NO,E,0,-1,002,TX,48,457,98
TX0559,201,Jacksonville Public Library,502 South Jackson Street,Jacksonville,75766,2415,9035867664,Cherokee,CE,NO,E,0,www.e-tex.com/personal/library,003,TX,48,073,98
TX0561,270,Mary Ruth Briggs Library,8 Morgan's Point Blvd.,Belton,76513,6438,-1,Bell,CE,NO,E,0,-1,002,TX,48,027,98
TX0562,272,Mount Calm Regional Library,201 Allyn Avenue,Mount Calm,76673,  -1,2549932761,Hill,CE,NO,A,0,-1,002,TX,48,217,98
TX0563,324,Rankin Public Library,210 East 10th Street,Rankin,79778,  -1,9156932881,Upton,CE,NO,B,0,-1,002,TX,48,461,98
TX0563,324.224,Midkiff Public Library,FM 2401 S,Midkiff,79755,  -1,9155352311,Upton,BR,NO,A,0,-1,003,TX,48,461,98
TX0564,342,John Ed Keeter Public Library,355 W. McLeroy Blvd.,Saginaw,76179,1452,8172322100,Tarrant,CE,NO,E,0,-1,002,TX,48,439,98
TX0565,414,Village Library of Wimberley,400 FM 2325,Wimberley,78676,  -1,5128472188,Hays,CE,NO,E,0,-1,002,TX,48,209,98
TX0566,431,The City of Presidio Library,O'Rielly Street,Presidio,79845,  -1,9152293317,Presidio,CE,NO,C,0,-1,002,TX,48,377,98
TX0567,457,Frankston Depot Library,Town Square South,Frankston,75763,  -1,9038764463,Anderson,CE,NO,C,0,-1,002,TX,48,001,98
TX0569,542,Jonestown Community Library,18664 A F.M. 1431,Jonestown,78645,3022,5122677511,Travis,CE,NO,B,0,-1,002,TX,48,453,98
TX0570,562,Venus High School & Hall Community Library,12 Bulldog Drive,Venus,76084,  -1,9723668353,Johnson,CE,NO,C,0,-1,002,TX,48,251,98
TX0571,555,Shiner Public Library,118 N. Avenue D,Shiner,77984,  -1,5125943044,Lavaca,CE,NO,B,0,-1,002,TX,48,285,98
TX0572,132,El Paso County Library,1331 N. Fabens Street,Fabens,79838,  -1,9157643635,El Paso,CE,NC,G,0,-1,002,TX,48,141,98
TX0573,539,Lumberton Public Library,130 East Chance Rd.,Lumberton,77657,7763,4097557400,Hardin,CE,NO,D,0,-1,002,TX,48,199,98
TX0574,266,Mineola Memorial Library,301 North Pacific Street,Mineola,75773,1799,9035692767,Wood,CE,NO,D,0,-1,002,TX,48,499,98
TX0575,499,Rising Star Public Library,206 College,Rising Star,76471,  -1,-1,Eastland,CE,NO,A,0,-1,002,TX,48,133,98
TX0576,550,Wildwood Heritage Museum and Library,90 Cypress Bend Drive,Village Mills,77663,  -1,4098342924,Hardin,CE,NO,E,0,-1,002,TX,48,199,98
TX0577,563,Clint I.S.D. Public Library,12625 Alameda Avenue,Clint,79836,6314,9158512302,El Paso,CE,NO,E,0,-1,002,TX,48,141,98
TX0578,567,Valley Mills Public Library,403 5th St.,Valley Mills,76689,  -1,2549326370,Bosque,CE,NO,B,0,-1,002,TX,48,035,98
TX0579,568,Betty Foster Public Library,405 Shaffner St.,Ponder,76259,7405,9404792683,Denton,CE,NO,A,0,-1,002,TX,48,121,98
TX0580,569,Cedar Creek Library,101 Causeway Beach,Seven Points,75143,  -1,9034324185,Henderson,CE,NO,C,0,-1,002,TX,48,213,98
TX0581,572,Camp Wood Public Library,P.O. Box 138,Camp Wood,78833,138,8305973208,Real,CE,NO,B,0,-1,002,TX,48,385,98
TX0582,575,McMullen Memorial Library,906 North Main,Huntington,75949,  -1,4098764516,Angelina,CE,NO,D,0,-1,002,TX,48,005,98
TX0583,577,Dilley Public Library,231 W. Hwy 117,Dilley,78017,  -1,8309651951,Frio,CE,NO,C,0,-1,002,TX,48,163,98
